"candidate_id","accepted_species","trait_name","normalized_value","provider","source_url","source_lineage","source_citation","exact_supporting_quote","name_match_method","cultivar_status","accepted_correct","reviewer","reviewed_at_utc","audit_reason"
"foa-5c4fb2c79e766f59eccc303a","Stachytarpheta jamaicensis","floral_form","salverform","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/c884d0df-fbb8-4f1c-99ce-ffe5ca342ad5","citation:3f4965102091fedaf662480f4318e117","Published December 2018.","Corolla mauve-blue, hypocrateriform; tube cylindrical, 7-11 mm long, pilose internally in upper half; limb 6 mm diam.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-4ed32260e4dde94931030241","Cyathodes platystoma","floral_form","urn_urceolate","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/f4ac6374-42f3-4a39-9330-5a93ad8f68e1","flora-of-australia-profile:f4ac6374-42f3-4a39-9330-5a93ad8f68e1","Flora of Australia official species profile","Corolla tube longer than sepals, white, urceolate, straight, 6.5-8.2 mm long, glabrous outside, sparsely hairy on the inside.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-4a242d0cb052f0a78e563c60","Sprengelia montana","floral_form","bell_campanulate","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/51f8e145-a9a6-4145-857d-9da959c97041","citation:2c8a36ef5930271ef5d33d74d7bdfd31","Published 14 July 2025.","Corolla tube white, pale pink to pink, broadly campanulate, 0.5-1.3 mm long, shorter than the sepals.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-9d63fbefc79ad0725b555ced","Berberidopsis beckleri","floral_form","urn_urceolate","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/821ed2f6-5530-40e4-9b1f-12cdcb6d310e","citation:fc836ee32d33f4be7b4c37687210059f","Adapted from L.W. Jessup, Flacourtiaceae, Flora of Australia 8: 66-84 (1982). Updated by P.G. Kodela, August 2019.","Flowers usually solitary and pendant in axils of leaves, bisexual; perianth of spirally arranged sepaloid tepals grading into inner petaloid tepals to form an urceolate structure with a narrowing mouth enclosing the sexual organs; bracts and perianth segments (13-) 15-18, the outer segments deep pink or carmine red gradually passing into inner white ones; sepaloid tepals (± 7) and bracts broadly ovate to ovate, c. 1-4 mm long, the outer slightly smaller than the inner, pink, caducous; petaloid tepals 5, c. broadly oblong-elliptic, thinner than sepaloid tepals, c. 7-8 mm long, pale pink to white, caducous; disc annular, indented, persistent; stamens (8-) 11 (-13), filaments","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-74c5fa269cabc5b3587f3f9d","Oxypetalum coeruleum","floral_form","salverform","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/cacc1a3f-b601-4eae-9038-b300e3fd13c9","citation:047cea241360b46ede7916c71b8d1722","Revised edition, 9 June 2026. Adapted from Flora of Australia Volume 28 (1996).","Corolla salverform, blue to purple; tube c. 6 mm long, c. 8 mm diam.; lobes oblanceolate, 8-9 mm long, 2.5-4 mm wide.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-f365a49aff39735bb7ebfdfa","Synostemon glaucus","floral_form","tubular","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/d6e15ad0-2cdb-4550-8ae2-73ba4548cee1","citation:eaf47a3d4d8743f115a92a1d7d76b59e","Published 30 November 2022.","Male flowers: 1-5 per fascicle; pedicels 0.6-1.3 mm long; perianth tubular; sepals connate for more than half their length forming a tube 1.7-4.4 mm long with shortly acuminate lobes 1-1.8 mm long, glabrous, yellow; filaments and connectives connate; androphore 2.8-3.3 mm long, apiculate with connective appendages ± free, spreading; anthers linear, 1.7-2.2 mm long.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-d91e082ecf5d55d191c3b585","Boerhavia gardneri","floral_form","funnel_trumpet","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/e0af4f27-f8e2-408e-82ef-e7f5a2689861","citation:0375b6fc82d9c8e76b329960f21de93d","Flora of Australia Volume 4 (1984).","Perianth glandular below, glabrous, trumpet-shaped above, c. 3 mm long, pink.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-7bac0918d0b8d8ce55e64903","Vincetoxicum paniculatum","floral_form","open_radial","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/4edfe5af-8d3b-4c7d-b917-ce9a1fe915c6","citation:8ef797bda5c974845fed62452bb155cb","Published 16 December 2024. Adapted from Forster (1996) where treated as Tylophora paniculata. Updated by P.G. Kodela (December 2024).","Corolla rotate, yellow-green, yellow or cream; lobes twisted to left in bud and at anthesis, lanceolate, 4-7 mm long, attenuate, glabrous.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-6368fea445705f4a512aeff0","Cynanchum pedunculatum","floral_form","open_radial","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/9fed60c2-307a-4bed-a8de-fc9e86cc1e44","citation:c31489032687f653e05b3acc667a980a","Revised edition, 9 December 2025. Adapted from Forster (1996). Updated by P.G. Kodela (December 2025).","Corolla rotate, brown, cream, pink or pale purple; tube 1-1.5 mm long, 2-4 mm diam.; lobes lanceolate to ovate, 2-8 mm long, 1.5-3 mm wide.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-0b34c73f0ea78692fdb59ea2","Marianthus bignoniaceus","floral_form","tubular","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/a2f967d0-53d5-4d2a-9bad-c5db51c94670","flora-of-australia-profile:a2f967d0-53d5-4d2a-9bad-c5db51c94670","Flora of Australia official species profile","Inflorescences mainly solitary, tubular flowers, nodding on slender 3-7 mm pedicels; vestigial involucre of bracts present.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-870afedfacc8025708e1408c","Arivela uncifera","floral_symmetry","zygomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/3e3cc677-df20-45da-bf95-3a3d5d1fd321","citation:cc3238132f69014fc2546e5fda384ce2","Published 3 August 2024. Adapted from Hewson (1982), where treated as Cleome uncifera. Updated by P.G. Kodela (August 2024).","Inflorescence a bracteate raceme; flowers slightly zygomorphic.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-3ec728ef7054bba9c5164df0","Cyanella hyacinthoides","floral_symmetry","zygomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/d41c571f-e879-456e-a5b9-cf012df06219","citation:ced731c1d43219ff8847292e7f7ae30b","Adapted from H.J. Hewson, Cyanella, Flora of Australia 45: 193-194 (1987). Updated by P.G. Kodela (June 2019).","Flowers slightly zygomorphic.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-b724a8a4beab5011ee475092","Arivela cleomoides","floral_symmetry","zygomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/9bf41376-937a-4ef7-a086-4a719f82bd6a","citation:88e91176f955c9a075ea5d8fcd22886f","Published 3 August 2024. Adapted from Hewson (1982), where treated as Cleome cleomoides. Updated by P.G. Kodela (August 2024).","Inflorescence a raceme, or flowers solitary in axils of upper leaves; flowers zygomorphic.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-0c3113c43f3644db227fd837","Lachenalia reflexa","floral_symmetry","zygomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/dbd2ec9e-fad5-4978-89a8-538490c9f042","citation:e5b52928326d82090f417d111652b08f","Data derived from Flora of Australia Volume 45 (1987), a product of ABRS, ©Commonwealth of Australia","Flowers erect to spreading, tubular but swollen in the middle, zygomorphic; lower flowers sheathed in leaf bases.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-dd1e9a1186437a2627a8e9f3","Lambertia formosa","floral_symmetry","zygomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/398cfd66-4e86-4dd0-bac7-4d53d9c06e16","citation:4724d034636bc18e27dd736bf07aa011","Data derived from Flora of Australia Volumes 16 (1995), 17A (2000) and 17B (1999), products of ABRS, ©Commonwealth of Australia","Flowers zygomorphic, crowded, enclosed by bracts.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-896b91b143f3da1ad1fe377f","Tritonia lancea","floral_symmetry","actinomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/811e7023-1303-43ef-a244-342781b32fc2","citation:f9decae6905c4457eae4ef78da310842","Published 22 October 2020. Adapted from Cooke (1986) where treated as Tritonia squalida. Updated by P.G. Kodela (October 2020).","Flowers ± actinomorphic, cup-shaped, pale pink or rarely light vermillion, flushed deeper pink in centre.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-8bb45d1e1325e5e222755ee9","Hackelia latifolia","floral_symmetry","actinomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/2874f17c-4f77-47c2-8867-e161c3908aac","citation:18b142c6175c488fcde65c1ea68c053d","Published 29 August 2024. Adapted largely from Wilson (1992), Jeanes (1999), Dimon & Renner (2017).","Corolla actinomorphic, 5-lobed, ± narrowly funnel-shaped with spreading lobes, 2-5 mm long, glabrous except for 5 papillose, 2-lobed saccate scales in throat, white, pale blue or pale mauve, tube ± as long as the obtuse lobes; stamens included in corolla tube, anthers ± sessile, to c. 0.3 mm long, each with a short acute appendage.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-a26029c68aa0bcbc41a6f1ef","Watsonia aletroides","floral_symmetry","zygomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/4bba72d5-a484-4c68-98ee-75bd5a706167","citation:de451d458a24b374de5abc67f9564c60","Published 11 December 2019.","Flowers zygomorphic, patent, red-orange to purple or pink.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-53336f1f6c4334dc412a4efe","Avicennia integra","floral_symmetry","zygomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/33a02624-71db-48d8-be31-a3c6f5056e25","citation:695c282a8af2609c7ae76a67b0c81922","Published 13 November 2018.","Corolla variably zygomorphic; tube 7-11 mm diam.; corolla lobes golden yellow, unequal, 3-5 mm long; outer surface pubescent with 1 mm glabrous border.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-57d39c80194d85665ceea5d2","Tritonia gladiolaris","floral_symmetry","zygomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/01229021-fe90-42f3-921a-42d5206cde5c","citation:d1257ae9ec76651d28b7b28d35620bc4","Published 22 October 2020. Adapted from Cooke (1986a) where treated as Tritonia lineata. Updated by P.G. Kodela (October 2020).","Flowers zygomorphic, funnel-shaped, cream, finely dark-veined.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-cc5daf24816ea5de657b19d4","Cheiranthera linearis","floral_symmetry","actinomorphic|zygomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/860abfcb-674f-4b1d-afd8-1aff50b6e134","citation:dbbf06d998721de10e39ac4c541755aa","First published February 2019. Adapted from Cayzer et al. (2007).","Inflorescences few-flowered corymbs, flower peduncles 21-46 mm long, nodding; flowers initially actinomorphic with parts regularly placed around the pistil, becoming zygomorphic or irregular as the anthers twist to face petal break.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-ebae5f6b57d5468314ed2357","Rhododendron ponticum","floral_symmetry","zygomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/88952ae4-a574-48ce-8604-35ecc3423b0a","citation:3f4965102091fedaf662480f4318e117","Published December 2018.","Flowers ± zygomorphic, pedicels 2-2.5 cm long, usually glabrous, sometimes with glandular hairs or pubescent.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-a9c6ed5efd4d5cee67e791c5","Micromyrtus ciliata","floral_symmetry","zygomorphic","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/a36035e6-c76f-4724-9cf9-fe9084bfd985","citation:580e4350d5d575417bc0f0162d49ed52","Published 30 July 2024.","Flowers 5-merous, zygomorphic to a greater degree than in related species, commonly 3-5 mm diam.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-5538e8b9b431638f0b6d8e70","Tricostularia pauciflora","flower_primary_color","white","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/8af350bb-9cfd-4b5f-af12-814f6a4bcdec","citation:207c865e8a0f0869cc27d7aa22c049ee","Published 1 October 2021.","Perianth segments 6, whitish, minute, 0.2-0.8 mm long, expanded below, tapering to a fine point, glabrous, sometimes persistent but usually falling with nutlet.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-5fb21aea020a278302c1f581","Trianthema compactum","flower_primary_color","red_pink","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/7b2cfe6e-aecf-4c0e-b6dd-7608de656392","citation:7df077ffe1b2acb42639efc6ec9d7700","Flora of Australia Volume 4","Perianth tube c. 1.5 mm long; lobes semi-ovate, c. 2 mm long, pink inside.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-f6600b6cd73c3101e6ab9740","Mitrasacme prolifera","flower_primary_color","white","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/1d707f15-8446-4107-9344-c12650fd23f1","citation:e54e5e263e0c7870d7abfbea5b3f414d","Flora of Australia Volume 28","Corolla white; tube 2-2.5 mm long; lobes c. 1 mm long.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-da24bc99793dba2681a945d8","Gentianella eichleri","flower_primary_color","blue_purple|white","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/164cb5a2-0dac-4695-9583-0bf134e69044","citation:67e4c0a9d5a01e0fd8e219fda70d6ed4","Published 5 December 2019. Adapted from L.G. Adams, Gentianaceae, in Wilson, A. (ed.), Flora of Australia 28: 72-104 (1996), where treated as Chionogentias eichleri. Updated by P.G. Kodela (December 2019).","Corolla creamy-white, usually strongly violet-tinged outside, veins colourless; tube 2-3.5 mm long; lobes 6-9 (-12) mm long.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-782048531e1d171565c88de1","Opuntia dejecta","flower_primary_color","red_pink|yellow_orange","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/7de0b76a-5c41-471f-9bdd-865b90069f69","citation:46ba7d4a3e997dde86c207af24564e31","Published 15 June 2020.","Flowers 15-18 mm diam.; outer tepals reduced, succulent, ovate, pinkish with a yellowish tinge; inner tepals mid to deep yellow, erect, closely appressed against filaments, 18-22 mm long, obovate, the apex obtuse and with short mucro, or emarginate; staminal filaments much exceeding perianth, pale pink, anthers creamish yellow; style much exceeding perianth and the filaments, pink, stigma lobes bright green; pericarpel (at anthesis) not tuberculate, spineless or with 1 weak, slender retrorse spine.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-aca8cdc6d0dab76956517630","Endiandra cowleyana","flower_primary_color","green_brown_inconspicuous|white","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/b5cee675-fdd2-4a35-83ac-60a967303ca8","citation:dee05481917cdb446d0aed5e2760f88b","Flora of Australia Volume 2 (2007).","Flowers opening quite widely with tepals sometimes ± horizontal, creamy green, ± perfumed.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"foa-ab0bf4e1d921a81b9397764c","Xylopia maccreae","flower_primary_color","green_brown_inconspicuous|yellow_orange","flora_of_australia_official","https://profiles.ala.org.au/opus/foa/profile/37dc91d7-b72c-4509-842a-ca7a9bc2f5be","citation:4e85552cf74a1b3efeb85910addc1920","Adapted from Jessup (2007: 33-34).","Petals yellowish green.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
