candidate_id,trait_name,accepted_species,normalized_value,source_url,source_excerpt,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,audit_hash
bsdb-symmetry:588b09f2286e5f2e2e38592f,floral_symmetry,Carpobrotus acinaciformis,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Carpobrotus acinaciformis; tnrs_status=Accepted; tnrs_family=Aizoaceae; FlrSymCheck=radial; trait.source=GBIF,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,e770cb4f8f08eeb1f0dd47b4ad6e377e2a6d46a40568bc8339f07ab8607cb706
bsdb-symmetry:fefc7927a05bc5fe98e07f61,floral_symmetry,Bidens trichosperma,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Bidens trichosperma; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=https://www.minnesotawildflowers.info/flower/crowned-beggarticks|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,d4180403c4b689291069eccd6ea85b37e1db0c3738e34cde74392307067d0aaf
bsdb-symmetry:0d89af9cde2e113e5b868a29,floral_symmetry,Jatropha gossypiifolia,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Jatropha gossypiifolia; tnrs_status=Accepted; tnrs_family=Euphorbiaceae; FlrSymCheck=radial; trait.source=machado2006|GBIF|TRY,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,995843d3c995323248635bb6d52279b843c67a7d08c00555af2db0afa3b36dca
bsdb-symmetry:eff81909d202b59129e57015,floral_symmetry,Ageratina havanensis,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Ageratina havanensis; tnrs_status=Synonym; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,c60f8ac0ec3cc0b09f0fc50cbef8e6eb6a942b9e0dbdaa033e226bf6aaa9d964
bsdb-symmetry:f046c6f4067e1083e503e8ef,floral_symmetry,Sonchus micranthus,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Sonchus micranthus; tnrs_status=Synonym; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,470204f59f7261d41ac9b7413f1a2a57f6ab3c61df8823f4476cf174219a82f6
bsdb-symmetry:44e621a17728a10e777d5c87,floral_symmetry,Ageratina ligustrina,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Ageratina ligustrina; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,36327907a1d230346e1b09ad9968e96c90bad760b456dc0f54fa018aa0e0251e
bsdb-symmetry:2408d2da0dc03afeef2145dc,floral_symmetry,Capsicum frutescens,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Capsicum frutescens; tnrs_status=Accepted; tnrs_family=Solanaceae; FlrSymCheck=radial; trait.source=TRY|GBIF,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,9b9eb7a86b07d7d36aa8283fbc64e020068770ee7e3371e85b33a78cef3d590d
bsdb-symmetry:280f2710e5d994d1533552e9,floral_symmetry,Centromadia pungens,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Centromadia pungens; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=https://www.calflora.org/app/taxon?crn=9793|FNA,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,2d0c2c3b8093e907c95e8f45af196de8463b9399b6f19d7e92539855cd648d4f
bsdb-symmetry:48011adad417e035c1d49b8c,floral_symmetry,Solanum retroflexum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Solanum retroflexum; tnrs_status=Accepted; tnrs_family=Solanaceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,e5561297eab93b9641d259794827d60d90c9a17665689886a4433ecee412b646
bsdb-symmetry:73a96d16416cc6721478d680,floral_symmetry,Duguetia furfuracea,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,"tnrs_Sciname=Duguetia furfuracea; tnrs_status=Accepted; tnrs_family=Annonaceae; FlrSymCheck=radial; trait.source=GBIF|KEW|https://scholar.googleusercontent.com/scholar?q=cache:uwb2CTWSqVoJ:scholar.google.com/+Duguetia+furfuracea+fruit+flesh&hl=en&as_sdt=0,5",true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,e9cf0511b872ad0cb67357cd7881c61c9444c80b1cae02b43561c8a867c4589a
bsdb-symmetry:ff702de3870f019e5445a477,floral_symmetry,Commidendrum rotundifolium,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Commidendrum rotundifolium; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=EOL|GBIF|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,ef9101f20914de4d99426c6203695e9bb486ee2d89a445eedbc73ed9ae6ba650
bsdb-symmetry:016d7757875810d4758de941,floral_symmetry,Datura discolor,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Datura discolor; tnrs_status=Accepted; tnrs_family=Solanaceae; FlrSymCheck=radial; trait.source=GBIF|https://www.jstor.org/stable/pdf/1216030.pdf,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,2c8242125e379cbc416bd387b1ef5d638a1b7236a3d8552acf9e43b15c2e30f6
bsdb-symmetry:8d750ac24110f47c47ba5f1b,floral_symmetry,Solanum mammosum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Solanum mammosum; tnrs_status=Accepted; tnrs_family=Solanaceae; FlrSymCheck=radial; trait.source=https://www.GBIF.org/occurrence/gallery?taxon_key=2930569,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,30802d343de6b7872596c5f80bc942bd05900db73dfc286553ffab58e365b740
bsdb-symmetry:73a0555f8169a129a4bb7e1e,floral_symmetry,Erigeron sumatrensis,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Erigeron sumatrensis; tnrs_status=Synonym; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=plants.jstor.org|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,28dc78ee1d1241885f03e3f5ec9070b7f7da8e704677403847d063299e40b955
bsdb-symmetry:27d0524994c20377198cdbcf,floral_symmetry,Xanthisma spinulosum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Xanthisma spinulosum; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,def93978072d2bfb03faf070b3016860ea42e35d71f2cc925890c118efd55cfe
bsdb-symmetry:2da8da10c149d0b64f75ae6e,floral_symmetry,Hamelia patens,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Hamelia patens; tnrs_status=Accepted; tnrs_family=Rubiaceae; FlrSymCheck=radial; trait.source=GBIF,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,c39abd052028ddb51c618e2b1fc08ca008b9524cfc41454a131c4682e045bec6
bsdb-symmetry:84ea64584c1213b23f06e708,floral_symmetry,Carthamus glaucus,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Carthamus glaucus; tnrs_status=Synonym; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,a39b5016702d09599d406c4cbafa0883bc37de3277c14df360df74ce55a9d605
bsdb-symmetry:771698a9a32fcc8e5ca813de,floral_symmetry,Ionactis linariifolia,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Ionactis linariifolia; tnrs_status=Synonym; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=h160 |FNA,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,4b5d4a5c16e44a3843e970a33ab181d4e1a0aed5339985b0bf31d43284ec5130
bsdb-symmetry:945d593ed3fa3279545b988e,floral_symmetry,Acacia mangium,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Acacia mangium; tnrs_status=Accepted; tnrs_family=Fabaceae; FlrSymCheck=radial; trait.source=http://apps.worldagroforestry.org/treedb/AFTPDFS/Acacia_mangium.PDF,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,96fb5717cb11f8e7f737b43d0b6c51e65659ddd9704cf67aef82de7a4a3aec4f
bsdb-symmetry:fd174f818348efb7f480abbb,floral_symmetry,Senecio pinnatifolius,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,"tnrs_Sciname=Senecio pinnatifolius; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=Wikipedia or unknown source, checked against TRY",true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,d4e396e40111c16e30928cdf4f5590892b4d5a114200d97a6d9ad39f8cb8987f
bsdb-symmetry:d3f2c68ef0b94d77921d9d9c,floral_symmetry,Draba fladnizensis,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Draba fladnizensis; tnrs_status=Accepted; tnrs_family=Brassicaceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,ec79f8e26dd413879bc4293fd320f7c6ff8f6d831aaa272af1e8f8f3942a27ef
bsdb-symmetry:f319d46abb3c0889a89b489f,floral_symmetry,Oreocereus celsianus,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Oreocereus celsianus; tnrs_status=Accepted; tnrs_family=Cactaceae; FlrSymCheck=radial; trait.source=TRY|GBIF|KEW,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,6d1c86f8219ceee4c2200014a6a45ba9a320e7af77a0f26104c7538d012888b9
bsdb-symmetry:8727725f23c78737c054e18c,floral_symmetry,Crambe hispanica,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Crambe hispanica; tnrs_status=Accepted; tnrs_family=Brassicaceae; FlrSymCheck=radial; trait.source=GBIF | https://link.springer.com/article/10.1007/BF00034615,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,c02c21c420fccc3621dc28d4b1faef435d558792e215578fe49f0fc5a9d0037b
bsdb-symmetry:26ab27b22a3f4cd0eb1ae85e,floral_symmetry,Helianthus microcephalus,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Helianthus microcephalus; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,fd17a97b80e8638cc6e42096e7131f27becc65814f3ec00b14bc556bf607821d
bsdb-symmetry:30e15706ee5994e1a62701fd,floral_symmetry,Eurybia sibirica,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Eurybia sibirica; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,a02d2f8023aed45af78d80100cae6bd4f9d9749b651a6f6213365371d2c4f241
bsdb-symmetry:8777ecf724fd3900059386cb,floral_symmetry,Tolpis coronopifolia,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Tolpis coronopifolia; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=https://www.journals.uchicago.edu/doi/full/10.1086/533604?casa_token=vurNyPsq5fUAAAAA%3AyAzcg5u-xn6zyZmb9eNwzxbgLJgqm4W_7NPHWXO85zfUsu5vBvTuAKKzadkxWuDs0VgqDw9acy0,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,b9973dac9197eb9610ac89c2c7643022dbe6f94b04786e5a7dbc9f68eb0f74f8
