"candidate_id","accepted_species","trait_name","normalized_value","provider","source_url","source_lineage","source_citation","exact_supporting_quote","name_match_method","cultivar_status","accepted_correct","reviewer","reviewed_at_utc","audit_reason"
"plantnet-nsw-9894d1d04f4685472b6d924b","Watsonia borbonica","floral_symmetry","zygomorphic","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Watsonia~borbonica","plantnet-text:f3a18831b0ed5f6e61ddeae60202fcca","PlantNET NSW FloraOnline; Text by T. A. James & E. A. Brown (1993); edited KL Wilson (Jan 2016)","Flowers zygomorphic.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-29e17ca273e04374ffa64c5f","Rhytidosporum inconspicuum","flower_primary_color","blue_purple|white","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Rhytidosporum~inconspicuum","plantnet-text:7c01d67e4b297957fbc8f2b8dc48ed84","PlantNET NSW FloraOnline; Text by B.J. Conn","Petals 4-5 mm long, white, with apex mauve in bud, glabrous.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-56d8794b41661c910c70ea3a","Hydrocotyle acutiloba","flower_primary_color","blue_purple|green_brown_inconspicuous|yellow_orange","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Hydrocotyle~acutiloba","plantnet-text:4b114806afd775b37cd2f43ab2a75f26","PlantNET NSW FloraOnline; Text by M.F. Duretto","Petals yellow, green or purple, at anthesis wider than ovary.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-decd4d765a293c0219bd5489","Mentha pulegium","flower_size_class","small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Mentha~pulegium","plantnet-text:fc6c46c9075f078f1687e1e0b705e2eb","PlantNET NSW FloraOnline; Text by B. J. Conn","Corolla 4-6 mm long, usually pale-mauve to lilac.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-82fec91d5115b9edc0f91137","Stachys arvensis","flower_size_class","small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Stachys~arvensis","plantnet-text:d028ba47f77e0232e5e44f46863d8473","PlantNET NSW FloraOnline; Text by B. J. Conn","Corolla 5-7 mm long; white or pale pink; tube as long as lower lobe.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-bae316c98d77adb142164409","Pimelea humilis","flower_size_class","medium","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Pimelea~humilis","plantnet-text:0c91d8e5b1e0e94e829dc7f7d1b2a010","PlantNET NSW FloraOnline; Text by G. J. Harden","Flowers bisexual or female, 12-52 in each head, whitish, mostly 13-19 mm long, female flowers shorter.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-7b7c47481e49a4beaa6b8030","Verbascum sinuatum","flower_size_class","medium","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Verbascum~sinuatum","plantnet-text:33586d17979cc0bacf3da35e34c80b6c","PlantNET NSW FloraOnline; Text by W. R. Barker & G. J. Harden","Corolla 1.5-3 cm diam., yellow.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-257c9797c691130e8e386f93","Linaria pelisseriana","flower_size_class","small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Linaria~pelisseriana","plantnet-text:3e349dd17d5247103abe94665273c2d1","PlantNET NSW FloraOnline; Text by W. R. Barker","Corolla 6-9 mm long, purple-violet with whitish pubescent palate closing mouth; spur 7-9 mm long; upper lip pointed outwards with 2 narrow elongate lobes, lower lip shorter with recurved lobes.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-d2240b202467f4ea61bccc6c","Alchornea ilicifolia","flower_size_class","very_small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Alchornea~ilicifolia","plantnet-text:93d6cc2d9ff070a435657981d8c05d11","PlantNET NSW FloraOnline; Text by T. A. James & G. J. Harden","Perianth 1-1.5 mm long.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-f62275aee52698c55f8de68e","Galium leptogonium","flower_size_class","very_small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Galium~leptogonium","plantnet-text:2e8dad50053d97b52c3058dea23756a8","PlantNET NSW FloraOnline; Text by Louisa Murray (August 2011)","Flowers with corolla 1.5-2.5 mm diam., cream or greenish cream, rarely hairy; ovary circular to slightly broad-obovate, 0.5-0.7 mm long with scattered pustules or antrorse spine-like or short conical hairs, rarely smooth and hairless.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-4f8e288690a4829ebf11fba0","Lomandra elongata","flower_size_class","small|very_small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Lomandra~elongata","plantnet-text:e37176bc7a9fe7440939d148a742c598","PlantNET NSW FloraOnline; Text by A. L. Quirico (1993); edited KL Wilson (Feb 2014)","Male perianth c. 2 mm long; tube 1 mm long or slightly less. Female perianth c. 3 mm long.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-37318393d7b861be168b3e41","Pimelea linifolia","flower_size_class","medium","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Pimelea~linifolia","plantnet-text:50d99f6bff8997131358610af2d840a7","PlantNET NSW FloraOnline; Text by G. J. Harden","Bracts 4, sometimes 8. Flowers bisexual or female, 7-60 per head, white or occasionally pink, mostly 10-20 mm long, female flowers shorter.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-5d018438c9cd6918176e9179","Galium divaricatum","flower_size_class","very_small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Galium~divaricatum","plantnet-text:e8c2272fb68aa9f194c55b4fb7971406","PlantNET NSW FloraOnline; Text by T. A. James & W. K. Allen","Flowers to 1 mm long, yellowish red.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-13f97fe227a606c90d545812","Aegiceras corniculatum","flower_size_class","small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Aegiceras~corniculatum","plantnet-text:8056f81686213e20c9e2cfdc419407e0","PlantNET NSW FloraOnline; Text by G. J. Harden (1990, 2000)","Corolla 4-6 mm long, white.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-ecd0af2341ad4dfbad959752","Scutellaria racemosa","flower_size_class","small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Scutellaria~racemosa","plantnet-text:548360c0e5e389b4a106afcbf98c0634","PlantNET NSW FloraOnline; Text by B. J. Conn","Corolla c. 5 mm long, white or pink to mauve with dark purple markings; lower lip slightly longer than upper lip.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-43afcb2f3c4ceb919adb5a78","Utricularia uliginosa","flower_size_class","small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Utricularia~uliginosa","plantnet-text:4181c5c11283020e290bd0ba3c2392d5","PlantNET NSW FloraOnline; Text by R. Rowe & E. A. Brown","Corolla 5-8 mm long, usually lilac or violet, rarely wholly white; lower lip usually paler, ± streaked with darker purple and often with a blue margin; spur subulate, about as long as lower lip.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-0a6314cf4bb4d1a55ac1d7da","Polygonum arenastrum","flower_size_class","small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Polygonum~arenastrum","plantnet-text:7093de45464f2b6a23807aecd1a47042","PlantNET NSW FloraOnline; Text by K. L. Wilson","Perianth 1.8-3.0 mm long, divided for about half its length, gradually tapering to base.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-416ac05e5312edbef37a8187","Rhodanthe anthemoides","flower_size_class","small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Rhodanthe~anthemoides","plantnet-text:6954e83f62b77c2df6fe3c9614ec1e1d","PlantNET NSW FloraOnline; Text by Paul G. Wilson","Corollas c. 6 mm long.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-c0cc186d702e4220aeb09902","Sesamum indicum","flower_size_class","medium","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Sesamum~indicum","plantnet-text:b0ae874035528bd3ec761eda30217e72","PlantNET NSW FloraOnline; Text by D.M. Crayn (2004)","Corolla white or suffused with violet, hairy outside, purple-spotted inside, 2.5-3.5 cm long.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-05ee001f24be3a8b7b0f5578","Physostegia virginiana","flower_size_class","medium","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Physostegia~virginiana","plantnet-text:9bb0cbea0da0b2be28bd130b0714a40b","PlantNET NSW FloraOnline","Inflorescences somewhat spike-like, occurring amongst distal leaves; flowers with calyx c. 8 mm long, green, 5-lobed; corolla mauve, 20-25 mm long.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-e096c36d8906e721cb6084de","Hakea ulicina","flower_size_class","small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Hakea~ulicina","plantnet-text:63496aea52b04f3e83932f97120f4845","PlantNET NSW FloraOnline; Text by R.M. Barker, G.J. Harden, L. Haegi & W.R. Barker","Perianth c. 3 mm long, whitish, glabrous.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-4f23c7cee0b2b4071310cc3f","Utricularia dichotoma","flower_size_class","medium","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Utricularia~dichotoma","plantnet-text:3f228927262366e5153b725ca1def5b4","PlantNET NSW FloraOnline; Text by R.W. Jobson","Corolla 6-22 mm long, violet or white with 2 or 3 prominent yellow ridges basally, central set of yellow ridges exceeding lateral ones distally; upper lip circular or obovate; lower lip transversely elliptic, semicircular or flabellate; spur variable, cylindrical with apex obtuse or acute, shorter or longer than lower lip.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-7f63d23b1ca8bf886554ab01","Viola cleistogamoides","flower_size_class","medium|small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Viola~cleistogamoides","plantnet-text:2d1a352a8d432bceba72b5eef2eb13ac","PlantNET NSW FloraOnline; Text by T. A. James","Flower scapes 5-25 mm long; bracteoles mostly above the middle. Corolla cream often with a purplish tinge, 2-3 mm long, scarcely exceeding sepals; lateral petals bearded inside.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-3643259ec0351adb11237b09","Lophospermum erubescens","flower_size_class","large","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Lophospermum~erubescens","plantnet-text:97beed836294f6e136717421ebcaef1f","PlantNET NSW FloraOnline; Text by W. R. Barker & G. J. Harden","Corolla 4-7 cm long, pink-purple, ± glabrous or finely pubescent inside.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-4a668f13b31efc76cec0e640","Verbascum virgatum","flower_size_class","large","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Verbascum~virgatum","plantnet-text:e9f587d76be0bc26305b48d0d0190ffa","PlantNET NSW FloraOnline; Text by W. R. Barker & G. J. Harden","Corolla yellow with purple centre, rotate, 3-4 cm diam., upper lobes shortest.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-16e14ced2bae02e1a6808821","Danhatchia australis","flower_size_class","small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Danhatchia~australis","plantnet-text:60118d497753e67c987e2586f66ebfd5","PlantNET NSW FloraOnline; Text by KL Wilson (Jan 2012)","Flowers 1 to 7, each with a closely sheathing fertile bract, flowers 3-6 mm long, dorsal sepal oblong and slightly concave, lateral sepals similar.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-217c999d62da84c1927f7978","Calystegia marginata","flower_size_class","medium","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Calystegia~marginata","plantnet-text:1ca98c8a8cc8a1a6231b9182d2e37a6e","PlantNET NSW FloraOnline; Text by R. W. Johnson","Corolla c. 2 cm long, white to pale mauve.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
"plantnet-nsw-81a2675f41d1d9d8345e3fb1","Symphionema paludosum","flower_size_class","small","plantnet_nsw_flora_source_scale","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Symphionema~paludosum","plantnet-text:b09b5945e4098fcb4e2f0657d0f471aa","PlantNET NSW FloraOnline; Text by G. J. Harden","Perianth 4-5 mm long, pale yellow.","accepted_name_exact_plus_family_exact","wild_or_naturalised_flora_treatment","true","codex_manual_quote_value_identity_audit_20260809","2026-08-09T11:59:05Z","accepted: exact accepted-name and family identity; quote directly supports trait/value; provenance complete; no cultivar contamination"
