accepted_species,family,trait_name,normalized_value,raw_value,evidence_quality,source_provider,source_url,page_title,source_citation,source_excerpt,source_record_id,source_lineage,lineage_method,source_tier,source_type,domain,language,wild_cultivated_cultivar_status,content_sha256,content_sha256_basis,retrieved_at_utc,query
Alstonia legouixiae,Apocynaceae,flower_primary_color,blue_purple,Purple,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=mauve&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche3293; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=mauve&page=1,Colors | Purple | Alstonia legouixiae |   | 7 | Author: Van Heurck | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche3293:flower-colours,provider_treatment:endemia:3293,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,77cd1a68e64954276119fb3c1fed9326fd143571b7be5e2c12a9e413ca25c8a5,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Alstonia vieillardii,Apocynaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=2,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1665; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=2,Colors | Yellow | Alstonia vieillardii |   | 17 | Author: Van Heurck | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: Ultramafique | Red list status: Least Concern (LC),endemia:fiche1665:flower-colours,provider_treatment:endemia:1665,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,f0d6d53210fb829e937911a0107735037e15a65f136bca344d776a5414c8c74f,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Alyxia tisserantii,Apocynaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=5,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche259; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=5,Colors | White | Alyxia tisserantii |    | 13 | Author: Montrouz. | Rank: Espece | Protected species: in Northern Province | Red list status: Least Concern (LC),endemia:fiche259:flower-colours,provider_treatment:endemia:259,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,34915636be513de7006c2f99de6b38e03f9da5ffe257e91ef3dc1722e6f487fe,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Amyema scandens,Loranthaceae,flower_primary_color,red_pink,Pink|Red,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=3,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche969; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=3 | https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=3,Colors | Pink | Amyema scandens | 22 | Author: (Tieghem) Danser | Rank: Espece || Colors | Red | Amyema scandens | 22 | Author: (Tieghem) Danser | Rank: Espece,endemia:fiche969:flower-colours,provider_treatment:endemia:969,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,61dea520eebf71f37b65272970049e081a9dbc56e98563cdb0e76bd1a3ff5459,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Aneilema neocaledonicum,Commelinaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=12,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2871; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=12,Colors | White | Aneilema neocaledonicum | 8 | Author: Schltr. | Rank: Espece,endemia:fiche2871:flower-colours,provider_treatment:endemia:2871,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,8d57e9913e7930db4a65ffdded1ced3ff6a7e267da7610d8beb5884044b5a9a1,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Archidendropsis granulosa,Fabaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=13,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche942; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=13,Colors | White | Archidendropsis granulosa |   | 4 | Author: (Labill.) I.C.Nielsen | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: substrats. | Red list status: Least Concern (LC),endemia:fiche942:flower-colours,provider_treatment:endemia:942,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,ab1328fdaa9c4f546bb2441a8b4d2c622ef973d5c65f40a848c8945f9a8d8fe9,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Archidendropsis macradenia,Fabaceae,flower_primary_color,green_brown_inconspicuous|white,Green|White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=28,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4110; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=28 | https://endemia.nc/en/search?section=flore&rank=Espece&colors=verte&page=3,Colors | Green | Archidendropsis macradenia |   | 21 | Author: (Harms) I.C.Nielsen | Rank: Espece | Red list status: Near Threatened (NT) || Colors | White | Archidendropsis macradenia |   | 21 | Author: (Harms) I.C.Nielsen | Rank: Espece | Red list status: Near Threatened (NT),endemia:fiche4110:flower-colours,provider_treatment:endemia:4110,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,685aa912bcbc2f4db5b9fac54461d8ab584b522f7ca483fa6f271acb95d15abd,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Arillastrum gummiferum,Myrtaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=26,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche429; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=26,Colors | White | Arillastrum gummiferum |   | 39 | Author: (Brongn. & Gris) Pancher ex Baill. | Rank: Espece | Red list status: Vulnerable (VU),endemia:fiche429:flower-colours,provider_treatment:endemia:429,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,03aa027d767f4729bdca2c5f03b6b8947618b8d06f30d57a7a1c6943ec4926e4,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Artia balansae,Apocynaceae,flower_primary_color,red_pink,Red,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=6,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1505; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=6,Colors | Red | Artia balansae |   | 18 | Author: (Baill.) Pichon | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche1505:flower-colours,provider_treatment:endemia:1505,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,1505a5af91dbbb64556ef237079fa2aaa2dbc0e1cb951ffa4be8a1db0b6308f4,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Ascarina rubricaulis,Chloranthaceae,flower_primary_color,green_brown_inconspicuous,Insignificant flower,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=fleur%20insignifiante&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche3467; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=fleur%20insignifiante&page=1,Colors | Insignificant flower | Ascarina rubricaulis |   | 13 | Author: Solms | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche3467:flower-colours,provider_treatment:endemia:3467,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,04f197ce66d07f77d13efde3559617a22c85bc6a4746b3278c6549acf3e72486,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Astelia neocaledonica,Asteliaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=25,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche933; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=25,Colors | White | Astelia neocaledonica |   | 15 | Author: Schltr. | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche933:flower-colours,provider_treatment:endemia:933,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,2a64fb75fed30a25c2895e8d770e91eeff224a9871d91baaa213b0ce9b975023,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Atractocarpus colnettianus,Rubiaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=16,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4559; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=16,Colors | White | Atractocarpus colnettianus |   | 14 | Author: (Guillaumin) Mouly | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: substrats. | Red list status: Least Concern (LC),endemia:fiche4559:flower-colours,provider_treatment:endemia:4559,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,5c82a7f3ae4c20e2a94508c198f1ef8392efe4b7bd7633467bf5fde3f45d1666,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Atractocarpus deplanchei,Rubiaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=9,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4529; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=9,Colors | White | Atractocarpus deplanchei | 20 | Author: (Vieill. ex Guillaumin) Mouly | Rank: Espece,endemia:fiche4529:flower-colours,provider_treatment:endemia:4529,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,6cd40ae65a6ab6565d6a60bdc8f56b0c78e338b1e36f073b823e582c29c5aaa2,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Atractocarpus heterophyllus,Rubiaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=18,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche6469; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=18,Colors | White | Atractocarpus heterophyllus | 12 | Author: (Montrouz.) Guillaumin & Beauvis. | Rank: Espece,endemia:fiche6469:flower-colours,provider_treatment:endemia:6469,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,00c2dc4cb07f56c85de2cae5f9e586e9a5818885aa6ba13ba27ea67967146530,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Atractocarpus vaginatus,Rubiaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=20,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4532; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=20,Colors | White | Atractocarpus vaginatus | 18 | Author: Baill. ex Guillaumin | Rank: Espece,endemia:fiche4532:flower-colours,provider_treatment:endemia:4532,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,5a965b393484a88a0289971922a5abfc21b3101a94067df1761721a19f1d3bc9,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Atriplex jubata,Amaranthaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=9,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1718; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=9,Colors | Yellow | Atriplex jubata | 14 | Author: S.Moore | Rank: Espece,endemia:fiche1718:flower-colours,provider_treatment:endemia:1718,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,1c373619baee33bd05b5cc49a20ff1c874df28b293f2534334a9b1c3e7ca5da1,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
