accepted_species,axis,trait_name,normalized_value,quality,source_group,provider,source_url,candidate_id,source_citation,exact_supporting_quote,evidence_scope,name_match_method,source_lineage,lineage_method,source_run_id,source_artifact,source_file,acceptance_contract,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason
Atriplex sagittata,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/atriplex-sagittata,scale-de520b7565bb3b6aecc7175c,"Alien Plants in Greece web database, Pollination Type: Autogamy",Atriplex sagittata Borkh.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:atriplex-sagittata:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Atriplex tornabenei,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/atriplex-tornabenei,scale-759f348374e968e2d31055f2,"Alien Plants in Greece web database, Pollination Type: Autogamy",Atriplex tornabenei Tineo; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:atriplex-tornabenei:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Bacopa rotundifolia,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/bacopa-rotundifolia,scale-6ba6460947cd7c4f3ca50dc7,"Alien Plants in Greece web database, Pollination Type: Autogamy",Bacopa rotundifolia (Michx.) Wettst.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:bacopa-rotundifolia:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Bidens alba,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/bidens-alba,scale-e45884310d66e715f0c29341,"Alien Plants in Greece web database, Pollination Type: Autogamy",Bidens alba (L.) DC.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:bidens-alba:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Bidens bipinnata,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/bidens-bipinnata,scale-5f7afcf60f17926d6e1c0797,"Alien Plants in Greece web database, Pollination Type: Autogamy",Bidens bipinnata L.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:bidens-bipinnata:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Bidens frondosa,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/bidens-frondosa,scale-ae7b625586cf93a03891775c,"Alien Plants in Greece web database, Pollination Type: Autogamy",Bidens frondosa L.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:bidens-frondosa:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Calendula officinalis,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/calendula-officinalis,scale-edb71748f83795aa920c6573,"Alien Plants in Greece web database, Pollination Type: Autogamy",Calendula officinalis L.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:calendula-officinalis:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Cichorium endivia,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/cichorium-endivia,scale-d6770ff2ddb8084159caf825,"Alien Plants in Greece web database, Pollination Type: Autogamy",Cichorium endivia L.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:cichorium-endivia:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Cuscuta suaveolens,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/cuscuta-suaveolens,scale-8fe09062f36c2055c44ec001,"Alien Plants in Greece web database, Pollination Type: Autogamy",Cuscuta suaveolens Ser.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:cuscuta-suaveolens:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Diospyros lotus,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/diospyros-lotus,scale-1b5d421f90cdbd0f8fc14cd5,"Alien Plants in Greece web database, Pollination Type: Autogamy",Diospyros lotus L.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:diospyros-lotus:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Echinocystis lobata,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/echinocystis-lobata,scale-6e20f37ce83c9f55ffcc7521,"Alien Plants in Greece web database, Pollination Type: Autogamy",Echinocystis lobata (Michx.) Torr. & A.Gray; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:echinocystis-lobata:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Eclipta prostrata,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/eclipta-prostrata,scale-4c6beb01e634a7e54473dc15,"Alien Plants in Greece web database, Pollination Type: Autogamy",Eclipta prostrata (L.) L.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:eclipta-prostrata:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Epilobium ciliatum,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/epilobium-ciliatum,scale-2f5ffbbb6ed46093fbca9810,"Alien Plants in Greece web database, Pollination Type: Autogamy",Epilobium ciliatum Raf.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:epilobium-ciliatum:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Erigeron annuus,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/erigeron-annuus,scale-9f0e396544117e87583c69ec,"Alien Plants in Greece web database, Pollination Type: Autogamy",Erigeron annuus (L.) Desf.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:erigeron-annuus:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Euphorbia heterophylla,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/euphorbia-heterophylla,scale-0dd5a57adef9d8cfc5e0a86c,"Alien Plants in Greece web database, Pollination Type: Autogamy",Euphorbia heterophylla L.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:euphorbia-heterophylla:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Fallopia baldschuanica,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/fallopia-baldschuanica,scale-5114c9191567b10c42124426,"Alien Plants in Greece web database, Pollination Type: Autogamy",Fallopia baldschuanica (Regel) Holub; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:fallopia-baldschuanica:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Gossypium herbaceum,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/gossypium-herbaceum,scale-38265f278c084f33ac282df8,"Alien Plants in Greece web database, Pollination Type: Autogamy",Gossypium herbaceum L.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:gossypium-herbaceum:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Hablitzia tamnoides,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/hablitzia-tamnoides,scale-b3098855e42d5b292a2b41f6,"Alien Plants in Greece web database, Pollination Type: Autogamy",Hablitzia tamnoides M. Bieb.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:hablitzia-tamnoides:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Heteranthera limosa,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/heteranthera-limosa,scale-ce6929f45b874b6dc94458cd,"Alien Plants in Greece web database, Pollination Type: Autogamy",Heteranthera limosa (Sw.) Willd.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:heteranthera-limosa:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Heteranthera reniformis,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/heteranthera-reniformis,scale-e9773b7890c3da5aae55f15c,"Alien Plants in Greece web database, Pollination Type: Autogamy",Heteranthera reniformis Ruiz & Pav.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:heteranthera-reniformis:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Heteranthera rotundifolia,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/heteranthera-rotundifolia,scale-99a528c1f11202b3fc79d46f,"Alien Plants in Greece web database, Pollination Type: Autogamy",Heteranthera rotundifolia (Kunth) Griseb.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:heteranthera-rotundifolia:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Malephora purpureocrocea,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/malephora-purpureocrocea,scale-4858cf1e3dc7ef44e6b8ba8c,"Alien Plants in Greece web database, Pollination Type: Autogamy",Malephora purpureocrocea (Haw.) Schwantes; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:malephora-purpureocrocea:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
Matricaria discoidea,reproductive_assurance,autonomous_selfing_capacity,autonomous,medium,latest_public_web,alien_plants_greece,https://www.alienplants.gr/taxa/matricaria-discoidea,scale-fb4918d1a7f3e670c00dde6d,"Alien Plants in Greece web database, Pollination Type: Autogamy",Matricaria discoidea DC.; Pollination Type: Autogamy (self-pollination),species_direct,accepted_name_exact,alien-plants-greece:taxon:matricaria-discoidea:autogamy,original_database_taxon_pollination_record,scale-source-acquisition-20260808,alien-plants-greece-autogamy-sha256-23ed2c727ba1e1457146412161db272ea7989d0f2f923964b61b9e53b9656011,autogamy.html,exact_species_database_pollination_record_v1,true,wild_or_unspecified_species_record,Codex evidence audit 2026-08-08,2026-08-08T15:48:00Z,Accepted: exact species taxon is explicitly assigned Autogamy in the source database; no cultivar or hybrid qualifier.
