candidate_id,accepted_species,trait_name,normalized_value,source_url,page_title,exact_supporting_quote,content_fingerprint,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,source_lineage,source_provider,source_citation,source_excerpt,audit_hash
iospe-colour:68e56eed5b402a95bc6dbba3,Corybas gibbifer,flower_primary_color,blue_purple|red_pink|white,https://www.orchidspecies.com/corybgibbifer.htm,IOSPE PHOTOS,"Schlechter states that the flowers are strikingly gay, the dorsal sepal is bright pink, the lip is white with dark pirple veins, the belly in front is pink , the protuberance is pink with a darker margin and the leaves are a pale green.",91613038a14cb222328a850f38e07c693a44ae4c3d4a7c6afb0aee80ca08b49c,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/corybgibbifer.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Corybas gibbifer","Schlechter states that the flowers are strikingly gay, the dorsal sepal is bright pink, the lip is white with dark pirple veins, the belly in front is pink , the protuberance is pink with a darker margin and the leaves are a pale green.",6e325ba6ca5afe926706780ce9125b67b4f371bcd4478f8af94cebc1d8eecd6b
iospe-colour:d870c011481b2ce609bd0690,Phreatia virescens,flower_primary_color,green_brown_inconspicuous|yellow_orange,https://www.orchidspecies.com/phreatvirescens.htm,IOSPE PHOTOS,Schlechter states that the flowers are yellowish green with a white anther with brownish edges.,0f1c4cbccafed90e53505dc6924d5da34b0d78ab8be4bf0c2a7df9436eaf639f,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/phreatvirescens.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Phreatia virescens",Schlechter states that the flowers are yellowish green with a white anther with brownish edges.,6e6426f4333acd54f6d5369f73816c8810afa79724f2689b2b6dbe580c14666d
iospe-colour:947824358c5f7a639a53bc96,Bulbophyllum scopula,flower_primary_color,red_pink|white,https://www.orchidspecies.com/bulbscopula.htm,IOSPE PHOTOS,Schlechter states that the flowers are red with a darker lip that is white at the base.,8c7ec6384a34da74662d5da70dc96c6a45b75250fee07591f69c6c4c4bf6d3d7,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/bulbscopula.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Bulbophyllum scopula",Schlechter states that the flowers are red with a darker lip that is white at the base.,6e66b3d23bab02b96fa8660d5efe23e4719174802f8bd3609ae0f9754cd9c11e
iospe-colour:c7d399ec5e33790d048f6416,Calanthe longibracteata,flower_primary_color,blue_purple|yellow_orange,https://www.orchidspecies.com/callongibracteata.htm,IOSPE PHOTOS,"Found in western Sumatra in montane forests at elevations of 2000 to 3000 meters as a small sized, cold growing terrestrial with lanceolate, acute, acuminate, gradually narrowing below into the 4 to 13.4"" [10 to 34 cm] long, channeled petiolate base leaves that blooms on an peduncle densely fine reddish hairy, 22.8 to 44"" [57 to 110 cm] long, rachis also pubescent, 3.6 to 8"" [9 to 20 cm] long, laxly many flowered inflorescence with conspicuous, recurved, ovate-lanceolate basally, narrowing gradually floral bracts carrying pale violet becoming apricot with age, pubescent on all parts flowers.",34759235659e9e13dfd3a1255e8339bed33ad4dcb012c232018395a667bcb771,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/callongibracteata.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Calanthe longibracteata","Found in western Sumatra in montane forests at elevations of 2000 to 3000 meters as a small sized, cold growing terrestrial with lanceolate, acute, acuminate, gradually narrowing below into the 4 to 13.4"" [10 to 34 cm] long, channeled petiolate base leaves that blooms on an peduncle densely fine reddish hairy, 22.8 to 44"" [57 to 110 cm] long, rachis also pubescent, 3.6 to 8"" [9 to 20 cm] long, laxly many flowered inflorescence with conspicuous, recurved, ovate-lanceolate basally, narrowing gradually floral bracts carrying pale violet becoming apricot with age, pubescent on all parts flowers.",6f86b18de739c4e765563f023cbed98e1815b51aa169481aaf6689e3ac7a4311
iospe-colour:c701e2710ea73ddbf34a74dc,Dendrobium vernicosum,flower_primary_color,green_brown_inconspicuous|white|yellow_orange,https://www.orchidspecies.com/denvernicosum.htm,IOSPE PHOTOS,"Schlechter states that the flowers are snow white, the lip and column are brownish yellow at the base",ab2f7222bb70c418614498f644ed101113ab6790c81b89d03d5f721162d994dc,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/denvernicosum.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Dendrobium vernicosum","Schlechter states that the flowers are snow white, the lip and column are brownish yellow at the base",70a2f5c893cb09029919e6959baaf2d95d1816f16c2287bc517fa9dd7c1f83a0
iospe-colour:769243a6a5566a5825c0fe64,Angraecum chaetopodum,flower_primary_color,white|yellow_orange,https://www.orchidspecies.com/angchaetopodum.htm,IOSPE PHOTOS,"Found in northern and western Madagascar in moss forests at elevations of 1200 to 1500 meters as a mini-miniature sized, cool growing epiphyte without a stem with 4 to 6, fleshy, leathery, narrowly linear, acute leaves that blooms in the early summer on a very slender, peduncle setiform, with 3 to 4 sheths in the lower half, .5 to 3.4"" [1.2 to 8.5 cm] long, normally single flowered inflorescence with a blackish, shorter than the ovary floral bract and carrying yellowish white flowers.",dbe9d0c9dd6c9424d304df48a516981520749dff263ae74d1e481779adac9217,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/angchaetopodum.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Angraecum chaetopodum","Found in northern and western Madagascar in moss forests at elevations of 1200 to 1500 meters as a mini-miniature sized, cool growing epiphyte without a stem with 4 to 6, fleshy, leathery, narrowly linear, acute leaves that blooms in the early summer on a very slender, peduncle setiform, with 3 to 4 sheths in the lower half, .5 to 3.4"" [1.2 to 8.5 cm] long, normally single flowered inflorescence with a blackish, shorter than the ovary floral bract and carrying yellowish white flowers.",7192732fa2fed326ca10496662e1739eb3f0876954217fea4f913e656ff74d16
iospe-colour:01188854aaaff3917771db5f,Calanthe kemulensis,flower_primary_color,yellow_orange,https://www.orchidspecies.com/calkem.htm,IOSPE PHOTOS,"Found in Kalimantan Borneo in lower montane forests at elevations around 1000 to 1500 meters as a small to medium sized, cool growing terrestrial withpseudobulbs carrying 2 to more, oblong-elliptic,acuminate, acute, apiculate leaves that blooms in the spring and again in the fall on an erect, peduncle puberulous,10 to 16"" [25 to 40 cm] long, several tubular bracted, rachis to 5.2"" [13 cm] long, densely pubescent, to 15 flwoered inflorescence with ovate-lanceolate, acute, sparsely pubescent floral bracts and carrying flowers that turn orange with age.",6c59777ad5714534a0c954c395bb3c3bac8b654b3cddc03971c65edfb78115c7,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/calkem.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Calanthe kemulensis","Found in Kalimantan Borneo in lower montane forests at elevations around 1000 to 1500 meters as a small to medium sized, cool growing terrestrial withpseudobulbs carrying 2 to more, oblong-elliptic,acuminate, acute, apiculate leaves that blooms in the spring and again in the fall on an erect, peduncle puberulous,10 to 16"" [25 to 40 cm] long, several tubular bracted, rachis to 5.2"" [13 cm] long, densely pubescent, to 15 flwoered inflorescence with ovate-lanceolate, acute, sparsely pubescent floral bracts and carrying flowers that turn orange with age.",730b51192ccbe201bcf363495e1a0b1f64cc65556f82f83e44cc605ccbcc06e2
iospe-colour:04b452e1f000dd8c6427309e,Bulbophyllum rivulare,flower_primary_color,red_pink|white,https://www.orchidspecies.com/bulbrivulare.htm,IOSPE PHOTOS,"Schlechter states that the flowers are whitish the dorsal sepal entire, the lateral sepals only dotted with red at the base, the petals with 2 rows of red spots the lip dotted red aand the column golden yellow",67bb2398b34401537a10eeb733c209187e4c5e67a52bedb6485e361917f53a4e,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/bulbrivulare.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Bulbophyllum rivulare","Schlechter states that the flowers are whitish the dorsal sepal entire, the lateral sepals only dotted with red at the base, the petals with 2 rows of red spots the lip dotted red aand the column golden yellow",73953a75ac942244390db06401dd9bedd162e7d049907e563d6e8541bdb21ceb
iospe-colour:df03e7f27a553fcda2c58e52,Glomera parviflora,flower_primary_color,green_brown_inconspicuous|white,https://www.orchidspecies.com/glomparviflora.htm,IOSPE PHOTOS,"Schlechter states that the flowers are snow white with fine, black green points on the apex of the lip.",d8cbea4b073f564712f491a848dbe023cb9c25c088e13ddd9deaaed62ffec4be,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/glomparviflora.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Glomera parviflora","Schlechter states that the flowers are snow white with fine, black green points on the apex of the lip.",7395f5afe10cac166dfe2201d1e6bfc7b84289a2b929cced31639cfb0e0bfdf4
iospe-colour:8c93b4f91c1cd855879860d3,Habenaria conopodes,flower_primary_color,green_brown_inconspicuous|yellow_orange,https://www.orchidspecies.com/habconopodes.htm,IOSPE PHOTOS,"Found in Antananarivo province of Madagascar in savannahs on rocks at elevations around 1000 meters as a medium sized, warm to cool growing terrestrial with lanceolate, acuminate leaves that blooms in the summer on an erect, terminal, to 8"" [20 cm] long, laxly, many flowered inflorescence with lanceolate-acuminate, as long as the ovary floral bracts and carrying yellow green flowers.",5f907221e03685823589e63deaf7ad597cc50e03e15b5dc9baab378bd491fc8d,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/habconopodes.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Habenaria conopodes","Found in Antananarivo province of Madagascar in savannahs on rocks at elevations around 1000 meters as a medium sized, warm to cool growing terrestrial with lanceolate, acuminate leaves that blooms in the summer on an erect, terminal, to 8"" [20 cm] long, laxly, many flowered inflorescence with lanceolate-acuminate, as long as the ovary floral bracts and carrying yellow green flowers.",74621df4cb4769cf4bdc13a5fb827d9235db937b09e38fa1f5e7a2b9c620485c
iospe-colour:2f88615df4f462bb1ddac6b1,Bulbophyllum gyaloglossum,flower_primary_color,yellow_orange,https://www.orchidspecies.com/bulbgyaloglossum.htm,IOSPE PHOTOS,"Found in Papua New Guinea within primary forests at elevaions of 2400 to 2600 meters as a medium sized, cold growing epiphyte with a pendulous rhizome giving rise to non-flattened, ovoid to cylindrical, .6 to 1.6"" [1.5 to 4 cm] between each pseudobulb carrying a single, linear-ovate, acute leaf that blooms in the fall on a basal, peduncle .4 to .6"" [1 to 1.5 cm] long, with 2 braccts, 1.6 to 2"" [4 to 5 cm] long overall, rachis 1.12 to 1.4"" [2.8 to 3.5 cm] long, 5 to 6 flowered inflorescence with ovate, acute floral bracts and flowers that do not open fully and have the tepals white and a pale yellow lip.",5cf95ba16705938c912265c091c750019f3bf180b37986ca9be516809fab49f3,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/bulbgyaloglossum.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Bulbophyllum gyaloglossum","Found in Papua New Guinea within primary forests at elevaions of 2400 to 2600 meters as a medium sized, cold growing epiphyte with a pendulous rhizome giving rise to non-flattened, ovoid to cylindrical, .6 to 1.6"" [1.5 to 4 cm] between each pseudobulb carrying a single, linear-ovate, acute leaf that blooms in the fall on a basal, peduncle .4 to .6"" [1 to 1.5 cm] long, with 2 braccts, 1.6 to 2"" [4 to 5 cm] long overall, rachis 1.12 to 1.4"" [2.8 to 3.5 cm] long, 5 to 6 flowered inflorescence with ovate, acute floral bracts and flowers that do not open fully and have the tepals white and a pale yellow lip.",746ed2a0f1fbf5d70345eb5306c7a647c89fbd8fc47d7bd6edc31882d543dd18
iospe-colour:b383dba3116ce13637d94023,Calanthe micrantha,flower_primary_color,green_brown_inconspicuous|white|yellow_orange,https://www.orchidspecies.com/calmicrantha.htm,IOSPE PHOTOS,Schlechter states that the small flowers are whitish-green with a nearly white [sometimes yellowish] lip.,26f94fb72c650f80e96dbedc0dbf6eb598d07a48b3c2caa6070309a5ff66ebfa,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/calmicrantha.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Calanthe micrantha",Schlechter states that the small flowers are whitish-green with a nearly white [sometimes yellowish] lip.,75358089899d3d4c4781a77c72df94496641cebb07ccd9c3c4c62c90627f09cc
iospe-colour:87f48a346379ea0c94e1a77d,Bulbophyllum lemnifolium,flower_primary_color,green_brown_inconspicuous|yellow_orange,https://www.orchidspecies.com/bulblemnifolium.htm,IOSPE PHOTOS,Schlechter states that the leaves are reminiscent of Lemna species and flowers are greenish yellow.,b8dcb5f710893c744f7fb55e5d045057ca754e248bcb401b8fb8d2041a6db7fa,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/bulblemnifolium.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Bulbophyllum lemnifolium",Schlechter states that the leaves are reminiscent of Lemna species and flowers are greenish yellow.,765e5a97ae71a759fb2324b216d48ca494b65bafb1bd32f6f9bc0caf5ad95938
iospe-colour:abec3fa91101214a44f68220,Dendrobium curvimentum,flower_primary_color,green_brown_inconspicuous,https://www.orchidspecies.com/dencurvimentum.htm,IOSPE PHOTOS,"Found in New Guinea in montane forests at elevvations of 2200 to 2850 meters as a small sized, cold growing epiphyte with erect, 5 nodes belowthe leaves, dries orange-yellow stems carrying 3, leathery, lanceolate, acute leaves taht blooms in the late spring on an erect, arising from near or at the apex of the stem, 2.8 to 3.5"" [7 to 8.5] long, to 15 flowered inflorescence carrying small, green, shiny flowers.",2280c4b06ffa936c8b19449153461ca9da45702832de8073b75962a7f70174c1,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/dencurvimentum.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Dendrobium curvimentum","Found in New Guinea in montane forests at elevvations of 2200 to 2850 meters as a small sized, cold growing epiphyte with erect, 5 nodes belowthe leaves, dries orange-yellow stems carrying 3, leathery, lanceolate, acute leaves taht blooms in the late spring on an erect, arising from near or at the apex of the stem, 2.8 to 3.5"" [7 to 8.5] long, to 15 flowered inflorescence carrying small, green, shiny flowers.",767b8783cb2c3409c66fd8ccc45f2cf087be515326dfde972819ee9bd9888ff7
iospe-colour:611da4ab41bd19464dc8cc91,Liparis goodyeroides,flower_primary_color,blue_purple|green_brown_inconspicuous|red_pink,https://www.orchidspecies.com/lipgoodyeroides.htm,IOSPE PHOTOS,"Found in Guinea, Liberia, Nigeria, Cameroon and the Gulf of Guinea islands in forests, gallery swamp forests and hillsides with rocky soils at elevations around 500 to 1000 meters as a warm growing lithophyte without pseudobulbs and a creeping, elongating, leafy in the apical part stems carrying 5 to 13, spirally arranged along the stem, broadly to ovate-lanceolate, acute, thin, delicate, spreading, petiolate base leaves that blooms mostly in the spring on an erect, terminal, 1.2 to 1.8"" [3 to 4.5 cm] long, rachis narrowly winged, rather dense, subcorymbose, 10 to 15 flowered inflorescence carrying small, green pink to green purple flowers often with a purple lip.",c704ad1d09ca2a643830480bea4c0cc0565794482b1467b5215e38214072ae39,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/lipgoodyeroides.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Liparis goodyeroides","Found in Guinea, Liberia, Nigeria, Cameroon and the Gulf of Guinea islands in forests, gallery swamp forests and hillsides with rocky soils at elevations around 500 to 1000 meters as a warm growing lithophyte without pseudobulbs and a creeping, elongating, leafy in the apical part stems carrying 5 to 13, spirally arranged along the stem, broadly to ovate-lanceolate, acute, thin, delicate, spreading, petiolate base leaves that blooms mostly in the spring on an erect, terminal, 1.2 to 1.8"" [3 to 4.5 cm] long, rachis narrowly winged, rather dense, subcorymbose, 10 to 15 flowered inflorescence carrying small, green pink to green purple flowers often with a purple lip.",76cf191ea8cb110967b321e6b0a092d8fb425d34e8174aff0b4dd23c5d997cb8
iospe-colour:0f9bf3e47a8ea32df53eb830,Cleisostoma pacificum,flower_primary_color,green_brown_inconspicuous|white|yellow_orange,https://www.orchidspecies.com/cleispacificum.htm,IOSPE PHOTOS,"Found in New Caledonia and Vanuatu at elevations around 350 meters as a miniature to small sized, hot growing epiphyte with an erect to pendent-arcuate, leafy stem enveloped by leaf bearing sheaths carrying distichous, spreading, coriaceous, linear, unequally roundly bilobed apically leaves that blooms on an axillary, paniculate to rarely unbranched, peduncle terete, [17 to 25 cm] long, branches 1 to 2.8"" [2.5 to 7 cm] long, many flowered inflorescence with triangular, spreading to reflexed floral bracts and carrying small flowers with whitish, pale green or yellow tepals and a white lip.",aca3025ea7e14e973428fe57404916e0efe9ecaf7e55d76f83a5bd771d18a4be,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/cleispacificum.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Cleisostoma pacificum","Found in New Caledonia and Vanuatu at elevations around 350 meters as a miniature to small sized, hot growing epiphyte with an erect to pendent-arcuate, leafy stem enveloped by leaf bearing sheaths carrying distichous, spreading, coriaceous, linear, unequally roundly bilobed apically leaves that blooms on an axillary, paniculate to rarely unbranched, peduncle terete, [17 to 25 cm] long, branches 1 to 2.8"" [2.5 to 7 cm] long, many flowered inflorescence with triangular, spreading to reflexed floral bracts and carrying small flowers with whitish, pale green or yellow tepals and a white lip.",77cbe820410ff744bee3b614dc88a63d97ed2b85ae73a8ace9635536df36f6eb
iospe-colour:0fd30bc23fae1ab1ff00c6c6,Bulbophyllum hermonii,flower_primary_color,blue_purple,https://www.orchidspecies.com/bulbhermonii.htm,IOSPE PHOTOS,"Found in Vanuatu at elevations around 700 to 1800 meters as a mini-miniature to miniature sized, warm to cool growing epiphyte with a creeping rhizome giving rise to close set, erect, ovoid to obliquely ovoid pseudobulbs carrying a single, apical, erect, coriaceous, linear to narrowly oblong-elliptic, obtuse, petiolate base leaf that blooms on a basal, .8 to 2.4"" [2 to 6 cm] long, single flowered inflorescence with obconical, obtuse floral bract and carrying whitish on the outside, tepals all purple to purple veined and an all purple lip",fd3806c2f7070048029ae5e831ccd7ccfb6b89876f29b8f81b68d0268af53bcd,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/bulbhermonii.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Bulbophyllum hermonii","Found in Vanuatu at elevations around 700 to 1800 meters as a mini-miniature to miniature sized, warm to cool growing epiphyte with a creeping rhizome giving rise to close set, erect, ovoid to obliquely ovoid pseudobulbs carrying a single, apical, erect, coriaceous, linear to narrowly oblong-elliptic, obtuse, petiolate base leaf that blooms on a basal, .8 to 2.4"" [2 to 6 cm] long, single flowered inflorescence with obconical, obtuse floral bract and carrying whitish on the outside, tepals all purple to purple veined and an all purple lip",7814066f35ba304930f8bce41cd5232185cf741d25bfcc0998f25e602fc7d6ab
iospe-colour:53bb89efc0b9f66c98d5c7f9,Appendicula fractiflexa,flower_primary_color,blue_purple|white,https://www.orchidspecies.com/appfractiflexa.htm,IOSPE PHOTOS,"Found in Sabah Borneo in lower montane and hill forests at elevations of 1200 to 1700 meters as a large sized, cool growing pendulous epiphyte with an erect then pendulous, much branched, slender, flexuous stem carrying many, narrowly oblong to narrowly obovate, unequally retuse, with a mucro in the sinus, basally clasping leaves that blooms in the winter and spring on a lateral, strongly fractiflex, peduncle .6 to 1.4"" [1.5 to 3.5 cm] long, with acicular sterile bracts, rachis usually 2, arising from several, imbricate, acicular bracts, each rachis [3 to 4 mm] long, fractiflex, successively single, few flowered inflorescence with triangular-ovate, acuminate, concave, shorter than the ovary floral bracts and carrying non-resupinate, pale lilac to purple flowers with a cream colored lip.",1c329f32c428bfc3f6d1aa91842bb39ae7214aa150b1c09588e56a9b92181d36,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/appfractiflexa.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Appendicula fractiflexa","Found in Sabah Borneo in lower montane and hill forests at elevations of 1200 to 1700 meters as a large sized, cool growing pendulous epiphyte with an erect then pendulous, much branched, slender, flexuous stem carrying many, narrowly oblong to narrowly obovate, unequally retuse, with a mucro in the sinus, basally clasping leaves that blooms in the winter and spring on a lateral, strongly fractiflex, peduncle .6 to 1.4"" [1.5 to 3.5 cm] long, with acicular sterile bracts, rachis usually 2, arising from several, imbricate, acicular bracts, each rachis [3 to 4 mm] long, fractiflex, successively single, few flowered inflorescence with triangular-ovate, acuminate, concave, shorter than the ovary floral bracts and carrying non-resupinate, pale lilac to purple flowers with a cream colored lip.",782cc83328123d6a87dbed59b54243d8dfde9b3426768f89fb677a65fc072da6
iospe-colour:07b82681fa3ab70fb330d01c,Peristylus novoebudarum,flower_primary_color,green_brown_inconspicuous|yellow_orange,https://www.orchidspecies.com/perinovoebudarum.htm,IOSPE PHOTOS,"Found in Fiji, New Caledonia, Tonga and Vanuatu at elevations of 160 to 600 meters as a medium sized, hot to warm growing terrestrial with narrow, ellipsoid-cylindrical tubers giving rise to an erect stem carrying in a terminal rosette, lanceolate, acute, petiolate base leaves that blooms in the summer on an erect, terminal, to 12"" [30 cm] long overall, rachis to 8"" [20 cm] long, 15 to 50 flowered inflorescence carrying greenish yellow to brownish yellow flowers.",21d16a783589247e0513c084d224b4f922d4b96ed6a557c66aec4112489432a9,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/perinovoebudarum.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Peristylus novoebudarum","Found in Fiji, New Caledonia, Tonga and Vanuatu at elevations of 160 to 600 meters as a medium sized, hot to warm growing terrestrial with narrow, ellipsoid-cylindrical tubers giving rise to an erect stem carrying in a terminal rosette, lanceolate, acute, petiolate base leaves that blooms in the summer on an erect, terminal, to 12"" [30 cm] long overall, rachis to 8"" [20 cm] long, 15 to 50 flowered inflorescence carrying greenish yellow to brownish yellow flowers.",78e92dcca9663616ccbd290498b29284418a9deba9f10d121b56d33f0a2e1f9b
iospe-colour:5912b311f3a0233f7e814b5e,Bulbophyllum renipetalum,flower_primary_color,red_pink|white,https://www.orchidspecies.com/bulbrenipetalum.htm,IOSPE PHOTOS,"Schlechter states that the flowers are pale pink, with a darker dorsal sepal, the petals are white amd the lip is a dark carmine-red with a white cented and white spots",403eff09b725cce0d13874aa1919e7afd8a0324f4620ba7c7b569312bbb6afe5,true,wild_or_unspecified_species_treatment,OpenAI Codex direct source-text final holdout review,2026-08-12T03:35:17Z,accepted_exact_species_heading_and_explicit_orchid_flower_colour_quote,url:https://www.orchidspecies.com/bulbrenipetalum.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Bulbophyllum renipetalum","Schlechter states that the flowers are pale pink, with a darker dorsal sepal, the petals are white amd the lip is a dark carmine-red with a white cented and white spots",79d1cb4d6bc9c384a51bb32b4f1c1236a6205f733fc17bd576848283d7babc8d
