accepted_species,genus,family,n_islands,n_records
Evolvulus simplex,Evolvulus,Convolvulaceae,9,23
Pandanus longecuspidatus,Pandanus,Pandanaceae,2,17
Lobelia philippinensis,Lobelia,Campanulaceae,4,11
Quercus pacifica,Quercus,Fagaceae,3,773
Persicaria breviochreata,Persicaria,Polygonaceae,9,204
Elaeodendron anjouanense,Elaeodendron,Celastraceae,3,17
Telopea speciosissima,Telopea,Proteaceae,2,6
Euphrasia difformis,Euphrasia,Orobanchaceae,8,34
Sageretia leprosa,Sageretia,Rhamnaceae,4,25
Aglaia smithii,Aglaia,Meliaceae,4,8
Glandora rosmarinifolia,Glandora,Boraginaceae,5,147
Sloanea garckeana,Sloanea,Elaeocarpaceae,2,2
Noronhia broomeana,Noronhia,Oleaceae,2,454
Diospyros britannoborneensis,Diospyros,Ebenaceae,2,19
Crassula ruamahanga,Crassula,Crassulaceae,4,66
Gentiana angustifolia,Gentiana,Gentianaceae,3,3
Buchanania sessifolia,Buchanania,Anacardiaceae,3,29
Ampelocissus polita,Ampelocissus,Vitaceae,3,98
Pigea caledonica,Pigea,Violaceae,5,141
Vatica nitens,Vatica,Dipterocarpaceae,2,80
Tabebuia obovata,Tabebuia,Bignoniaceae,2,28
Myristica crassa,Myristica,Myristicaceae,2,13
Crinum powellii,Crinum,Amaryllidaceae,5,16
Zehneria cunninghamii,Zehneria,Cucurbitaceae,3,10
Epilobium palustre x parviflorum,Epilobium,Onagraceae,5,31
Malpighia ophiticola,Malpighia,Malpighiaceae,2,3
Lampas elmeri,Lampas,Loranthaceae,2,14
Romulea revelierei,Romulea,Iridaceae,4,403
Ovidia pillo-pillo,Ovidia,Thymelaeaceae,2,20
Cylindropuntia bigelowii,Cylindropuntia,Cactaceae,3,6
Garcinia septogarcinia,Garcinia,Clusiaceae,2,5
Limonium dictyophorum,Limonium,Plumbaginaceae,2,6
Vriesea rubroviridis,Vriesea,Bromeliaceae,2,11
Bredemeyera laurifolia,Bredemeyera,Polygalaceae,2,4
Aloe subacutissima,Aloe,Asphodelaceae,1,37
Commiphora ankaranensis,Commiphora,Burseraceae,1,136
Centranthus trinervis,Centranthus,Caprifoliaceae,3,94
Impatiens verrucifera,Impatiens,Balsaminaceae,1,7
Luzula densiflora,Luzula,Juncaceae,5,253
Pterophylla decora,Pterophylla,Cunoniaceae,1,83
Asimitellaria furusei,Asimitellaria,Saxifragaceae,3,365
Aristolochia glandulosa,Aristolochia,Aristolochiaceae,1,22
Commelina littoralis,Commelina,Commelinaceae,2,6
Psorospermum chionanthifolium,Psorospermum,Hypericaceae,1,164
Buddleja lewisiana,Buddleja,Scrophulariaceae,2,4
Terminalia mantaliopsis,Terminalia,Combretaceae,1,54
Saurauia hirsuta,Saurauia,Actinidiaceae,1,3
Argemone subintegrifolia,Argemone,Papaveraceae,2,18
Geranium vlassovianum,Geranium,Geraniaceae,2,5
Mammea griseo-flavescens,Mammea,Calophyllaceae,1,16
Ilex confertiflora,Ilex,Aquifoliaceae,1,6
Eurya kanehirai,Eurya,Pentaphylacaceae,1,6
Cyclea kinabaluensis,Cyclea,Menispermaceae,1,10
Hibbertia emarginata,Hibbertia,Dilleniaceae,1,30
Tacca soalala,Tacca,Dioscoreaceae,1,9
Passiflora ekmanii,Passiflora,Passifloraceae,1,13
Lantana leonardiorum,Lantana,Verbenaceae,1,8
Geniostoma erythrospermum,Geniostoma,Loganiaceae,1,34
Tricyrtis ohsumiensis,Tricyrtis,Liliaceae,1,49
Pittosporum ledermannii,Pittosporum,Pittosporaceae,1,44
Paepalanthus ramosus,Paepalanthus,Eriocaulaceae,1,4
Potamogeton pygmaeus,Potamogeton,Potamogetonaceae,2,4
Tambourissa lowryi,Tambourissa,Monimiaceae,1,4
Minsterocarpum alatum,Minsterocarpum,Lythraceae,1,3
Goeppertia eichleri,Goeppertia,Marantaceae,1,2
Symplocos unicarpa,Symplocos,Symplocaceae,1,4
Korthalsella taeniodes,Korthalsella,Viscaceae,1,2
Heliotropium leavenworthii,Heliotropium,Heliotropiaceae,1,2
Pisonia jamaicensis,Pisonia,Nyctaginaceae,1,2
Thylachium africanum,Thilachium,Capparaceae,1,3
Cordia gerascanthoides,Cordia,Cordiaceae,1,1
Magnolia isbergiana,Magnolia,Magnoliaceae,1,3
Lechenaultia formosa,Lechenaultia,Goodeniaceae,1,1
Smilax oxyphylla,Smilax,Smilacaceae,1,1
Nepenthes glandulifera,Nepenthes,Nepenthaceae,1,1
Alnus fernandi-coburgii,Alnus,Betulaceae,1,1
Utricularia brennanii,Utricularia,Lentibulariaceae,1,1
Parinari anamensis,Parinari,Chrysobalanaceae,1,1
Helianthemum rotundifolium,Helianthemum,Cistaceae,1,1
Gordonia cymatoneura,Gordonia,Theaceae,1,1
Cephalanthera damasonium,Cephalanthera,Orchidaceae,21,6704
Pulicaria dysenterica,Pulicaria,Asteraceae,100,100107
Crucianella maritima,Crucianella,Rubiaceae,21,464
Chamaecrista nomame,Chamaecrista,Fabaceae,76,926
Lolium temulentum,Lolium,Poaceae,112,1919
Carex pluriflora,Carex,Cyperaceae,62,287
Eucalyptus saligna,Eucalyptus,Myrtaceae,11,120
Adelia ricinella,Adelia,Euphorbiaceae,19,282
Pyrus spinosa,Pyrus,Rosaceae,54,1393
Vincetoxicum ascyrifolium,Vincetoxicum,Apocynaceae,12,112
Origanum majorana,Origanum,Lamiaceae,36,399
Medinilla halogeton,Medinilla,Melastomataceae,5,32
Pavonia paludicola,Pavonia,Malvaceae,17,95
Styphelia cymbulae,Styphelia,Ericaceae,11,826
Geonoma interrupta,Geonoma,Arecaceae,6,21
Ruellia geminiflora,Ruellia,Acanthaceae,5,32
Cryptocarya cagayanensis,Cryptocarya,Lauraceae,6,32
Maesa nemoralis,Maesa,Primulaceae,7,14
Microchirita viola,Microchirita,Gesneriaceae,3,3
Wielandia elegans,Wielandia,Phyllanthaceae,6,527
Anthurium obtusum,Anthurium,Araceae,6,10
Ranunculus monophyllus,Ranunculus,Ranunculaceae,15,51
Popowia schefferiana,Popowia,Annonaceae,4,14
Noccaea brachypetala,Noccaea,Brassicaceae,28,173
Acer obtusatum,Acer,Sapindaceae,6,162
Bosistoa medicinalis,Bosistoa,Rutaceae,5,10
Stellaria radians,Stellaria,Caryophyllaceae,23,368
Angelica anomala,Angelica,Apiaceae,15,712
Urera acuminata,Urera,Urticaceae,5,62
Populus laurifolia,Populus,Salicaceae,8,59
Ficus insipida,Ficus,Moraceae,11,75
Peperomia hypoleuca,Peperomia,Piperaceae,3,79
Plantago raoulii,Plantago,Plantaginaceae,12,453
Astropanax myrianthus,Astropanax,Araliaceae,4,108
Scopolia carniolica,Scopolia,Solanaceae,10,25
Etlingera brevilabrum,Etlingera,Zingiberaceae,2,137
Asparagus maritimus,Asparagus,Asparagaceae,10,34
Palaquium maliliense,Palaquium,Sapotaceae,3,21
Begonia bosseri,Begonia,Begoniaceae,1,40
Chenopodium preissii,Chenopodium,Amaranthaceae,16,199
Erycibe micrantha,Erycibe,Convolvulaceae,9,20
Benstonea parva,Benstonea,Pandanaceae,2,12
Lobelia laxiflora,Lobelia,Campanulaceae,4,9
Quercus pachyloma,Quercus,Fagaceae,3,336
Rumex rugosus,Rumex,Polygonaceae,9,188
Gymnosporia arbutifolia,Gymnosporia,Celastraceae,3,16
Grevillea hookeriana,Grevillea,Proteaceae,2,5
Pedicularis pallasii,Pedicularis,Orobanchaceae,8,15
Rhamnus ussuriensis,Rhamnus,Rhamnaceae,4,6
Chisocheton rex,Chisocheton,Meliaceae,4,5
Plagiobothrys canescens,Plagiobothrys,Boraginaceae,5,143
Vallea stipularis,Vallea,Elaeocarpaceae,2,2
Noronhia linocerioides,Noronhia,Oleaceae,2,324
Diospyros calophylla,Diospyros,Ebenaceae,2,19
Hylotelephium viride,Hylotelephium,Crassulaceae,4,58
Gentiana flavomaculata,Gentiana,Gentianaceae,2,802
Lannea welwitschii,Lannea,Anacardiaceae,3,21
Ampelocissus rubiginosa,Ampelocissus,Vitaceae,3,29
Viola yezoensis,Viola,Violaceae,4,562
Shorea kunstleri,Shorea,Dipterocarpaceae,2,79
Colea nana,Colea,Bignoniaceae,2,25
Iryanthera juruensis,Iryanthera,Myristicaceae,2,11
Allium ionicum,Allium,Amaryllidaceae,5,15
Trichosanthes ishigakiensis,Trichosanthes,Cucurbitaceae,3,9
Fuchsia standishii,Fuchsia,Onagraceae,5,31
Stigmaphyllon affine,Stigmaphyllon,Malpighiaceae,2,3
Scurrula montana,Scurrula,Loranthaceae,2,13
Libertia grandiflora,Libertia,Iridaceae,4,382
Enkleia paniculata,Enkleia,Thymelaeaceae,2,10
Opuntia dejecta,Opuntia,Cactaceae,3,5
Garcinia indica,Garcinia,Clusiaceae,2,3
Limonium oligotrichum,Limonium,Plumbaginaceae,2,5
Wittmackia abbreviata,Wittmackia,Bromeliaceae,2,10
Carpolobia goetzei,Carpolobia,Polygalaceae,2,4
Aloe helenae,Aloe,Asphodelaceae,1,36
Canarium planifolium,Canarium,Burseraceae,1,128
Valeriana hardwickei,Valeriana,Caprifoliaceae,3,70
Impatiens macrophylla,Impatiens,Balsaminaceae,1,6
Luzula nivea,Luzula,Juncaceae,5,152
Ackama rufa,Ackama,Cunoniaceae,1,64
Asimitellaria stylosa,Asimitellaria,Saxifragaceae,3,214
Asarum ikegamii,Asarum,Aristolochiaceae,1,22
Dichorisandra amabilis,Dichorisandra,Commelinaceae,2,3
Hypericum formosanum,Hypericum,Hypericaceae,1,142
Verbascum peraffine,Verbascum,Scrophulariaceae,2,3
Combretum humbertii,Combretum,Combretaceae,1,52
Saurauia sampad,Saurauia,Actinidiaceae,1,3
Papaver tolmatschevianum,Papaver,Papaveraceae,2,15
Geranium hayatanum,Geranium,Geraniaceae,1,576
Calophyllum caudatum,Calophyllum,Calophyllaceae,1,9
Ilex cookii,Ilex,Aquifoliaceae,1,6
Ternstroemia hosei,Ternstroemia,Pentaphylacaceae,1,4
Jateorhiza macrantha,Jateorhiza,Menispermaceae,1,10
Hibbertia tontoutensis,Hibbertia,Dilleniaceae,1,26
Dioscorea raziae,Dioscorea,Dioscoreaceae,1,5
Passiflora megacoriacea,Passiflora,Passifloraceae,1,13
Citharexylum microphyllum,Citharexylum,Verbenaceae,1,7
Geniostoma rarotongense,Geniostoma,Loganiaceae,1,14
Tricyrtis ishiiana,Tricyrtis,Liliaceae,1,43
Pittosporum kauaiense,Pittosporum,Pittosporaceae,1,26
Eriocaulon fenshamii,Eriocaulon,Eriocaulaceae,1,3
Potamogeton manchuriensis,Potamogeton,Potamogetonaceae,2,3
Tambourissa peltata,Tambourissa,Monimiaceae,1,3
Ammannia arnhemica,Ammannia,Lythraceae,1,2
Goeppertia luciani,Goeppertia,Marantaceae,1,2
Symplocos borneensis,Symplocos,Symplocaceae,1,3
Phoradendron dichotomum,Phoradendron,Viscaceae,1,2
Euploca moorei,Euploca,Heliotropiaceae,1,1
Abronia villosa,Abronia,Nyctaginaceae,1,1
Calanthea stenosepala,Calanthea,Capparaceae,1,1
Cordia lucidula,Cordia,Cordiaceae,1,1
Magnolia longipes,Magnolia,Magnoliaceae,1,3
Leschenaultia biloba,Leschenaultia,Goodeniaceae,1,1
Smilax paniculata,Smilax,Smilacaceae,1,1
Nepenthes gracillima,Nepenthes,Nepenthaceae,1,1
Betula macrophylla,Betula,Betulaceae,1,1
Utricularia fistulosa,Utricularia,Lentibulariaceae,1,1
Parinari brasiliensis,Parinari,Chrysobalanaceae,1,1
Orchis purpurea,Orchis,Orchidaceae,21,1498
Ageratum houstonianum,Ageratum,Asteraceae,100,7377
Lasianthus cyanocarpus,Lasianthus,Rubiaceae,21,265
Vicia lutea,Vicia,Fabaceae,75,2400
Eragrostis cilianensis,Eragrostis,Poaceae,111,890
Carex leucochlora,Carex,Cyperaceae,61,4372
Tepualia stipularis,Tepualia,Myrtaceae,11,120
Croton oblongus,Croton,Euphorbiaceae,19,262
Prunus mahaleb,Prunus,Rosaceae,54,642
Ochrosia ackeringae,Ochrosia,Apocynaceae,12,48
Volkameria aculeata,Volkameria,Lamiaceae,36,260
Bellucia grossularioides,Bellucia,Melastomataceae,5,30
Wissadula periplocifolia,Wissadula,Malvaceae,17,77
Acrothamnus suaveolens,Acrothamnus,Ericaceae,11,697
Attalea maripa,Attalea,Arecaceae,6,19
Ruellia patula,Ruellia,Acanthaceae,5,29
Aniba citrifolia,Aniba,Lauraceae,6,31
Lysimachia ovalis,Lysimachia,Primulaceae,7,13
Gesneria cuneifolia,Gesneria,Gesneriaceae,2,144
Glochidion billardierei,Glochidion,Phyllanthaceae,6,305
Dieffenbachia bowmanii,Dieffenbachia,Araceae,6,10
Helleborus viridis,Helleborus,Ranunculaceae,14,6211
Unona sumatrana,Unona,Annonaceae,4,14
Draba grandis,Draba,Brassicaceae,28,74
Lepidocupania arcuata,Lepidocupania,Sapindaceae,6,114
Citrus amblycarpa,Citrus,Rutaceae,5,10
Stellaria cupaniana,Stellaria,Caryophyllaceae,23,188
Spuriopimpinella brachycarpa,Spuriopimpinella,Apiaceae,15,705
Laportea decumana,Laportea,Urticaceae,5,61
Ryania speciosa,Ryania,Salicaceae,8,48
Ficus nota,Ficus,Moraceae,11,74
Peperomia retusa,Peperomia,Piperaceae,3,61
Plantago serraria,Plantago,Plantaginaceae,12,255
Astrotricha longifolia,Astrotricha,Araliaceae,4,83
Solanum pseudogracile,Solanum,Solanaceae,10,24
Globba tricolor,Globba,Zingiberaceae,2,89
Ornithogalum thyrsoides,Ornithogalum,Asparagaceae,10,25
Palaquium morobense,Palaquium,Sapotaceae,3,21
Begonia harauensis,Begonia,Begoniaceae,1,39
Dysphania anthelmintica,Dysphania,Amaranthaceae,16,185
Polymeria calycina,Polymeria,Convolvulaceae,9,18
Pandanus candelabrum,Pandanus,Pandanaceae,2,8
Legousia snogerupii,Legousia,Campanulaceae,4,7
Quercus macdonaldii,Quercus,Fagaceae,3,276
Rumex neglectus,Rumex,Polygonaceae,9,125
Gymnosporia parviflora,Gymnosporia,Celastraceae,3,16
Grevillea leucopteris,Grevillea,Proteaceae,2,5
Orobanche variegata,Orobanche,Orobanchaceae,7,124
Reynosia latifolia,Reynosia,Rhamnaceae,4,5
Turraea thouarsiana,Turraea,Meliaceae,3,470
Cynoglossum javanicum,Cynoglossum,Boraginaceae,5,113
Tetratheca halmaturina,Tetratheca,Elaeocarpaceae,1,580
Noronhia obtusifolia,Noronhia,Oleaceae,2,220
Diospyros natalensis,Diospyros,Ebenaceae,2,19
Crassula kirkii,Crassula,Crassulaceae,4,42
Anthocleista madagascariensis,Anthocleista,Gentianaceae,2,732
Harpephyllum caffrum,Harpephyllum,Anacardiaceae,3,17
Cissus conchigera,Cissus,Vitaceae,3,28
Rinorea squamosa,Rinorea,Violaceae,4,261
Shorea brunnescens,Shorea,Dipterocarpaceae,2,69
Handroanthus guayacan,Handroanthus,Bignoniaceae,2,24
Knema malayana,Knema,Myristicaceae,2,10
Zephyranthes minuta,Zephyranthes,Amaryllidaceae,5,15
Psiguria umbrosa,Psiguria,Cucurbitaceae,3,7
Epilobium matthewsii,Epilobium,Onagraceae,4,72
Stigmaphyllon finlayanum,Stigmaphyllon,Malpighiaceae,2,3
Dendrophthoe trichanthera,Dendrophthoe,Loranthaceae,2,12
Crocus cambessedesii,Crocus,Iridaceae,4,319
Peddiea fischeri,Peddiea,Thymelaeaceae,2,10
Selenicereus vagans,Selenicereus,Cactaceae,3,5
Garcinia pictoria,Garcinia,Clusiaceae,2,3
Limonium spreitzenhoferi,Limonium,Plumbaginaceae,2,5
Guzmania dussii,Guzmania,Bromeliaceae,2,8
Polygala kimberleyensis,Polygala,Polygalaceae,2,4
Tricoryne tenella,Tricoryne,Asphodelaceae,1,34
Commiphora lasiodisca,Commiphora,Burseraceae,1,121
Lonicera subspicata,Lonicera,Caprifoliaceae,3,46
Impatiens nusbaumeri,Impatiens,Balsaminaceae,1,6
Luzula hawaiiensis,Luzula,Juncaceae,5,125
Pterophylla bradfordii,Pterophylla,Cunoniaceae,1,64
Asimitellaria japonica,Asimitellaria,Saxifragaceae,3,139
Thottea penitilobata,Thottea,Aristolochiaceae,1,22
Murdannia crocea,Murdannia,Commelinaceae,2,3
Psorospermum fanerana,Psorospermum,Hypericaceae,1,131
Anticharis senegalensis,Anticharis,Scrophulariaceae,2,2
Terminalia leandriana,Terminalia,Combretaceae,1,51
Saurauia speciosa,Saurauia,Actinidiaceae,1,3
Papaver fauriei,Papaver,Papaveraceae,2,13
Geranium suzukii,Geranium,Geraniaceae,1,94
Caraipa richardiana,Caraipa,Calophyllaceae,1,9
Ilex dolichopoda,Ilex,Aquifoliaceae,1,6
Adinandra anisobasis,Adinandra,Pentaphylacaceae,1,3
Perichasma laetificata,Perichasma,Menispermaceae,1,10
Dillenia auriculata,Dillenia,Dilleniaceae,1,21
Dioscorea hondurensis,Dioscorea,Dioscoreaceae,1,4
Adenia antongilliana,Adenia,Passifloraceae,1,12
Lantana alainii,Lantana,Verbenaceae,1,6
Gardneria angustifolia,Gardneria,Loganiaceae,1,11
Tricyrtis perfoliata,Tricyrtis,Liliaceae,1,43
Pittosporum lanipetalum,Pittosporum,Pittosporaceae,1,24
Eriocaulon taishanense,Eriocaulon,Eriocaulaceae,1,3
Stuckenia bottnica,Stuckenia,Potamogetonaceae,2,3
Wilkiea foremanii,Wilkiea,Monimiaceae,1,3
Ammannia gracilis,Ammannia,Lythraceae,1,2
Calathea carioca,Calathea,Marantaceae,1,1
Symplocos coronata,Symplocos,Symplocaceae,1,3
Phoradendron pteroneuron,Phoradendron,Viscaceae,1,2
Euploca nashii,Euploca,Heliotropiaceae,1,1
Acleisanthes crassifolia,Acleisanthes,Nyctaginaceae,1,1
Capparis diffusa,Capparis,Capparaceae,1,1
Cordia millenii,Cordia,Cordiaceae,1,1
Liriodendropsis spectabilis,Liriodendropsis,Magnoliaceae,1,2
Leschenaultia linioides,Leschenaultia,Goodeniaceae,1,1
Smilax papuana,Smilax,Smilacaceae,1,1
Nepenthes harauensis,Nepenthes,Nepenthaceae,1,1
Carpinus betuloides,Carpinus,Betulaceae,1,1
Utricularia fulva,Utricularia,Lentibulariaceae,1,1
Parinari montana,Parinari,Chrysobalanaceae,1,1
Pterostylis pedunculata,Pterostylis,Orchidaceae,21,1179
Carlina corymbosa,Carlina,Asteraceae,100,4928
Psydrax dicoccos,Psydrax,Rubiaceae,21,130
Crotalaria verrucosa,Crotalaria,Fabaceae,75,461
Catapodium marinum,Catapodium,Poaceae,109,7947
Rhynchospora rubra,Rhynchospora,Cyperaceae,61,365
Melaleuca saligna,Melaleuca,Myrtaceae,11,116
Croton glabellus,Croton,Euphorbiaceae,19,168
Prunus leveilleana,Prunus,Rosaceae,53,2980
Acokanthera oblongifolia,Acokanthera,Apocynaceae,12,41
Callicarpa candicans,Callicarpa,Lamiaceae,35,165
Diplectria stipularis,Diplectria,Melastomataceae,5,30
Abutilon permolle,Abutilon,Malvaceae,17,42
Pterospora andromedea,Pterospora,Ericaceae,11,148
Ptychosperma salomonense,Ptychosperma,Arecaceae,6,17
Blepharis maderaspatensis,Blepharis,Acanthaceae,5,18
Beilschmiedia obtusifolia,Beilschmiedia,Lauraceae,6,24
Cyclamen balearicum,Cyclamen,Primulaceae,6,726
Cyrtandra longifolia,Cyrtandra,Gesneriaceae,2,112
Baccaurea bracteata,Baccaurea,Phyllanthaceae,6,275
Rhaphidophora hayi,Rhaphidophora,Araceae,6,9
Thalictrum tuberiferum,Thalictrum,Ranunculaceae,14,996
Uvaria griffithii,Uvaria,Annonaceae,4,14
Sisymbrium loeselii,Sisymbrium,Brassicaceae,27,1448
Acer davidii,Acer,Sapindaceae,6,103
Leionema nudum,Leionema,Rutaceae,4,499
Gypsophila oldhamiana,Gypsophila,Caryophyllaceae,23,114
Aegopodium alpestre,Aegopodium,Apiaceae,15,426
Cypholophus lutescens,Cypholophus,Urticaceae,5,48
Scolopia chinensis,Scolopia,Salicaceae,8,47
Ficus ulmifolia,Ficus,Moraceae,11,60
Peperomia eekana,Peperomia,Piperaceae,3,49
Linaria dalmatica,Linaria,Plantaginaceae,12,228
Polyscias sechellarum,Polyscias,Araliaceae,4,65
Petunia axillaris,Petunia,Solanaceae,10,14
Plagiostachys strobilifera,Plagiostachys,Zingiberaceae,2,76
Polygonatum inflatum,Polygonatum,Asparagaceae,10,25
Palaquium sumatranum,Palaquium,Sapotaceae,3,21
Begonia fulvovillosa,Begonia,Begoniaceae,1,37
Ptilotus villosiflorus,Ptilotus,Amaranthaceae,16,110
Ipomoea campanulata,Ipomoea,Convolvulaceae,9,14
Pandanus concavus,Pandanus,Pandanaceae,2,8
Adenophora liliifolia,Adenophora,Campanulaceae,4,6
Quercus heterophylla,Quercus,Fagaceae,3,138
Eriogonum inflatum,Eriogonum,Polygonaceae,9,71
Cheiloclinium cognatum,Cheiloclinium,Celastraceae,3,13
Grevillea linearifolia,Grevillea,Proteaceae,2,5
Pedicularis adunca,Pedicularis,Orobanchaceae,7,31
Rhamnus koraiensis,Rhamnus,Rhamnaceae,4,4
Prasoxylon hongkongense,Prasoxylon,Meliaceae,3,174
Alkanna corcyrensis,Alkanna,Boraginaceae,5,110
Sloanea rhodantha,Sloanea,Elaeocarpaceae,1,578
Noronhia pervilleana,Noronhia,Oleaceae,2,192
Diospyros balansae,Diospyros,Ebenaceae,2,18
Umbilicus heylandianus,Umbilicus,Crassulaceae,4,41
Gentiana makinoi,Gentiana,Gentianaceae,2,459
Pistacia falcata,Pistacia,Anacardiaceae,3,16
Vitis balansana,Vitis,Vitaceae,3,23
Viola lyallii,Viola,Violaceae,4,259
Shorea obscura,Shorea,Dipterocarpaceae,2,68
Colea membranacea,Colea,Bignoniaceae,2,23
Myristica nana,Myristica,Myristicaceae,2,10
Allium moschatum,Allium,Amaryllidaceae,5,11
Luffa operculata,Luffa,Cucurbitaceae,3,6
Epilobium sericeum,Epilobium,Onagraceae,4,55
Stigmaphyllon lalandianum,Stigmaphyllon,Malpighiaceae,2,3
Oncella ambigua,Oncella,Loranthaceae,2,11
Iris pseudopumila,Iris,Iridaceae,4,138
Gonystylus acuminatus,Gonystylus,Thymelaeaceae,2,9
Cereus lepidotus,Cereus,Cactaceae,3,4
Garcinia pullei,Garcinia,Clusiaceae,2,3
Limonium heterospicatum,Limonium,Plumbaginaceae,2,4
Tillandsia excelsa,Tillandsia,Bromeliaceae,2,8
Securidaca divaricata,Securidaca,Polygalaceae,2,4
Aloe viguieri,Aloe,Asphodelaceae,1,33
Commiphora pterocarpa,Commiphora,Burseraceae,1,114
Lonicera cerasina,Lonicera,Caprifoliaceae,3,35
Impatiens perezii,Impatiens,Balsaminaceae,1,6
Juncus imbricatus,Juncus,Juncaceae,5,57
Ackama papuana,Ackama,Cunoniaceae,1,63
Asimitellaria yoshinagae,Asimitellaria,Saxifragaceae,3,27
Aristolochia erecta,Aristolochia,Aristolochiaceae,1,21
Murdannia pauciflora,Murdannia,Commelinaceae,2,3
Psorospermum revolutum,Psorospermum,Hypericaceae,1,115
Buddleja nivea,Buddleja,Scrophulariaceae,2,2
Terminalia cyanocarpa,Terminalia,Combretaceae,1,45
Saurauia strigosa,Saurauia,Actinidiaceae,1,3
Corydalis magadanica,Corydalis,Papaveraceae,2,12
Geranium dalmaticum,Geranium,Geraniaceae,1,73
Mammea papyracea,Mammea,Calophyllaceae,1,9
Ilex subficoidea,Ilex,Aquifoliaceae,1,6
Adinandra lasiopetala,Adinandra,Pentaphylacaceae,1,3
Stephania psilophylla,Stephania,Menispermaceae,1,10
Hibbertia comptonii,Hibbertia,Dilleniaceae,1,21
Dioscorea minutiflora,Dioscorea,Dioscoreaceae,1,4
Paropsia varecifomis,Paropsia,Passifloraceae,1,12
Lantana leonardorum,Lantana,Verbenaceae,1,6
Geniostoma degeneri,Geniostoma,Loganiaceae,1,11
Tricyrtis suzukii,Tricyrtis,Liliaceae,1,36
Pittosporum gatopense,Pittosporum,Pittosporaceae,1,23
Paepalanthus itremensis,Paepalanthus,Eriocaulaceae,1,3
Stuckenia fennica,Stuckenia,Potamogetonaceae,2,3
Hortonia ovalifolia,Hortonia,Monimiaceae,1,2
Ammannia quadriciliata,Ammannia,Lythraceae,1,2
Calathea robinae,Calathea,Marantaceae,1,1
Symplocos iliaspaiensis,Symplocos,Symplocaceae,1,3
Phoradendron woodsonii,Phoradendron,Viscaceae,1,2
Euploca pedicellaris,Euploca,Heliotropiaceae,1,1
Andradea floribunda,Andradea,Nyctaginaceae,1,1
Capparis erythrocarpos,Capparis,Capparaceae,1,1
Cordia parvifolia,Cordia,Cordiaceae,1,1
Leguminosites marcouanus,Liriodendron,Magnoliaceae,1,1
Scaevola browniana,Scaevola,Goodeniaceae,1,1
Smilax pulverulenta,Smilax,Smilacaceae,1,1
Nepenthes hurrelliana,Nepenthes,Nepenthaceae,1,1
Corylus californica,Corylus,Betulaceae,1,1
Utricularia reflexa,Utricularia,Lentibulariaceae,1,1
Cyrtostylis reniformis,Cyrtostylis,Orchidaceae,21,559
Solidago gigantea,Solidago,Asteraceae,98,16661
Galium tinctorium,Galium,Rubiaceae,21,63
Medicago falcata,Medicago,Fabaceae,74,5224
Oplismenus undulatifolius,Oplismenus,Poaceae,109,3298
Fuirena ciliaris,Fuirena,Cyperaceae,61,308
Verticordia verticillata,Verticordia,Myrtaceae,11,62
Euphorbia epithymoides,Euphorbia,Euphorbiaceae,19,100
