accepted_species,axis,trait_name,normalized_value,quality,source_group,provider,source_url,candidate_id,source_citation,exact_supporting_quote,evidence_scope,name_match_method,source_lineage,lineage_method,source_run_id,source_artifact,source_file,acceptance_contract,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason
Melasphaerula graminea,floral_structural_complexity,floral_form,bilabiate,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0000785245:10C9ECED-5621-4409-961B-743273B2952B:floral_form:7d63d1f023fd,"Goldblatt, P; Manning, JC. 2013. Iridaceae. In: DA Snijman (ed.), Plants of the Greater Cape Floristic Region 2: The Extra Cape flora, Strelitzia 30: 94-124. South African National Biodiversity Institute, Pretoria. [CC BY]","Flowers in lax, wiry spikes, small, bilabiate, cream to pale yellow, lower tepals streaked with red-brown in midline, sour-smelling, perianth tube short.",species_direct,accepted_name_exact_wfo_species_record,citation:7d31ebfeb0cccc7d9a01f1c90c2197ce,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Ocimum gratissimum,floral_structural_complexity,floral_form,funnel_trumpet,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0000253342:85C4F474-2869-4D04-91C0-AA7C5AE7698B:floral_form:8d905e16dd04,"Paton, AJ. 2013. 129. Lamiaceae (Part 2): 15. Ocimum L., Fl. Zambes. 8(8): 109-135. Royal Botanic Gardens, Kew, London. [CC BY]","Corolla green or dull white or pale yellow, 3-4 mm long; tube straight, funnel-shaped, scarcely exceeding calyx tube.",species_direct,accepted_name_exact_wfo_species_record,citation:e8bf66a2a69c04790195bf733a35b3d1,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Plectranthus fruticosus,floral_structural_complexity,floral_form,spurred,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0000275435:F10B6D3E-D747-4C01-A1F1-30E9D8813AC7:floral_form:6363f89aeaf8,"Codd, LEW. 1985. Lamiaceae: 23. Plectranthus. In: OA Leistner (ed.), Fl. S. Africa 28(4): 137-172. Botanical Research Institute, Department of Agriculture and Water Supply, Pretoria. [http://www.biodiversitylibrary.org/item/209555#page/9/mode/1up] [CC BY]","Corolla bluish mauve, rarely pink or pale blue, speckled with purple on the upper lip, 5-13 mm long; tube deflexed, saccate to distinctly spurred at the base, narrowing slightly towards the throat; upper lip 2.5-6 mm long; lower lip boat-shaped, 2-5 mm long, later deflexed.",species_direct,accepted_name_exact_wfo_species_record,citation:5891c226757c50fbebf4c1db760ef22a,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Pontederia crassipes,floral_structural_complexity,floral_form,funnel_trumpet,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0000501039:3986C618-3FFB-46E0-80FD-F0293FC43667:floral_form:9d8e871e9a2e,"Nonyane, FM; Bredenkamp, CL. 2019. Pontederiaceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(3): 2104-2105. South African National Biodiversity Institute, Pretoria. [CC BY]","Perianth blue or mauve, funnel-shaped; tube curved; lobes 6, subequal.",species_direct,accepted_name_exact_wfo_species_record,citation:95e659e1b103222b5b244ba80bf7c25c,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Solanum litoraneum,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0001029106:17F90676-CB03-4F0E-B460-35BD3CCB2640:floral_form:3c6847e8ab30,"Gonçalves, AE. 2005. 119. Solanaceae, Fl. Zambes. 8(4): 1-124. Royal Botanic Gardens, Kew, London. [CC BY]","Corolla whitish or mauve, widely campanulate-stelliform; limb 8-15 mm across; lobes 4-6 x 2-3.5 mm, ± ovate to narrowly triangular or oblong-elliptic, acute or acuminate, occasionally obtuse, ± densely hairy outside except for the interpetaline areas, glabrous or with few stellate hairs along the midrib inside, ± erect or spreading.",species_direct,accepted_name_exact_wfo_species_record,citation:378b0c06b5a457431bfd9bec7356f50e,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Strychnos usambarensis,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0001074071:D5D7CC1D-A77C-48FD-80D1-47100A02A5BD:floral_form:9043fd24acff,"Bredenkamp, CL; Madlokazi, N. 2019. Strychnaceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(2): 1556-1557. South African National Biodiversity Institute, Pretoria. [CC BY]","Corolla 4-lobed, yellow-white, inner surface puberulent, outer surface minutely glabrous; tube short, campanulate.",species_direct,accepted_name_exact_wfo_species_record,citation:1f47884baa4fb71cef856a3677e96c7f,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Tritonia crocata,floral_structural_complexity,floral_form,funnel_trumpet|open_radial,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0000786884:F2917084-5FC0-4BF9-91EE-BAD7C924C2DB:floral_form:8a1fe854d5ec,"Bredenkamp, CL; Magwaza, ZL. 2019. Iridaceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(3): 1821-1882. South African National Biodiversity Institute, Pretoria. [CC BY]","Inflorescence an inclined secund spike; flowers orange to pinkish red, ± actinomorphic, rotate; perianth tube 10-15 mm long, funnel-shaped, with no prominent veins; tepals 20-25 mm long, subspathulate, with ± transparent margins.",species_direct,accepted_name_exact_wfo_species_record,citation:53b8cebcba1268a16cd4e8f04ed1e179,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Tritonia securigera,floral_structural_complexity,floral_form,bilabiate,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0000787014:620DEFBC-4249-464F-B68F-B52913CBAAF0:floral_form:119b643ba5e1,"Manning, JC; Goldblatt, P. 2012. Iridaceae. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 119-176. South African National Biodiversity Institute, Pretoria. [CC BY]","Flowers bilabiate, scarlet-orange, occasionally yellow, lower tepals each with a large, tooth-like yellow callus.",species_direct,accepted_name_exact_wfo_species_record,citation:3a49cb9b08ad14cbe8e4b7c4a7d7dfee,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Vangueria infausta,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0000331237:E198E3F1-BD49-48DF-A982-21B43113624E:floral_form:a43e126981e4,"Bredenkamp, CL; Madlokazi, N. 2019. Rubiaceae: Vangueria Comm. ex Juss. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(2): 1428-1428. South African National Biodiversity Institute, Pretoria. [CC BY]","Corolla greenish yellow, hairy, 5-lobed; tube campanulate; lobes narrowly triangular, reflexed; villous in throat.",species_direct,accepted_name_exact_wfo_species_record,citation:32258e889fb6c40e2319d24c5120d4bd,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Wahlenbergia androsacea,floral_structural_complexity,floral_form,funnel_trumpet,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0000819703:4A3042D1-EC1C-4F26-946B-9E92F84DE4F2:floral_form:6abe182f205a,"Snijman, DA; Cupido, CN. 2013. Campanulaceae. In: DA Snijman (ed.), Plants of the Greater Cape Floristic Region 2: The Extra Cape flora, Strelitzia 30: 342-345. South African National Biodiversity Institute, Pretoria. [CC BY]","Flowers on 2-forked peduncles, long-pedicellate, calyx lobes triangular, corolla widely funnel-shaped, white to pale blue, 5-15 mm diam., filaments broad at base, style with 3 glands, sometimes in a continuous band below stigma, ovary glabrous, 3-locular.",species_direct,accepted_name_exact_wfo_species_record,citation:7189d09ee657a6a3860aaa811e05c6e9,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Afrosolen masukuensis,floral_structural_complexity,floral_symmetry,zygomorphic,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0001424853:2CD65DA3-4DCF-45D3-AEA8-05154496DA65:floral_symmetry:d548ace651a4,"Goldblatt, P; Manning, JC. 2020. Iridaceae of southern Africa. Strelitzia 42: 1-1159. South African National Biodiversity Institute, Pretoria. [CC BY]","Flowers zygomorphic, either dark blue to violet or greenish cream-coloured, lower tepals each with purple to red and white spear-shaped median streak in basal half; perianth tube cylindric, (15-)20-25 mm long, slightly expanded in upper 4 mm; tepals subequal with dorsal slightly larger, lanceolate, 8-10 x ± 3 mm, spreading at right angles to tube and lying in ± same plane with dorsal reflexed and held apart.",species_direct,accepted_name_exact_wfo_species_record,citation:66b5b72b66fed362b0505f90603e055e,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Babiana angustifolia,floral_structural_complexity,floral_symmetry,zygomorphic,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0000788050:2CD65DA3-4DCF-45D3-AEA8-05154496DA65:floral_symmetry:eff6b1d4c26b,"Goldblatt, P; Manning, JC. 2020. Iridaceae of southern Africa. Strelitzia 42: 1-1159. South African National Biodiversity Institute, Pretoria. [CC BY]","Flowers zygomorphic, inverted with perianth tube recurved, dorsal tepal horizontal, unilateral stamens curved back to lie above dorsal tepal and lower tepals suberect, dark blue to violet or purple, lower 3 tepals with black or red spear-shaped markings; perianth tube curved, narrowly funnel-shaped, 11-17 mm long; tepals subequal, cupped, 20-22 mm long, dorsal hardly different from others, up to 12 mm wide.",species_direct,accepted_name_exact_wfo_species_record,citation:66b5b72b66fed362b0505f90603e055e,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Babiana fragrans,floral_structural_complexity,floral_symmetry,zygomorphic,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0000791661:620DEFBC-4249-464F-B68F-B52913CBAAF0:floral_symmetry:5c9b5c68a712,"Manning, JC; Goldblatt, P. 2012. Iridaceae. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 119-176. South African National Biodiversity Institute, Pretoria. [CC BY]","Flowers zygomorphic, violet to pale blue, marked with yellow, fragrant, inner bracts divided to base, ovary hairy.",species_direct,accepted_name_exact_wfo_species_record,citation:3a49cb9b08ad14cbe8e4b7c4a7d7dfee,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
Babiana ringens,floral_structural_complexity,floral_symmetry,zygomorphic,high,latest_public_web,sanbi_eflora_south_africa_v1_42,https://ipt.sanbi.org.za/resource?r=flora_descriptions,sanbi:wfo-0000788152:2CD65DA3-4DCF-45D3-AEA8-05154496DA65:floral_symmetry:232b8070a0d5,"Goldblatt, P; Manning, JC. 2020. Iridaceae of southern Africa. Strelitzia 42: 1-1159. South African National Biodiversity Institute, Pretoria. [CC BY]","Flowers zygomorphic, red with yellow throat, unscented; perianth tube narrowly funnel-shaped, expanded in upper 1/3, curving upward away from spike apex, 27-45 mm long; tepals unequal, dorsal longest, 18-50 mm long, channelled below with margins overlapping and enclosing filaments and style, lower tepals shortly united with upper laterals, 22-25 mm long.",species_direct,accepted_name_exact_wfo_species_record,citation:66b5b72b66fed362b0505f90603e055e,normalized_original_citation,sanbi-eflora-south-africa-v1.42-20260809,sanbi-eflora-south-africa-dwca-v1.42,description.txt,official_dwca_flora_exact_species_description_quote_v1,True,wild_or_official_flora_treatment,codex_manual_quote_value_identity_audit_20260810,2026-08-09T15:00:34Z,"Accepted: exact species identity, exact source quote, normalized value, and original citation verified against pinned DwC-A."
