accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Alternanthera echinocephala,M0_floral_phenotype,floral_form,other_described,The flowers have no petals and five stamens.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Alternanthera_echinocephala,The flowers have no petals and five stamens.,species_direct,unknown,unreviewed_llm_extraction,The flowers have no petals and five stamens.,src_5f8e1b4d8861ebf1525d,f17e71770f14689af9b0dcf53c8b255e6df7a6cf884167386686b5030782ce87,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Angianthus preissianus,M0_floral_phenotype,flower_primary_color,yellow_orange,The flowers are yellow and borne in compound heads of 5 to 100 pseudanthia,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Angianthus_preissianus,The flowers are yellow and borne in compound heads of 5 to 100 pseudanthia,species_direct,unknown,unreviewed_llm_extraction,The flowers are yellow and borne in compound heads of 5 to 100 pseudanthia,src_1b3ea77bf6f0c60b55b8,54313a2dbd77677deb4957d1232f080fe3207e13c95fa34eb6aa2587dfe0c129,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Angianthus preissianus,M0_floral_phenotype,floral_form,composite_head,The flowers are yellow and borne in compound heads of 5 to 100 pseudanthia,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Angianthus_preissianus,The flowers are yellow and borne in compound heads of 5 to 100 pseudanthia,species_direct,unknown,unreviewed_llm_extraction,The flowers are yellow and borne in compound heads of 5 to 100 pseudanthia,src_1b3ea77bf6f0c60b55b8,54313a2dbd77677deb4957d1232f080fe3207e13c95fa34eb6aa2587dfe0c129,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Angianthus preissianus,M0_other_reported_trait,inflorescence_display,composite_display,The flowers are yellow and borne in compound heads of 5 to 100 pseudanthia,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Angianthus_preissianus,The flowers are yellow and borne in compound heads of 5 to 100 pseudanthia,species_direct,unknown,unreviewed_llm_extraction,The flowers are yellow and borne in compound heads of 5 to 100 pseudanthia,src_1b3ea77bf6f0c60b55b8,54313a2dbd77677deb4957d1232f080fe3207e13c95fa34eb6aa2587dfe0c129,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Albizia retusa,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,"Pollinators. Bees, Insects.",reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Albizia+retusa,"Pollinators. Bees, Insects.",species_direct,unknown,unreviewed_llm_extraction,"Pollinators. Bees, Insects.",src_fa7dc60cc687ada35fd1,b1927512ec652c63055df69184575473266a7e1c9fe52005d557a838215f2fd4,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Acalypha lamiana,M0_other_reported_trait,sex_system,monoecious,"Shrubs, probably deciduous, to 3 m tall, monoecious.",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/10777085,"Shrubs, probably deciduous, to 3 m tall, monoecious.",species_direct,unknown,unreviewed_llm_extraction,"Shrubs, probably deciduous, to 3 m tall, monoecious.",src_f72318bfd34fdb2d7087,66c1eeeb9cafab21df21399be8a8a0b6a01a262c26ec9cef7cf3c22dd2046028,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Acalypha lamiana,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,"Inflorescences spiciform, androgynous, and solitary female bracts, axillary.",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/10777085,"Inflorescences spiciform, androgynous, and solitary female bracts, axillary.",species_direct,unknown,unreviewed_llm_extraction,"Inflorescences spiciform, androgynous, and solitary female bracts, axillary.",src_f72318bfd34fdb2d7087,66c1eeeb9cafab21df21399be8a8a0b6a01a262c26ec9cef7cf3c22dd2046028,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Acalypha lamiana,M0_other_reported_trait,flower_size_class,very_small,"Male flowers: pedicel to 0.5 mm long, sparsely hairy; buds to 0.7 mm diameter",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/10777085,"Male flowers: pedicel to 0.5 mm long, sparsely hairy; buds to 0.7 mm diameter",species_direct,unknown,unreviewed_llm_extraction,"Male flowers: pedicel to 0.5 mm long, sparsely hairy; buds to 0.7 mm diameter",src_f72318bfd34fdb2d7087,66c1eeeb9cafab21df21399be8a8a0b6a01a262c26ec9cef7cf3c22dd2046028,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,medium
Acropogon calcicola,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,"Paniculatae, pyramidales, 5 - 8 cm longae, 20 - 25 - floriferae",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5547470,"Paniculatae, pyramidales, 5 - 8 cm longae, 20 - 25 - floriferae",species_direct,unknown,unreviewed_llm_extraction,"Paniculatae, pyramidales, 5 - 8 cm longae, 20 - 25 - floriferae",src_759336b4c8428c795a10,55e45a364b142de90e35af804644b0021a0fc83277986a70fdceead1e1093518,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Acropogon calcicola,M0_other_reported_trait,sex_system,polygamous_or_other,unisexuales raro polygamae inflorescentiae,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5547470,unisexuales raro polygamae inflorescentiae,species_direct,unknown,unreviewed_llm_extraction,unisexuales raro polygamae inflorescentiae,src_759336b4c8428c795a10,55e45a364b142de90e35af804644b0021a0fc83277986a70fdceead1e1093518,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,medium
Acropogon calcicola,M0_other_reported_trait,flower_size_class,small,"7 - 8 × 7 - 8 mm, paulo carnosi papillosique, albogrisei dense tomentosi extus flores",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5547470,"7 - 8 × 7 - 8 mm, paulo carnosi papillosique, albogrisei dense tomentosi extus flores",species_direct,unknown,unreviewed_llm_extraction,"7 - 8 × 7 - 8 mm, paulo carnosi papillosique, albogrisei dense tomentosi extus flores",src_759336b4c8428c795a10,55e45a364b142de90e35af804644b0021a0fc83277986a70fdceead1e1093518,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Acropogon calcicola,M0_floral_phenotype,floral_form,bell_campanulate,calyx campanulatus ad medium in 5 - 7 inaequalibus minime acuminatis lobis,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5547470,calyx campanulatus ad medium in 5 - 7 inaequalibus minime acuminatis lobis,species_direct,unknown,unreviewed_llm_extraction,calyx campanulatus ad medium in 5 - 7 inaequalibus minime acuminatis lobis,src_759336b4c8428c795a10,55e45a364b142de90e35af804644b0021a0fc83277986a70fdceead1e1093518,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Acropogon calcicola,M0_floral_phenotype,flower_primary_color,yellow_orange,florum masculorum calyx glaber citrinus intus,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5547470,florum masculorum calyx glaber citrinus intus,species_direct,unknown,unreviewed_llm_extraction,florum masculorum calyx glaber citrinus intus,src_759336b4c8428c795a10,55e45a364b142de90e35af804644b0021a0fc83277986a70fdceead1e1093518,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,medium
Acropogon calcicola,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,en panicules pyramidales courtes de 5 à 8 cm de longueur,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5547470,en panicules pyramidales courtes de 5 à 8 cm de longueur,species_direct,unknown,unreviewed_llm_extraction,en panicules pyramidales courtes de 5 à 8 cm de longueur,src_6708994079a8a618a3d8,a7f644bbbe7f9cc5390db036fa6b45c1c5dd4c6fb3216843ea5f02b1162d7411,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Acropogon calcicola,M0_other_reported_trait,sex_system,polygamous_or_other,de 20 à 25 fleurs unisexuées ♂ ou rarement polygames,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5547470,de 20 à 25 fleurs unisexuées ♂ ou rarement polygames,species_direct,unknown,unreviewed_llm_extraction,de 20 à 25 fleurs unisexuées ♂ ou rarement polygames,src_6708994079a8a618a3d8,a7f644bbbe7f9cc5390db036fa6b45c1c5dd4c6fb3216843ea5f02b1162d7411,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,medium
Acropogon calcicola,M0_other_reported_trait,flower_size_class,small,Fleurs de 7 à 8 mm de haut et autant de diamètre,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5547470,Fleurs de 7 à 8 mm de haut et autant de diamètre,species_direct,unknown,unreviewed_llm_extraction,Fleurs de 7 à 8 mm de haut et autant de diamètre,src_6708994079a8a618a3d8,a7f644bbbe7f9cc5390db036fa6b45c1c5dd4c6fb3216843ea5f02b1162d7411,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Acropogon calcicola,M0_floral_phenotype,floral_form,bell_campanulate,calice soudé à la base en une large coupe campanulée,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5547470,calice soudé à la base en une large coupe campanulée,species_direct,unknown,unreviewed_llm_extraction,calice soudé à la base en une large coupe campanulée,src_6708994079a8a618a3d8,a7f644bbbe7f9cc5390db036fa6b45c1c5dd4c6fb3216843ea5f02b1162d7411,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Acropogon calcicola,M0_floral_phenotype,flower_primary_color,multicolored_variable,Fleurs ♂: sépales glabres sur la face interne et jaune mêlé de rosé dans leur partie soudée,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5547470,Fleurs ♂: sépales glabres sur la face interne et jaune mêlé de rosé dans leur partie soudée,species_direct,unknown,unreviewed_llm_extraction,Fleurs ♂: sépales glabres sur la face interne et jaune mêlé de rosé dans leur partie soudée,src_6708994079a8a618a3d8,a7f644bbbe7f9cc5390db036fa6b45c1c5dd4c6fb3216843ea5f02b1162d7411,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Acropogon calcicola,M0_floral_phenotype,flower_primary_color,white,Fleurs ♀ légèrement plus grandes que les fleurs ♂; sépales blanc-crème,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5547470,Fleurs ♀ légèrement plus grandes que les fleurs ♂; sépales blanc-crème,species_direct,unknown,unreviewed_llm_extraction,Fleurs ♀ légèrement plus grandes que les fleurs ♂; sépales blanc-crème,src_6708994079a8a618a3d8,a7f644bbbe7f9cc5390db036fa6b45c1c5dd4c6fb3216843ea5f02b1162d7411,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
Amorphophallus antsingyensis,M0_floral_phenotype,flower_primary_color,green_brown_inconspicuous,spathe entirely green,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/2871456,spathe entirely green,species_direct,unknown,unreviewed_llm_extraction,spathe entirely green,src_71f903b262f585fc7f4a,cb839163a150ba3e26387960cc4c587f85756c5c31a0baf4de7bb8a30b662d24,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,medium
Amorphophallus antsingyensis,M0_other_reported_trait,inflorescence_display,solitary,"INFLORESCENCE developing before the leaf, solitary",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/2871456,"INFLORESCENCE developing before the leaf, solitary",species_direct,unknown,unreviewed_llm_extraction,"INFLORESCENCE developing before the leaf, solitary",src_c3d84d38c3773fcd3c8c,da3215be3b5dd8885637d34bd3de89e5debb41ac01ada742995fabed6fd34d49,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_6c49b56b8187b07b49d7,high
