accepted_species,genus,family,n_islands,n_records
Eurya hellwigii,Eurya,Pentaphylacaceae,1,1
Dillenia castanifolia,Dillenia,Dilleniaceae,1,1
Passiflora alatocaerulea,Passiflora,Passifloraceae,1,1
Dioscorea myrantha,Dioscorea,Dioscoreaceae,1,1
Potamogeton nerviger,Potamogeton,Potamogetonaceae,1,2
Mitrasacme kenneallyi,Mitrasacme,Loganiaceae,1,1
Priva meyeri,Priva,Verbenaceae,1,1
Syngonanthus cuyabensis,Syngonanthus,Eriocaulaceae,1,1
Calanthe amboinensis,Calanthe,Orchidaceae,17,37
Artemisia arborescens,Artemisia,Asteraceae,67,2202
Catesbaea parviflora,Catesbaea,Rubiaceae,15,91
Senna bicapsularis,Senna,Fabaceae,55,323
Andropogon virginicus,Andropogon,Poaceae,78,1543
Carex simpliciuscula,Carex,Cyperaceae,40,6223
Myrcia platyclada,Myrcia,Myrtaceae,8,27
Euphorbia litticola,Euphorbia,Euphorbiaceae,13,36
Rubus sanctus,Rubus,Rosaceae,30,302
Hoya lacunosa,Hoya,Apocynaceae,8,51
Salvia clandestina,Salvia,Lamiaceae,19,95
Astronia rolfei,Astronia,Melastomataceae,4,11
Hibiscus denudatus,Hibiscus,Malvaceae,11,86
Oxydendrum arboreum,Oxydendrum,Ericaceae,7,28
Calamus scipionum,Calamus,Arecaceae,4,32
Ruellia paniculata,Ruellia,Acanthaceae,3,24
Ocotea comoriensis,Ocotea,Lauraceae,4,31
Lysimachia hybrida,Lysimachia,Primulaceae,4,43
Epithema longitubum,Epithema,Gesneriaceae,2,6
Amanoa guianensis,Amanoa,Phyllanthaceae,5,21
Rhaphidophora monticola,Rhaphidophora,Araceae,4,11
Ranunculus subcorymbosus,Ranunculus,Ranunculaceae,8,34
Miliusa vidalii,Miliusa,Annonaceae,3,13
Erysimum pusillum,Erysimum,Brassicaceae,12,86
Mischocarpus largifolius,Mischocarpus,Sapindaceae,4,41
Zanthoxylum acanthopodium,Zanthoxylum,Rutaceae,3,11
Dianthus repens,Dianthus,Caryophyllaceae,11,59
Osmorhiza claytonii,Osmorhiza,Apiaceae,9,142
Pilea somae,Pilea,Urticaceae,3,61
Casearia nigrescens,Casearia,Salicaceae,4,910
Peperomia madagascariensis,Peperomia,Piperaceae,2,59
Ficus oleifolia,Ficus,Moraceae,6,440
Plantago wrightiana,Plantago,Plantaginaceae,7,21
Osmoxylon pfeilii,Osmoxylon,Araliaceae,3,12
Solanum robustum,Solanum,Solanaceae,6,16
Meistera cerasina,Meistera,Zingiberaceae,2,9
Dracaena caboverdeana,Dracaena,Asparagaceae,5,31
Palaquium walsurifolium,Palaquium,Sapotaceae,2,25
Begonia congesta,Begonia,Begoniaceae,1,11
Atriplex recurva,Atriplex,Amaranthaceae,10,15
Convolvulus nodiflorus,Convolvulus,Convolvulaceae,5,13
Pandanus sambiranensis,Pandanus,Pandanaceae,1,67
Cyanea fissa,Cyanea,Campanulaceae,2,45
Lithocarpus pulcher,Lithocarpus,Fagaceae,2,57
Rumex aureostigmatica,Rumex,Polygonaceae,5,10
Gymnosporia gracilis,Gymnosporia,Celastraceae,2,7
Hakea vittata,Hakea,Proteaceae,1,210
Striga angustifolia,Striga,Orobanchaceae,4,12
Cryptandra tomentosa,Cryptandra,Rhamnaceae,2,15
Goniocheton brassii,Goniocheton,Meliaceae,2,26
Paracynoglossum formosanum,Paracynoglossum,Boraginaceae,3,32
Notelaea Elcho-Island,Notelaea,Oleaceae,2,3
Elaeocarpus mutabilis,Elaeocarpus,Elaeocarpaceae,1,27
Diospyros crassifolia,Diospyros,Ebenaceae,1,168
Aichryson bollei,Aichryson,Crassulaceae,2,56
Viola apoensis,Viola,Violaceae,3,6
Swertia tozanensis,Swertia,Gentianaceae,1,158
Tetrastigma tetragynum,Tetrastigma,Vitaceae,2,8
Semecarpus verniciferus,Semecarpus,Anacardiaceae,2,10
Dipterocarpus nudus,Dipterocarpus,Dipterocarpaceae,1,81
Horsfieldia pallidicaula,Horsfieldia,Myristicaceae,1,29
Stereospermum randrianaivoi,Stereospermum,Bignoniaceae,1,73
Tristagma nivale,Tristagma,Amaryllidaceae,2,13
Trichosanthes hastata,Trichosanthes,Cucurbitaceae,1,42
Epilobium persicinum,Epilobium,Onagraceae,2,42
Patersonia novoguineensis,Patersonia,Iridaceae,2,13
Malpighia oxycocca,Malpighia,Malpighiaceae,1,9
Dendropemon elegans,Dendropemon,Loranthaceae,1,26
Gonystylus keithii,Gonystylus,Thymelaeaceae,1,56
Leptocereus paniculatus,Leptocereus,Cactaceae,1,46
Garcinia cuneifolia,Garcinia,Clusiaceae,1,13
Limonium amopicum,Limonium,Plumbaginaceae,1,11
Wittmackia polycephala,Wittmackia,Bromeliaceae,1,10
Polygala tricholopha,Polygala,Polygalaceae,1,11
Aloe fragilis,Aloe,Asphodelaceae,1,4
Knautia collina,Knautia,Caprifoliaceae,2,3
Pterophylla pauciflora,Pterophylla,Cunoniaceae,1,31
Canarium ampasindavae,Canarium,Burseraceae,1,12
Impatiens begonioides,Impatiens,Balsaminaceae,1,2
Juncus potaninii,Juncus,Juncaceae,2,5
Asimitellaria koshiensis,Asimitellaria,Saxifragaceae,1,131
Amischotolype strigosa,Amischotolype,Commelinaceae,1,4
Aristolochia rumphii,Aristolochia,Aristolochiaceae,1,3
Verbascum rupestre,Verbascum,Scrophulariaceae,1,4
Hypericum smithii,Hypericum,Hypericaceae,1,4
Combretum trichophyllum,Combretum,Combretaceae,1,2
Meconopsis cookei,Meconopsis,Papaveraceae,1,3
Saurauia hispidicalyx,Saurauia,Actinidiaceae,1,1
Geranium caeruleatum,Geranium,Geraniaceae,1,1
Ilex dasyphylla,Ilex,Aquifoliaceae,1,1
Calophyllum australianum,Calophyllum,Calophyllaceae,1,1
Cocculus flabella,Cocculus,Menispermaceae,1,1
Eurya jintungensis,Eurya,Pentaphylacaceae,1,1
Dillenia ptempoda,Dillenia,Dilleniaceae,1,1
Passiflora colvillei,Passiflora,Passifloraceae,1,1
Dioscorea olfersiana,Dioscorea,Dioscoreaceae,1,1
Potamogeton nervigerus,Potamogeton,Potamogetonaceae,1,2
Mitrasacme micrantha,Mitrasacme,Loganiaceae,1,1
Stachytarpheta debilis,Stachytarpheta,Verbenaceae,1,1
Peristylus tradescantiifolius,Peristylus,Orchidaceae,17,29
Tephroseris palustris,Tephroseris,Asteraceae,67,878
Palicourea justiciifolia,Palicourea,Rubiaceae,15,78
Calliandra surinamensis,Calliandra,Fabaceae,55,255
Agrostis exarata,Agrostis,Poaceae,78,473
Schoenus apogon,Schoenus,Cyperaceae,40,2471
Callistemon speciosus,Callistemon,Myrtaceae,8,23
Vernicia montana,Vernicia,Euphorbiaceae,12,2114
Crataegus flabellata,Crataegus,Rosaceae,30,153
Gymnema tricholepis,Gymnema,Apocynaceae,8,48
Elsholtzia splendens,Elsholtzia,Lamiaceae,19,86
Medinilla annulata,Medinilla,Melastomataceae,4,11
Hibiscus zonatus,Hibiscus,Malvaceae,11,63
Vaccinium minusculum,Vaccinium,Ericaceae,7,14
Pinanga malaiana,Pinanga,Arecaceae,4,30
Podorungia clandestina,Podorungia,Acanthaceae,3,22
Cryptocarya palawanensis,Cryptocarya,Lauraceae,4,30
Ardisia primulifolia,Ardisia,Primulaceae,4,42
Whytockia tsiangiana,Whytockia,Gesneriaceae,2,6
Poranthera coerulea,Poranthera,Phyllanthaceae,5,20
Spathiphyllum phryniifolium,Spathiphyllum,Araceae,4,11
Caltha appendiculata,Caltha,Ranunculaceae,8,27
Asimina reticulata,Asimina,Annonaceae,3,12
Maresia nana,Maresia,Brassicaceae,12,68
Sarcopteryx crispata,Sarcopteryx,Sapindaceae,4,37
Spathelia bahamensis,Spathelia,Rutaceae,3,10
Moenchia mantica,Moenchia,Caryophyllaceae,11,43
Azorella lycopodioides,Azorella,Apiaceae,9,72
Parietaria filamentosa,Parietaria,Urticaceae,3,60
Chosenia urbaniana,Chosenia,Salicaceae,4,499
Peperomia lasiostigma,Peperomia,Piperaceae,2,46
Artocarpus kemando,Artocarpus,Moraceae,6,185
Collinsia heterophylla,Collinsia,Plantaginaceae,7,20
Heptapleurum parasiticum,Heptapleurum,Araliaceae,3,11
Mandragora officinalis,Mandragora,Solanaceae,6,14
Adelmeria dicranochila,Adelmeria,Zingiberaceae,2,7
Thysanotus baueri,Thysanotus,Asparagaceae,5,22
Planchonella luteocostata,Planchonella,Sapotaceae,2,25
Begonia culasiensis,Begonia,Begoniaceae,1,11
Chenopodium oahuense,Chenopodium,Amaranthaceae,9,340
Cuscuta boldinghii,Cuscuta,Convolvulaceae,5,13
Pandanus pancheri,Pandanus,Pandanaceae,1,65
Clermontia lindseyana,Clermontia,Campanulaceae,2,44
Lithocarpus pusillus,Lithocarpus,Fagaceae,2,53
Polygonum polygaloides,Polygonum,Polygonaceae,5,5
Salacia cymosa,Salacia,Celastraceae,2,7
Grevillea dilatata,Grevillea,Proteaceae,1,155
Phelipanche aegyptiaca,Phelipanche,Orobanchaceae,4,9
Ziziphus elegans,Ziziphus,Rhamnaceae,2,14
Pseudocarapa inopinata,Pseudocarapa,Meliaceae,2,25
Eritrichium arctisibiricum,Eritrichium,Boraginaceae,3,15
Jasminum wrayi,Jasminum,Oleaceae,2,2
Elaeocarpus murukkai,Elaeocarpus,Elaeocarpaceae,1,26
Diospyros olivieri,Diospyros,Ebenaceae,1,117
Rhodiola pachyclados,Rhodiola,Crassulaceae,2,47
Viola canina x stagnina,Viola,Violaceae,3,5
Anthocleista longifolia,Anthocleista,Gentianaceae,1,157
Ampelocissus cinnamomea,Ampelocissus,Vitaceae,2,7
Toxicodendron pubescens,Toxicodendron,Anacardiaceae,2,10
Anthoshorea ochracea,Anthoshorea,Dipterocarpaceae,1,78
Knema luteola,Knema,Myristicaceae,1,29
Colea delphinensis,Colea,Bignoniaceae,1,71
Zephyranthes traubii,Zephyranthes,Amaryllidaceae,2,10
Peponium hirtellum,Peponium,Cucurbitaceae,1,40
Ludwigia abyssinica,Ludwigia,Onagraceae,2,40
Romulea insularis,Romulea,Iridaceae,2,13
Mascagnia brittonii,Mascagnia,Malpighiaceae,1,9
Dendropemon pauciflorus,Dendropemon,Loranthaceae,1,26
Deltaria brachyblastophora,Deltaria,Thymelaeaceae,1,54
Cereus insularis,Cereus,Cactaceae,1,44
Garcinia daedalanthera,Garcinia,Clusiaceae,1,13
Limonium bonafei,Limonium,Plumbaginaceae,1,11
Wittmackia urbaniana,Wittmackia,Bromeliaceae,1,10
Xanthophyllum havilandii,Xanthophyllum,Polygalaceae,1,11
Aloe imerinensis,Aloe,Asphodelaceae,1,4
Lomelosia graminifolia,Lomelosia,Caprifoliaceae,2,2
Pterophylla devogelii,Pterophylla,Cunoniaceae,1,29
Canarium macadamii,Canarium,Burseraceae,1,12
Impatiens bidentata,Impatiens,Balsaminaceae,1,2
Luzula camtschadalorum,Luzula,Juncaceae,2,5
Asimitellaria acerina,Asimitellaria,Saxifragaceae,1,67
Aneilema protensum,Aneilema,Commelinaceae,1,4
Aristolochia triactina,Aristolochia,Aristolochiaceae,1,3
Scrophularia nudata,Scrophularia,Scrophulariaceae,1,3
Hypericum tenuicaule,Hypericum,Hypericaceae,1,4
Combretum xylocarpum,Combretum,Combretaceae,1,2
Roemeria meiklei,Roemeria,Papaveraceae,1,3
Saurauia hosei,Saurauia,Actinidiaceae,1,1
Geranium californicum,Geranium,Geraniaceae,1,1
Ilex densifolia,Ilex,Aquifoliaceae,1,1
Calophyllum confusum,Calophyllum,Calophyllaceae,1,1
Cocculus minutus,Cocculus,Menispermaceae,1,1
Eurya kerigomnica,Eurya,Pentaphylacaceae,1,1
Hibbertia acuminata,Hibbertia,Dilleniaceae,1,1
Passiflora cumbalensis,Passiflora,Passifloraceae,1,1
Dioscorea platycarpa,Dioscorea,Dioscoreaceae,1,1
Potamogeton olivaceus,Potamogeton,Potamogetonaceae,1,2
Mitrasacme spec.,Mitrasacme,Loganiaceae,1,1
Stachytarpheta speciosa,Stachytarpheta,Verbenaceae,1,1
Bulbophyllum pygmaeum,Bulbophyllum,Orchidaceae,16,1309
Gazania rigens,Gazania,Asteraceae,67,725
Ixora javanica,Ixora,Rubiaceae,15,66
Anthyllis hermanniae,Anthyllis,Fabaceae,54,2263
Agrostis clavata,Agrostis,Poaceae,77,3375
Carex gibba,Carex,Cyperaceae,40,1727
Syzygium myriadenum,Syzygium,Myrtaceae,8,22
Cleidion vieillardii,Cleidion,Euphorbiaceae,12,384
Rubus aureolus,Rubus,Rosaceae,30,146
Anodendron oblongifolium,Anodendron,Apocynaceae,8,44
Congea tomentosa,Congea,Lamiaceae,19,75
Memecylon fruticosum,Memecylon,Melastomataceae,4,11
Abutilon californicum,Abutilon,Malvaceae,11,58
Styphelia cuspidata,Styphelia,Ericaceae,7,13
Brahea armata,Brahea,Arecaceae,4,25
Nelsonia smithii,Nelsonia,Acanthaceae,3,20
Endiandra forbesii,Endiandra,Lauraceae,4,30
Myrsine ovalis,Myrsine,Primulaceae,4,34
Aeschynanthus forbesii,Aeschynanthus,Gesneriaceae,2,5
Phyllanthus buxifolius,Phyllanthus,Phyllanthaceae,5,18
Alocasia hypoleuca,Alocasia,Araceae,4,9
Aquilegia atrata,Aquilegia,Ranunculaceae,8,25
Uvaria argentea,Uvaria,Annonaceae,3,12
Alyssum montanum,Alyssum,Brassicaceae,12,64
Guioa chrysea,Guioa,Sapindaceae,4,32
Citrus oxanthera,Citrus,Rutaceae,3,9
Polycarpaea breviflora,Polycarpaea,Caryophyllaceae,11,19
Orumbella macounii,Orumbella,Apiaceae,9,46
Debregeasia squamata,Debregeasia,Urticaceae,3,47
Bennettiodendron leprosipes,Bennettiodendron,Salicaceae,4,147
Peperomia hildebrandtii,Peperomia,Piperaceae,2,44
Artocarpus anisophyllus,Artocarpus,Moraceae,6,169
Chelone obliqua,Chelone,Plantaginaceae,7,13
Hydrocotyle diantha,Hydrocotyle,Araliaceae,3,11
Solanum diploconos,Solanum,Solanaceae,6,13
Etlingera dalican,Etlingera,Zingiberaceae,2,7
Danae racemosa,Danae,Asparagaceae,5,16
Planchonella keyensis,Planchonella,Sapotaceae,2,22
Begonia karangputihensis,Begonia,Begoniaceae,1,11
Alternanthera echinocephala,Alternanthera,Amaranthaceae,9,321
Cuscuta globulosa,Cuscuta,Convolvulaceae,5,13
Pandanus coriaceus,Pandanus,Pandanaceae,1,61
Campanula forsythii,Campanula,Campanulaceae,2,39
Quercus douglasii,Quercus,Fagaceae,2,51
Persicaria debilis,Persicaria,Polygonaceae,4,804
Salacia senegalensis,Salacia,Celastraceae,2,7
Grevillea ilicifolia,Grevillea,Proteaceae,1,137
Euphrasia hirtella,Euphrasia,Orobanchaceae,4,4
Condalia hookeri,Condalia,Rhamnaceae,2,13
Aglaia exstipulata,Aglaia,Meliaceae,2,24
Onosma visianii,Onosma,Boraginaceae,3,14
Ligustrum confusum,Ligustrum,Oleaceae,2,2
Elaeocarpus branderhorstii,Elaeocarpus,Elaeocarpaceae,1,25
Diospyros obscurinerva,Diospyros,Ebenaceae,1,95
Sedum nudum,Sedum,Crassulaceae,2,43
Viola neglecta,Viola,Violaceae,3,3
Gentianella impressinervia,Gentianella,Gentianaceae,1,142
Ampelocissus filipes,Ampelocissus,Vitaceae,2,7
Rhus potaninii,Rhus,Anacardiaceae,2,9
Shorea quadrinervis,Shorea,Dipterocarpaceae,1,78
Gymnacranthera maliliensis,Gymnacranthera,Myristicaceae,1,28
Tabebuia moaensis,Tabebuia,Bignoniaceae,1,70
Allium fuscum,Allium,Amaryllidaceae,2,9
Seyrigia multiflora,Seyrigia,Cucurbitaceae,1,39
Clarkia davyi,Clarkia,Onagraceae,2,39
Crocus imperati,Crocus,Iridaceae,2,7
Banisteriopsis martiniana,Banisteriopsis,Malpighiaceae,1,8
Lepeostegeres deciduus,Lepeostegeres,Loranthaceae,1,26
Linodendron aronifolium,Linodendron,Thymelaeaceae,1,54
Melocactus harlowii,Melocactus,Cactaceae,1,43
Garcinia blumei,Garcinia,Clusiaceae,1,12
Limonium flagellare,Limonium,Plumbaginaceae,1,11
Wittmackia caymanensis,Wittmackia,Bromeliaceae,1,9
Xanthophyllum ramiflorum,Xanthophyllum,Polygalaceae,1,11
Aloe mandotoensis,Aloe,Asphodelaceae,1,4
Lonicera hispida,Lonicera,Caprifoliaceae,2,2
Pterophylla bernardii,Pterophylla,Cunoniaceae,1,27
Protium subserratum,Protium,Burseraceae,1,12
Impatiens boinensis,Impatiens,Balsaminaceae,1,2
Juncus nodatus,Juncus,Juncaceae,2,4
Chrysosplenium kiotoense,Chrysosplenium,Saxifragaceae,1,67
Pollia verticillata,Pollia,Commelinaceae,1,4
Thottea beccarii,Thottea,Aristolochiaceae,1,3
Scrophularia parviflora,Scrophularia,Scrophulariaceae,1,3
Hypericum yojiroanum,Hypericum,Hypericaceae,1,4
Terminalia aridicola,Terminalia,Combretaceae,1,2
Corydalis cava x solida,Corydalis,Papaveraceae,1,2
Saurauia hystrix,Saurauia,Actinidiaceae,1,1
Geranium chilloense,Geranium,Geraniaceae,1,1
Ilex dipyrena,Ilex,Aquifoliaceae,1,1
Calophyllum cordato-oblongum,Calophyllum,Calophyllaceae,1,1
Curarea toxicofera,Curarea,Menispermaceae,1,1
Eurya kuboriensis,Eurya,Pentaphylacaceae,1,1
Hibbertia auriculiflora,Hibbertia,Dilleniaceae,1,1
Passiflora cuneata,Passiflora,Passifloraceae,1,1
Dioscorea preussii,Dioscorea,Dioscoreaceae,1,1
Potamogeton alpinus x gramineus,Potamogeton,Potamogetonaceae,1,1
Spigelia hedyotidea,Spigelia,Loganiaceae,1,1
Stachytarpheta trinitensis,Stachytarpheta,Verbenaceae,1,1
Angraecum eburneum,Angraecum,Orchidaceae,16,1032
Artemisia indica,Artemisia,Asteraceae,66,1722
Amaracarpus pubescens,Amaracarpus,Rubiaceae,15,64
Colutea arborescens,Colutea,Fabaceae,54,2023
Urochloa reptans,Urochloa,Poaceae,77,438
Schoenoplectiella triangulata,Schoenoplectiella,Cyperaceae,40,1240
Corymbia terminalis,Corymbia,Myrtaceae,8,21
Homalanthus fastuosus,Homalanthus,Euphorbiaceae,12,223
Potentilla vahliana,Potentilla,Rosaceae,30,125
Cynanchum tunicatum,Cynanchum,Apocynaceae,8,43
Premna tahitensis,Premna,Lamiaceae,19,34
Miconia australis,Miconia,Melastomataceae,4,11
Cola nitida,Cola,Malvaceae,11,58
Vaccinium darrowii,Vaccinium,Ericaceae,7,13
Orania lauterbachiana,Orania,Arecaceae,4,22
Bravaisia integerrima,Bravaisia,Acanthaceae,3,18
Ocotea dominicana,Ocotea,Lauraceae,4,29
Maesa carolinensis,Maesa,Primulaceae,4,28
Aeschynanthus roseoflorus,Aeschynanthus,Gesneriaceae,2,5
Phyllanthus urceolatus,Phyllanthus,Phyllanthaceae,5,17
Dieffenbachia fournieri,Dieffenbachia,Araceae,4,9
Ranunculus allenii,Ranunculus,Ranunculaceae,8,20
Pseuduvaria aurantiaca,Pseuduvaria,Annonaceae,3,11
Boechera stricta,Boechera,Brassicaceae,12,36
Trigonachras acuta,Trigonachras,Sapindaceae,4,26
Merope angulata,Merope,Rutaceae,3,9
Spergularia azorica,Spergularia,Caryophyllaceae,10,2198
Apium insulare,Apium,Apiaceae,9,37
Pilea johniana,Pilea,Urticaceae,3,44
Scyphostegia borneensis,Scyphostegia,Salicaceae,4,83
Peperomia glabrilimba,Peperomia,Piperaceae,2,43
Sloetia elongata,Sloetia,Moraceae,6,161
Stemodia grossa,Stemodia,Plantaginaceae,7,13
Polyscias fulva,Polyscias,Araliaceae,3,11
Lycianthes pauciflora,Lycianthes,Solanaceae,6,11
Globba geoffrayi,Globba,Zingiberaceae,2,7
Agave weberi,Agave,Asparagaceae,5,13
Madhuca leucodermis,Madhuca,Sapotaceae,2,21
Begonia oxyanthera,Begonia,Begoniaceae,1,11
Atriplex semilunaris,Atriplex,Amaranthaceae,9,221
Ipomoea trichosperma,Ipomoea,Convolvulaceae,5,13
Pandanus balansae,Pandanus,Pandanaceae,1,59
Campanula cochleariifolia,Campanula,Campanulaceae,2,34
Lithocarpus sericobalanos,Lithocarpus,Fagaceae,2,48
Bistorta tenuicaulis,Bistorta,Polygonaceae,4,352
Euonymus benguetensis,Euonymus,Celastraceae,2,6
Beaupreopsis paniculata,Beaupreopsis,Proteaceae,1,134
Euphrasia minima,Euphrasia,Orobanchaceae,4,4
Ventilago lucens,Ventilago,Rhamnaceae,2,13
Dysoxylum ficiforme,Dysoxylum,Meliaceae,2,21
Symphytum anatolicum,Symphytum,Boraginaceae,3,8
Myxopyrum smilacifolium,Myxopyrum,Oleaceae,2,2
Elaeocarpus poculifer,Elaeocarpus,Elaeocarpaceae,1,25
Diospyros umbrosa,Diospyros,Ebenaceae,1,93
Aeonium dodrantale,Aeonium,Crassulaceae,2,42
Viola fuscoviolacea,Viola,Violaceae,2,199
Ornichia madagascariensis,Ornichia,Gentianaceae,1,137
Cissus leonardii,Cissus,Vitaceae,2,7
Lannea acida,Lannea,Anacardiaceae,2,8
Shorea xanthophylla,Shorea,Dipterocarpaceae,1,70
Myristica filipes,Myristica,Myristicaceae,1,28
Tabebuia dubia,Tabebuia,Bignoniaceae,1,61
Lycoris chejuensis,Lycoris,Amaryllidaceae,2,8
Zehneria pisifera,Zehneria,Cucurbitaceae,1,39
Oenothera striata,Oenothera,Onagraceae,2,35
Iris delavayi,Iris,Iridaceae,2,7
Bunchosia ekmanii,Bunchosia,Malpighiaceae,1,8
Helixanthera maxwelliana,Helixanthera,Loranthaceae,1,25
Pimelea notia,Pimelea,Thymelaeaceae,1,53
Harrisia fernowii,Harrisia,Cactaceae,1,37
Garcinia desrousseauxii,Garcinia,Clusiaceae,1,12
Limonium hierapetrae,Limonium,Plumbaginaceae,1,11
Aechmea gracilis,Aechmea,Bromeliaceae,1,8
Xanthophyllum suberosum,Xanthophyllum,Polygalaceae,1,10
Aloe orientalis,Aloe,Asphodelaceae,1,4
Lonicera standishii,Lonicera,Caprifoliaceae,2,2
Codia microphylla,Codia,Cunoniaceae,1,25
Bursera hollickii,Bursera,Burseraceae,1,10
Impatiens callmanderi,Impatiens,Balsaminaceae,1,2
Juncus brachyspathus,Juncus,Juncaceae,2,3
Chrysosplenium hebetatum,Chrysosplenium,Saxifragaceae,1,47
Porandra scandens,Porandra,Commelinaceae,1,4
Thottea paucifida,Thottea,Aristolochiaceae,1,3
