pmcid,doi,title,source_url,fulltext_xml_url,fetch_status,article_license,content_sha256,raw_path,retrieved_at_utc,task_count,error
PMC11990690,10.3390/plants14071040,"Major Bioactive Compounds in Seeds, Husks, and Leaves of Selected Genotypes of",https://europepmc.org/articles/PMC11990690,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11990690/fullTextXML,fetched,cc by,fd20690624f3f094fc02e6ff7363dbab240a4521a325f9eb7c0564005607e7c9,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC11990690.xml.gz,2026-08-07T09:52:02.207608Z,1,
PMC12026846,10.3390/genes16040426,Tribe Paniceae Cereals with Different Ploidy Levels:,https://europepmc.org/articles/PMC12026846,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12026846/fullTextXML,fetched,cc by,d497fa7bc8151fc3efaf8a4baaa5e40bd6bff1ca46e297f3a83bbae2a8896cfc,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12026846.xml.gz,2026-08-07T09:52:02.985362Z,1,
PMC12033343,10.1038/s41598-025-99335-8,Characterisation of the,https://europepmc.org/articles/PMC12033343,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12033343/fullTextXML,fetched,cc by,dc191b1a302279783dfb1d6119c7803b8deb0e9226b9922886594042789c0fac,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12033343.xml.gz,2026-08-07T09:52:03.514869Z,1,
PMC12043751,10.1007/s00442-025-05718-z,Pollination efficiency of hummingbirds and flowerpiercers at the flowers of,https://europepmc.org/articles/PMC12043751,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12043751/fullTextXML,fetched,cc by,9ef6e5a24ed827b4c07b46919f115085f53ed9ee2ac2bacdc602b926860ea2d4,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12043751.xml.gz,2026-08-07T09:52:04.492585Z,1,
PMC12073494,10.3390/plants14091282,Silicon-Mediated Modulation of Olive Leaf Phytochemistry: Genotype-Specific and Stress-Dependent Responses,https://europepmc.org/articles/PMC12073494,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12073494/fullTextXML,fetched,cc by,eece77617df96be48c1237d352294f97437d29e48ee2fc87adf46faa68892197,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12073494.xml.gz,2026-08-07T09:52:05.326758Z,1,
PMC12085070,10.1186/s12870-025-06676-7,A sexual/apomictic consensus linkage map of,https://europepmc.org/articles/PMC12085070,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12085070/fullTextXML,fetched,cc by-nc-nd,f6a6ef05d6d9390c82b4f9cf5f2962b328003f1f403283df872acc5203518f6c,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12085070.xml.gz,2026-08-07T09:52:05.657227Z,1,
PMC12094066,10.1002/ajb2.70034,The spatial distribution of a hummingbird‐pollinated plant is not strongly influenced by hummingbird abundance,https://europepmc.org/articles/PMC12094066,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12094066/fullTextXML,fetched,cc by,9ad645f4211430259cf9593af7e7ce8dd3797aad5e613b22f02e511cca0cea63,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12094066.xml.gz,2026-08-07T09:52:06.016562Z,1,
PMC12127771,10.1002/ece3.71491,Density‐Dependent Effects on the Reproductive Ecology of Trees in a Temperate Woodland,https://europepmc.org/articles/PMC12127771,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12127771/fullTextXML,fetched,cc by,ebd9505fe555a624c42acf9b2187aac1a70844290d25babb80965f05beda2e68,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12127771.xml.gz,2026-08-07T09:52:06.037952Z,1,
PMC12167963,10.2903/j.efsa.2025.9496,Commodity risk assessment of,https://europepmc.org/articles/PMC12167963,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12167963/fullTextXML,fetched,cc by-nd,c2b1086c4151fee502dbe9ecdc5de50401d99366295d879b55d0a98148ccb474,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12167963.xml.gz,2026-08-07T09:52:06.500670Z,4,
PMC12187403,10.1098/rspb.2025.0891,Pollen genotyping by SABER–MassARRAY reveals that fewer than half of honey bee visits can cross-pollinate a self-incompatible crop,https://europepmc.org/articles/PMC12187403,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12187403/fullTextXML,fetched,cc by,19b26f014bab0e018afab15fe5570fb4bbd6a9920ae8616cec9915b257c31a27,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12187403.xml.gz,2026-08-07T09:52:06.902948Z,1,
PMC12188474,10.3389/fpls.2025.1542519,Abiotic stress responses in forage crops and grasses: the role of secondary metabolites and biotechnological interventions,https://europepmc.org/articles/PMC12188474,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12188474/fullTextXML,fetched,cc by,aba4271987d28c36679c5337baea8b3559c8f67494e9dfa73f5c5c73e8b14d20,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12188474.xml.gz,2026-08-07T09:52:07.175562Z,1,
PMC12188625,10.1002/aps3.70015,Applying interpretable machine learning to assess intraspecific trait divergence under landscape‐scale population differentiation,https://europepmc.org/articles/PMC12188625,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12188625/fullTextXML,fetched,cc by,400dd61c4edf355beecf155c3583845f4ed9385506f71619b56370d99218b78d,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12188625.xml.gz,2026-08-07T09:52:07.271793Z,2,
PMC12192596,10.3390/ijms26125879,Assessing Genetic Variation in,https://europepmc.org/articles/PMC12192596,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12192596/fullTextXML,fetched,cc by,04f0b728b732020d2c00f92b7e0d7d832b8492fca21f089862f5efbf6b2c906a,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12192596.xml.gz,2026-08-07T09:52:08.302933Z,1,
PMC12197116,10.3390/plants14121774,"Floral Biology, Breeding System and Conservation Implications for the Azorean Endemic",https://europepmc.org/articles/PMC12197116,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12197116/fullTextXML,fetched,cc by,b71c474a30ddf514902e6836e1f0fad9a61766c588a8b2b8e4aec68ebe33c026,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12197116.xml.gz,2026-08-07T09:52:08.761640Z,2,
PMC12198316,10.1007/s00299-025-03546-2,"Female gametophyte development, pollen‒pistil interactions and embryogenic patterns in chicory (",https://europepmc.org/articles/PMC12198316,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12198316/fullTextXML,fetched,cc by-nc-nd,13df75cf3f49d22de98637f0b366479293df38b3ab20dcb6dc9c613ba07a6ad0,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12198316.xml.gz,2026-08-07T09:52:08.811324Z,1,
PMC12203254,10.1270/jsbbs.24065,The impact of telomere-to-telomere genome assembly in the plant pan-genomics era,https://europepmc.org/articles/PMC12203254,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12203254/fullTextXML,fetched,cc by,9402a65bc62a2769f33b096fae89808f2201a10684ecc6fcf795deb6f8c1fac5,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12203254.xml.gz,2026-08-07T09:52:08.816007Z,1,
PMC12218201,10.1093/gigascience/giaf046,The genome of,https://europepmc.org/articles/PMC12218201,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12218201/fullTextXML,fetched,cc by,f09c8ffa2db866fcd748bfdaa804f837120189746ddd023d524e0765611a52a4,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12218201.xml.gz,2026-08-07T09:52:09.194250Z,1,
PMC12220515,10.1186/s12870-025-06835-w,The mechanism of PGR-free direct organogenesis in,https://europepmc.org/articles/PMC12220515,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12220515/fullTextXML,fetched,cc by-nc-nd,db2199fd0276010eeebcf076c2b0a9728aba46cd04f4d0a94cc7757714426a4d,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12220515.xml.gz,2026-08-07T09:52:10.089766Z,1,
PMC12251907,10.3390/plants14132039,Assessment of the Status of,https://europepmc.org/articles/PMC12251907,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12251907/fullTextXML,fetched,cc by,f9103ef4956bebc36a537c39a7197db3c165fbc4f63e70517b3d392c3324703e,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12251907.xml.gz,2026-08-07T09:52:11.569518Z,1,
PMC12256298,10.1016/j.isci.2025.112836,Accelerating domestication of perennial plants with genomics,https://europepmc.org/articles/PMC12256298,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12256298/fullTextXML,fetched,cc by-nc,1e09bbc6fb7a6593e3f69f3fd96468c518b4f4e3347d2a2c7a4557d34b7a409b,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12256298.xml.gz,2026-08-07T09:52:11.928530Z,1,
PMC12270471,10.1111/tpj.70294,"Through the lens of bioenergy crops: advances, bottlenecks, and promises of plant engineering",https://europepmc.org/articles/PMC12270471,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12270471/fullTextXML,fetched,cc by,4c14044f45b8c58804b7ec5d2b30a4e2d38693b5f3519b41d5da1f7de4c450ad,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12270471.xml.gz,2026-08-07T09:52:12.177206Z,1,
PMC12279857,10.3389/fpls.2025.1619267,Complete plastome and mitogenome assembly of endangered tree,https://europepmc.org/articles/PMC12279857,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12279857/fullTextXML,fetched,cc by,13273ff6732debea90c40386654f5ce4613d0d07c5eb6638d9b927a37f690a69,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12279857.xml.gz,2026-08-07T09:52:13.225624Z,1,
PMC12286863,10.1038/s41586-025-09065-0,Domesticated cannabinoid synthases amid a wild mosaic cannabis pangenome,https://europepmc.org/articles/PMC12286863,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12286863/fullTextXML,fetched,cc by,a028f1ea1ce38784abf5b99eec54c011244f2b9cecaadbda5dd8bb7290585677,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12286863.xml.gz,2026-08-07T09:52:13.517274Z,1,
PMC12310747,10.3389/fpls.2025.1638144,&lt;i&gt;In planta&lt;/i&gt; transformation methods to accelerate the domestication of perennial grain crops.,https://europepmc.org/articles/PMC12310747,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12310747/fullTextXML,fetched,cc by,384e4a241ab22125eb87cec060ed8b4b565902d27833a0db15aa0390f4e8a13f,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12310747.xml.gz,2026-08-07T09:52:13.517645Z,1,
PMC12311847,10.1098/rsos.240675,Pollen collection by the western honeybee and common eastern bumble bee foraging in a common landscape and applications for agri-environment schemes,https://europepmc.org/articles/PMC12311847,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12311847/fullTextXML,fetched,cc by,1d5920bc0963dcdf97e650e95db13d19589f73c1eed6e1acdda77871dffb8b6a,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12311847.xml.gz,2026-08-07T09:52:13.748884Z,1,
PMC12317844,10.1093/jeb/voaf053,The Tree of Sex consortium: a global initiative for studying the evolution of reproduction in eukaryotes,https://europepmc.org/articles/PMC12317844,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12317844/fullTextXML,fetched,cc by,d17cb2a78c36d317f62a63f73ce003385db2f3b25f41f745f5ee1f4b025ccf54,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12317844.xml.gz,2026-08-07T09:52:13.824307Z,1,
PMC12348731,10.3390/plants14152311,"Advances in Genetic Diversity of Germplasm Resources, Origin and Evolution of Turnip Rape (",https://europepmc.org/articles/PMC12348731,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12348731/fullTextXML,fetched,cc by,909c1c5d6440ac4590f979dfb276c06d7f6f0164d88b44c7da2ad64ef80e62d6,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12348731.xml.gz,2026-08-07T09:52:14.473177Z,1,
PMC12349476,10.3390/plants14152351,Tree Selection of,https://europepmc.org/articles/PMC12349476,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12349476/fullTextXML,fetched,cc by,4ea8c850a13a4f21c61ff5abc5311e7e02e0397c2852adf8a000a450bfc1bd92,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12349476.xml.gz,2026-08-07T09:52:14.706528Z,1,
PMC12357550,10.7717/peerj.19880,The effects of biotic stress on the sexual reproduction process of flowering plants,https://europepmc.org/articles/PMC12357550,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12357550/fullTextXML,fetched,cc by,efe0d433ea00bb3b871d6812ad121d13db897f208a75cabfa99f5c46ec019c34,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12357550.xml.gz,2026-08-07T09:52:15.160797Z,1,
PMC12376112,10.1002/tpg2.70079,Chromosome‐level haplotype‐resolved genome assembly provides insights into the highly heterozygous genome of Italian ryegrass (,https://europepmc.org/articles/PMC12376112,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12376112/fullTextXML,fetched,cc by,43314c4429337f29a588ac6dcef9a46a69b86edbf6f7224d4a403f3579c17d4c,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12376112.xml.gz,2026-08-07T09:52:15.703973Z,1,
PMC12403368,10.3389/fpls.2025.1560470,&lt;i&gt;LsNAC46&lt;/i&gt; regulates heat-resistance and growth in lettuce (&lt;i&gt;Lactuca sativa&lt;/i&gt; L.).,https://europepmc.org/articles/PMC12403368,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12403368/fullTextXML,fetched,cc by,97bb218236171e69c8e69f7526d8a487faf938c0c1772ebdcc0454cb3ce8805c,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12403368.xml.gz,2026-08-07T09:52:15.767981Z,1,
PMC12445865,10.1093/aob/mcaf047,"Self-sterility, self-incompatibility and xenia: a review of the mechanisms of cross-pollination benefits in animal-pollinated crops",https://europepmc.org/articles/PMC12445865,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12445865/fullTextXML,fetched,cc by,466675b5ecc7b518b9a580c27baabb3a61770f4d2f743e884fe5729f9b5c7892,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12445865.xml.gz,2026-08-07T09:52:17.117165Z,1,
PMC12449061,10.1093/plphys/kiaf378,"Beautiful and delicious mutants: The origins, fates, and benefits of molecular sequence variation in plant evolution and breeding",https://europepmc.org/articles/PMC12449061,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12449061/fullTextXML,fetched,cc by,b03ad828e09657ecd61a25732133c4d23355a3ba665b823a3198a370f536c18e,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12449061.xml.gz,2026-08-07T09:52:17.319607Z,1,
PMC12464953,10.1093/aob/mcaf069,Tiny but significant: on the importance of thrips as pollinators,https://europepmc.org/articles/PMC12464953,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12464953/fullTextXML,fetched,cc by,dfef1fb4f00f807295a3ca09055b901bf122bf198bc5163c5b67ddd3822ed260,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12464953.xml.gz,2026-08-07T09:52:17.509186Z,2,
PMC12509882,10.1093/jxb/eraf211,How to lose a whorl: the evolutionary and developmental biology of apetaly,https://europepmc.org/articles/PMC12509882,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12509882/fullTextXML,fetched,cc by-nc,85793628a269a6e503af62f9a8aba8ba6ba5a4c7295712b41e7fce91c3dbd611,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12509882.xml.gz,2026-08-07T09:52:18.258620Z,1,
PMC12515247,10.1007/s00122-025-05054-z,"Genetic and genomic resources for turfgrasses: status, applications, and prospects",https://europepmc.org/articles/PMC12515247,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12515247/fullTextXML,fetched,cc by-nc-nd,0bdbc1cda4c1c6911d87075e0eb11f4637bbc078941fc356c69e4f0f74a97c1b,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12515247.xml.gz,2026-08-07T09:52:18.258894Z,2,
PMC12526092,10.3390/plants14193076,Advances in Plant Species Recognition Mediated by Root Exudates: A Review,https://europepmc.org/articles/PMC12526092,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12526092/fullTextXML,fetched,cc by,4837a7217fab5226e88e0e28ce33fce25d92cdda7e6b098531fbd24728200c57,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12526092.xml.gz,2026-08-07T09:52:18.340704Z,1,
PMC12539870,10.1093/hr/uhaf186,Harnessing apomixis: natural mechanisms and synthetic innovations for advancing crop and forage breeding,https://europepmc.org/articles/PMC12539870,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12539870/fullTextXML,fetched,cc by,0d65ff4180c89547ea97bf1a4782d596608b9ab30b55b081cb8162de7d6f06b7,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12539870.xml.gz,2026-08-07T09:52:18.560237Z,1,
PMC12586303,10.1111/brv.70043,Reversibility of sex changes in the plant kingdom: more important than we thought?,https://europepmc.org/articles/PMC12586303,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12586303/fullTextXML,fetched,cc by-nc,d3813a90b22214ba640215233d54e365295b0caf7917615e03c2a01bbda82d78,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12586303.xml.gz,2026-08-07T09:52:18.745677Z,3,
PMC12610066,10.3390/plants14213374,Genome-Wide SNP Analysis Reveals Population Structure and Genetic Diversity in,https://europepmc.org/articles/PMC12610066,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12610066/fullTextXML,fetched,cc by,5f332585c55860f96e815bea32d7f5a3bfb30cb8e43c780489c051a8e9a5e517,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12610066.xml.gz,2026-08-07T09:52:20.286070Z,1,
PMC12617910,10.1371/journal.pone.0336528.r004,Development of SSR markers related to salinity resistance based on transcriptomic sequences in,https://europepmc.org/articles/PMC12617910,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12617910/fullTextXML,fetched,cc by,be03ea1fc84720c7c893db8e4d85e2c550097c04721b122feb55aac42a7be95a,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12617910.xml.gz,2026-08-07T09:52:20.298570Z,1,
PMC12640478,10.1002/ajb2.70124,American highbush cranberry maintains strong population structure despite naturalization of Eurasian relatives in North America,https://europepmc.org/articles/PMC12640478,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12640478/fullTextXML,fetched,cc by,f1de418307d20a03c047af4d768f4fec9a4e1dfc82dcd13dadd771f3bb3a24f0,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12640478.xml.gz,2026-08-07T09:52:20.330801Z,2,
PMC12642055,10.1186/s12870-025-07601-8,"Genome-wide development of genomic SSR markers, polymorphism analysis, and dosage-aware SSR fingerprinting in hexaploid",https://europepmc.org/articles/PMC12642055,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12642055/fullTextXML,fetched,cc by-nc-nd,7de4288d55659dc8503c8b063dfc6bfcfccd1166a665a98fc06306daf2c15e2c,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12642055.xml.gz,2026-08-07T09:52:20.716736Z,1,
PMC12664221,10.1186/s12870-025-07650-z,Assembly and comparative analysis of chromosomal mitochondrial genomes in multiple,https://europepmc.org/articles/PMC12664221,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12664221/fullTextXML,fetched,cc by-nc-nd,26d38fe0d14b21eb577744777007ecf16f12ed7add965725ad0edf7d3430f5d3,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12664221.xml.gz,2026-08-07T09:52:21.368609Z,1,
PMC12664643,10.1016/j.isci.2025.113951,Pollen-like trichomes may reward pollinators of,https://europepmc.org/articles/PMC12664643,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12664643/fullTextXML,fetched,cc by-nc,049f0117101082797d6bb0d00ed8327e0d7e2962a6c69b5f64b99cd12767a603,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12664643.xml.gz,2026-08-07T09:52:21.413902Z,2,
PMC12692191,10.3390/ijms262311391,The Potential of NGTs to Overcome Constraints in Plant Breeding and Their Regulatory Implications,https://europepmc.org/articles/PMC12692191,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12692191/fullTextXML,fetched,cc by,cf8afa47b72bcf97328bfb6513d9cf9b1e36b9b768d4339161ab4e71b58a74c8,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12692191.xml.gz,2026-08-07T09:52:21.444514Z,1,
PMC12694178,10.3390/plants14233682,Multi-Omics Analysis Unravels the Biosynthesis and Regulatory Mechanisms of Floral Scent Across Various Cultivars and Developmental Stages in,https://europepmc.org/articles/PMC12694178,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12694178/fullTextXML,fetched,cc by,4d7e82b72fac60071d251aa7b0eca3453fdee051a95535c6bfe6f8554eddfee7,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12694178.xml.gz,2026-08-07T09:52:21.474047Z,1,
PMC12710848,10.1111/plb.70125,A Trojan horse inside the gates: Alien–native mating interactions in mixed populations of,https://europepmc.org/articles/PMC12710848,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12710848/fullTextXML,fetched,cc by-nc,7c0379d300f014aca510dde74f30d3c85dd0e56db23359033ad0382ad4db8dd3,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12710848.xml.gz,2026-08-07T09:52:23.117101Z,1,
PMC12720278,10.2903/j.efsa.2025.9804,Commodity risk assessment of,https://europepmc.org/articles/PMC12720278,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12720278/fullTextXML,fetched,cc by-nd,771f80dc2f00205a2b308f4454a2c2b65be64a713090afb44bdfa46c81c315c6,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12720278.xml.gz,2026-08-07T09:52:23.194285Z,3,
PMC12723076,10.1002/pld3.70129,Speed Breeding Transgenic American Chestnut Trees Toward Restoration,https://europepmc.org/articles/PMC12723076,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12723076/fullTextXML,fetched,cc by-nc-nd,cd47cacaaea9647c53617829a4c89e9b095ea7e47b11f990c48b72c99ff3ff30,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12723076.xml.gz,2026-08-07T09:52:23.533130Z,1,
PMC12730033,10.3390/biology14121702,Analysis of Phenotypic Variability in Natural Populations of,https://europepmc.org/articles/PMC12730033,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12730033/fullTextXML,fetched,cc by,2b07980653845ef2b7a5492c77c1371625a91f1b780b7075a87a6351ed1d1621,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12730033.xml.gz,2026-08-07T09:52:23.648818Z,1,
PMC12737098,10.3390/plants14243794,First EST-SSRs of,https://europepmc.org/articles/PMC12737098,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12737098/fullTextXML,fetched,cc by,37ff44b556ed312fbfc1c088bcb0a0146e52a5696104816941174478588c29c9,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12737098.xml.gz,2026-08-07T09:52:24.128292Z,1,
PMC12752160,10.1186/s12870-025-07740-y,MYB gene from Endocarpon pusillum regulates growth and development and enhances drought tolerance in creeping bentgrass (Agrostis stolonifera L.).,https://europepmc.org/articles/PMC12752160,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12752160/fullTextXML,fetched,cc by-nc-nd,cb82fca5fbc3ceade2d40cb6bece49fc5cd1b8eb7ad24e725f2dc9deeb27f26b,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12752160.xml.gz,2026-08-07T09:52:24.283293Z,2,
PMC12758976,10.1002/ece3.72843,Different Flowering Strategies Ensure Reproductive Success in Two Coexisting Self‐Incompatible Orchids,https://europepmc.org/articles/PMC12758976,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12758976/fullTextXML,fetched,cc by,788f9fde052351e0617751f33d0cf6a5df36e5d10dcce5a43744551661d1608f,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12758976.xml.gz,2026-08-07T09:52:24.301660Z,1,
PMC12769679,10.1038/s41467-025-66688-7,Comparative genomics analyses reveal genomic variation and evolutionary adaptation in,https://europepmc.org/articles/PMC12769679,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12769679/fullTextXML,fetched,cc by-nc-nd,340483868b36c5e80294ee68290bd625fc7f5316db017f6fa602db4fe161f2b4,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12769679.xml.gz,2026-08-07T09:52:24.395356Z,1,
PMC12822284,10.1186/s12870-025-07855-2,2b-RAD sequencing of,https://europepmc.org/articles/PMC12822284,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12822284/fullTextXML,fetched,cc by-nc-nd,ae1390ff4a236daefb0d1a3cd6ff7836456892f96a1e05c1e230312150800c74,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12822284.xml.gz,2026-08-07T09:52:25.896947Z,1,
PMC12831043,10.1111/mec.70254,The Impact of Pleistocene Glacial Cycles on the Evolutionary Diversification of the Arctic‐Alpine,https://europepmc.org/articles/PMC12831043,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12831043/fullTextXML,fetched,cc by,ae0bf2e410e082d90727d03fed39d87e128d991890473115efe8a1933fc7e7f4,data\v2\staging\traits\direct_llm_pilot\20260807_europe_pmc_reproduction_scale\raw_xml\PMC12831043.xml.gz,2026-08-07T09:52:26.288566Z,1,
