candidate_id,accepted_species,trait_name,axis,raw_value,normalized_value,source_id,source_url,source_title,domain,source_type,source_tier,proposed_quality,source_lineage,exact_supporting_quote,name_match_method,matched_wfo_name,wfo_name_status,cultivar_status,language,provider,archive_url,license,description_sha256,normalized_excerpt_sha256,retrieval_date,extraction_rule_or_model_version,baseline_trait_status,baseline_axis_quality,candidate_effect,model_decision,review_status,decision_reason,context_gate_accepted,context_gate_reason,secondary_review_accepted,secondary_review_reason,promotion_accepted,reviewer,reviewed_at_utc,audit_contract,accepted_correct,audit_reason
WFOB-575f7f478436df7028eb,Habenaria alata,flower_primary_color,flower_colour,green,green_brown_inconspicuous,WFO:flora_of_panama:wfo-0000977083,https://list.worldfloraonline.org/wfo-0000977083,Habenaria alata species treatment (flora of panama),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:flora_of_panama:wfo-0000977083,flowers pale green.,wfo_id_species_rank_accepted_name_exact,Habenaria alata,Accepted,wild_or_flora_treatment,English,flora_of_panama,https://files.worldfloraonline.org/Files/MBG/Flora_Of_Panama/Flora_Of_Panama.zip,http://creativecommons.org/licenses/by/4.0,cb7d7bab2566cb9693d6ed654ab80a261bf3bda8168061ec6d1484f11378edc2,d7a5c6771c3d563b65171744ef4315af03c46951627e8ef82a3fb8adc112074c,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-6f98404dca796c37711b,Pelliciera rhizophorae,flower_primary_color,flower_colour,red_pink;white,multicolored_variable,WFO:flora_of_panama:wfo-0001142167,https://list.worldfloraonline.org/wfo-0001142167,Pelliciera rhizophorae species treatment (flora of panama),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:flora_of_panama:wfo-0001142167,"petals usually white, occasionally pink, narrowly ovate, obtuse to subacute, up to 7 cm long and 1.5 cm wide, membranous-hyaline except the thickened median portion;",wfo_id_species_rank_accepted_name_exact,Pelliciera rhizophorae,Accepted,wild_or_flora_treatment,English,flora_of_panama,https://files.worldfloraonline.org/Files/MBG/Flora_Of_Panama/Flora_Of_Panama.zip,http://creativecommons.org/licenses/by/4.0,26f84bd303a1887afa8b4118613bbb1e1fe284eaf405e10b504533380517141e,08c32d8fded564b8f8dd1f2207ac33df10d823708e309e38afe6cc6fe65332cf,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-27ef62f5f1ce57d09bab,Akrosida floribunda,flower_primary_color,flower_colour,yellow,yellow_orange,WFO:nybg_brittonia:wfo-0000508358,https://list.worldfloraonline.org/wfo-0000508358,Akrosida floribunda species treatment (nybg brittonia),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_brittonia:wfo-0000508358,"petals pale yellow (fading purplish?), drying brownish, 6-8 x 4 mm, with the margins of the claw stellate-pubescent, otherwise glabrous, the base of the claw biauriculate, the auriculae minute to obsolete, pubescent (best observed in an abscised corolla from the abaxial side);",wfo_id_species_rank_accepted_name_exact,Akrosida floribunda,Accepted,wild_or_flora_treatment,,nybg_brittonia,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_brittonia/nybg_wfo_dwca_brittonia.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,c9cafe5d1a2b33159c539df6a0dc3f07cbfd253eaf4834f736737420b2accacc,27af2f15a79a4d91b089e079c707adc104cb23b82b40cc0b718af8614a655698,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-a56f6a964acf61f7a9d2,Hyperbaena domingensis,flower_primary_color,flower_colour,green_brown_inconspicuous;white;yellow_orange,multicolored_variable,WFO:nybg_brittonia:wfo-0000727224,https://list.worldfloraonline.org/wfo-0000727224,Hyperbaena domingensis species treatment (nybg brittonia),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_brittonia:wfo-0000727224,"Flowers white, green- ish-brown or greenish-yellow; sepals 6 in 2 series, the outer obovate, ca 0.6 mm long, ca 0.4 mm broad, glabrous to very sparsely villous, the inner broadly ovate, ca 0.8 mm long, ca 0.7 mm broad, glabrous; petals 6 in 2 similar series, broadly obovate to orbicular, ca 0.5 mm long and broad, glabrous; stamens usually 6; filaments ca 0.4 mm long. Female inflorescences axillary, usually solitary, paniculate, sometimes racemose, much longer than the petiole, ascending to spread- ing-ascending, slender, glabrous to villous; peduncles 1-2.8 cm long; rachis 3-15 cm long; bracts lanceolate, ca 1 mm long, ca 0.3 mm broad, glabrous to villous; pedicels 1-15 mm long; bractlets 3, lanceolate, ca 0.6 mm long, ca 0.3 mm broad, glabrous to sparsely villous. Flowers greenish-yellow, glabrous;",wfo_id_species_rank_accepted_name_exact,Hyperbaena domingensis,Accepted,wild_or_flora_treatment,,nybg_brittonia,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_brittonia/nybg_wfo_dwca_brittonia.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,77bd56704e0ea705ecbcc400e581ed8b10ac916f4883b2592dc0345a444a5a5c,821b0d691ca08e22b16bd10a148c91a502fd43eb4ee10da6dcaff3c0dbbe8563,2026-08-07,rules_only_multilingual_v1,resolved_direct,medium,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-d26fdc8097ed6278a0fe,Hyperbaena winzerlingii,flower_primary_color,flower_colour,yellow,yellow_orange,WFO:nybg_brittonia:wfo-0000727269,https://list.worldfloraonline.org/wfo-0000727269,Hyperbaena winzerlingii species treatment (nybg brittonia),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_brittonia:wfo-0000727269,Flowers greenish-yellow (?);,wfo_id_species_rank_accepted_name_exact,Hyperbaena winzerlingii,Accepted,wild_or_flora_treatment,,nybg_brittonia,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_brittonia/nybg_wfo_dwca_brittonia.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,5c60f93b5fdfcae3e911d4fc1bed882a6a0bc30053d7dba3d54148b333247460,20730d27d9555769e063b3e18eb9aa52c66360981b9aa0fa560023bf0dfbbb95,2026-08-07,rules_only_multilingual_v1,resolved_direct,medium,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-430469de029ffecddfa4,Tabebuia rosea,flower_primary_color,flower_colour,red_pink;white;yellow_orange,multicolored_variable,WFO:nybg_brittonia:wfo-0000780302,https://list.worldfloraonline.org/wfo-0000780302,Tabebuia rosea species treatment (nybg brittonia),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_brittonia:wfo-0000780302,"Corolla white to pink or lavender, throat opens yellow turning white;",wfo_id_species_rank_accepted_name_exact,Tabebuia rosea,Accepted,wild_or_flora_treatment,,nybg_brittonia,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_brittonia/nybg_wfo_dwca_brittonia.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,4298e4796cc708f18907a02dde70a92b038a68ecfaaecc04d4f17f255eb91cf2,1cb204c5b282c67dcd195fec56d35d5fe141c9236c08f3a85ebca908e1f01893,2026-08-07,rules_only_multilingual_v1,resolved_direct,medium,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-eeea8fea3e4437ca5e1b,Eugenia buxifolia,flower_primary_color,flower_colour,white,white,WFO:nybg_floraneotropica:wfo-0000247082,https://list.worldfloraonline.org/wfo-0000247082,Eugenia buxifolia species treatment (nybg floraneotropica),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_floraneotropica:wfo-0000247082,"petals glabrous, white to tan when dry, suborbicular, 2-4 mm in diam.;",wfo_accepted_usage_from_exact_synonym,Eugenia buxifolia,Synonym,wild_or_flora_treatment,,nybg_floraneotropica,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_floraneotropica/nybg_wfo_dwca_floraneotropica.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,5b7c47fa63ba04918cec6f5ebad42e0b913a7fccfe2598a95dbaf3b72710f54d,1588a4b7b2ea6bfcef2225d00e30658f198207b09e1a273a4f4c13c292ab4cec,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-f96f993af56bffdde42e,Pavonia stenopetala,flower_primary_color,flower_colour,white,white,WFO:nybg_floraneotropica:wfo-0001249551,https://list.worldfloraonline.org/wfo-0001249551,Pavonia stenopetala species treatment (nybg floraneotropica),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_floraneotropica:wfo-0001249551,"petals 10 x 3 mm, white;",wfo_id_species_rank_accepted_name_exact,Pavonia stenopetala,Accepted,wild_or_flora_treatment,,nybg_floraneotropica,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_floraneotropica/nybg_wfo_dwca_floraneotropica.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,fd8211b15f28b709f6c351a30354b7087afe432e8e0243e8b5963cfdc07953b4,135b89e2a6d34873869bb3671fb3d817ef7f1226ec9af2088c729fcea2e051a6,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-f7775c30904651b7dbdd,Spirotecoma rubriflora,flower_primary_color,flower_colour,blue_purple;red_pink,multicolored_variable,WFO:nybg_floraneotropica:wfo-0000779625,https://list.worldfloraonline.org/wfo-0000779625,Spirotecoma rubriflora species treatment (nybg floraneotropica),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_floraneotropica:wfo-0000779625,"corolla dark purplish red or brownish purple, the tube sometimes pale orangish or greenish, tubular-infundibuliform, gradually tapering to the narrower base of tube, slightly curved, strongly bilabiate, apparently with two upper lobes held horizontally and three lower ones strongly reflexed, 3-6 cm long, 0.8-1.2 cm wide at mouth of tube, the tube 2-4 cm long, the rather narrow lobes 0.7-2 cm long, glabrous except for a few inconspicuous lepidote scales, completely glabrous inside even at stamen insertion;",wfo_id_species_rank_accepted_name_exact,Spirotecoma rubriflora,Accepted,wild_or_flora_treatment,,nybg_floraneotropica,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_floraneotropica/nybg_wfo_dwca_floraneotropica.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,24a100225b7253fc5126a21f3cc3e332d51cc6adecf87d30ace7ae2cd814cef8,1eec3c1bde0a1a93d41a5c884804b34e383b4b02609b75909fdd75be700b9d79,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-1452f10347f949def01f,Tabebuia bibracteolata,flower_primary_color,flower_colour,purple,blue_purple,WFO:nybg_floraneotropica:wfo-0000780127,https://list.worldfloraonline.org/wfo-0000780127,Tabebuia bibracteolata species treatment (nybg floraneotropica),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_floraneotropica:wfo-0000780127,"Flowers with calyx irregularly bilabiate, 10-15 mm long, 5-8 mm wide, strongly rufescent from the peculiar stalked-lepidote trichomes, the corolla magenta to dark purple, tubular-infundibuliform, 3-5 cm long, 0.8-1.5 cm wide at mouth of tube, the tube 2-3.5 cm long, the lobes ca.",wfo_id_species_rank_accepted_name_exact,Tabebuia bibracteolata,Accepted,wild_or_flora_treatment,,nybg_floraneotropica,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_floraneotropica/nybg_wfo_dwca_floraneotropica.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,2c69662b21b04daaec2403e58bcb0f4a692a26657af7237153aecf18d7207645,aab6f7c68e09eeeb4ee563f0d06ec732c3abc62eda17c9e24111658b3590b5e1,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-b531031ec9eb2e4cfd3d,Acacia floribunda,flower_primary_color,flower_colour,yellowish,yellow_orange,WFO:nybg_memoirs:wfo-0000192754,https://list.worldfloraonline.org/wfo-0000192754,Acacia floribunda species treatment (nybg memoirs),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_memoirs:wfo-0000192754,"Flowers in axillary, sessile or briefly pedunculate, loose, yellowish-white spikes.",wfo_id_species_rank_accepted_name_exact,Acacia floribunda,Accepted,wild_or_flora_treatment,,nybg_memoirs,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_memoirsnybg/nybg_wfo_dwca_memoirsnybg.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,4747d4c01780309302cfa280a6b10d2f3c39220541375c4b9e8488401c0db486,d99beb00731a48a7836b41d0622d527e0210221dac3e4435ba7fe797d81c3808,2026-08-07,rules_only_multilingual_v1,resolved_direct,high,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-60408531648f4c20c6d5,Erythroxylum brevipes,flower_primary_color,flower_colour,white,white,WFO:nybg_memoirs:wfo-0000679720,https://list.worldfloraonline.org/wfo-0000679720,Erythroxylum brevipes species treatment (nybg memoirs),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_memoirs:wfo-0000679720,"petals white, obovate, 2.5-3 mm long, crenate at margins, with a 1 mm long appendage within, at base;",wfo_id_species_rank_accepted_name_exact,Erythroxylum brevipes,Accepted,wild_or_flora_treatment,,nybg_memoirs,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_memoirsnybg/nybg_wfo_dwca_memoirsnybg.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,8d7958da92fb568b7dad0fb2798045314926c26ba99973a30cd3baf3e7244d82,5b78f81b525060f34f383f9bdac29b8d60c59177473135e10a1d6315ee558426,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-0b670facb8244105f36c,Selenipedium palmifolium,flower_primary_color,flower_colour,green_brown_inconspicuous;red_pink;yellow_orange,multicolored_variable,WFO:nybg_memoirs:wfo-0000309221,https://list.worldfloraonline.org/wfo-0000309221,Selenipedium palmifolium species treatment (nybg memoirs),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_memoirs:wfo-0000309221,"Flowers translucent pale green, the lip yellow with a deep red inner rim: sepals ovate, the lateral sepals connate for nearly whole length, the resulting structure shallowly emarginate, 18—25 X 8-15 mm;",wfo_id_species_rank_accepted_name_exact,Selenipedium palmifolium,Accepted,wild_or_flora_treatment,,nybg_memoirs,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_memoirsnybg/nybg_wfo_dwca_memoirsnybg.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,b07dd43a2315315b79e19a470c7d2876439f127ae14302f5417fded1a454b8a8,67cd05380ac11106580e1e5ffd6cf7c720e0c5e78bd3fae4b128609c41526a86,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-6e43ee11cf0860d75e4b,Senna alata,flower_primary_color,flower_colour,yellow,yellow_orange,WFO:nybg_memoirs:wfo-0000214728,https://list.worldfloraonline.org/wfo-0000214728,Senna alata species treatment (nybg memoirs),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:nybg_memoirs:wfo-0000214728,"petals yellow, 1.5—2.2 cm long, concave, obovate, clawed, obtuse at apex, the lower central petal longer;",wfo_id_species_rank_accepted_name_exact,Senna alata,Accepted,wild_or_flora_treatment,,nybg_memoirs,https://files.worldfloraonline.org/Files/NYBG/nybg_wfo_dwca_memoirsnybg/nybg_wfo_dwca_memoirsnybg.zip,https://creativecommons.org/licenses/by-nc-sa/3.0/,d2ef14979465c16aa027c6f6475c9dd1cd100300281b0d209d4f62f3f019fb41,1cf58a456a61cf8b7af8394a450a1e146bbbcecc1e8ed3d01de5db9cda4dde11,2026-08-07,rules_only_multilingual_v1,resolved_direct,medium,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-92032c65bc8d754c273e,Rhododendron hongkongense,flower_primary_color,flower_colour,blue_purple;red_pink;white,multicolored_variable,WFO:rhododendron_monograph:wfo-0001229728,https://list.worldfloraonline.org/wfo-0001229728,Rhododendron hongkongense species treatment (rhododendron monograph),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:rhododendron_monograph:wfo-0001229728,"Corolla white with a variable number of violet to red–purple spots on the upper lobes, occasionally with a yellow centre, puberulous on the outside of the tube;",wfo_id_species_rank_accepted_name_exact,Rhododendron hongkongense,Accepted,wild_or_flora_treatment,English,rhododendron_monograph,https://files.worldfloraonline.org/Files/Edinburgh/Rhododendron/Rhododendron.zip,CC BY-NC-SA,f541897f4dfcc8731c054915615c2dd34e3ba549a93d362a0a122237c60c2645,40aef74446ab5db0813b53a4737a94a2d31ac81c9f0c8dc4f8d6035f7b6aeceb,2026-08-07,rules_only_multilingual_v1,resolved_direct,medium,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-b7dc061a5383a934e3b1,Rhododendron maximum,flower_primary_color,flower_colour,blue_purple;green_brown_inconspicuous;red_pink;white;yellow_orange,multicolored_variable,WFO:rhododendron_monograph:wfo-0001047074,https://list.worldfloraonline.org/wfo-0001047074,Rhododendron maximum species treatment (rhododendron monograph),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:rhododendron_monograph:wfo-0001047074,"Corolla campanulate, white to rose–purple, with yellowish–green flecks, 25–30mm.",wfo_id_species_rank_accepted_name_exact,Rhododendron maximum,Accepted,wild_or_flora_treatment,English,rhododendron_monograph,https://files.worldfloraonline.org/Files/Edinburgh/Rhododendron/Rhododendron.zip,CC BY-NC-SA,74db4dc522c2d66ca177482f0ae736356208850e47cca1844e40a95c01b6f9c3,f515af41f94f36ddcd5d945a72d763a39c5f3997c978d420e2a36cdb358692d1,2026-08-07,rules_only_multilingual_v1,resolved_direct,medium,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-02d35105e42cbe94a09d,Rhododendron ponticum,flower_primary_color,flower_colour,blue_purple;red_pink,multicolored_variable,WFO:rhododendron_monograph:wfo-0000400178,https://list.worldfloraonline.org/wfo-0000400178,Rhododendron ponticum species treatment (rhododendron monograph),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:rhododendron_monograph:wfo-0000400178,"Corolla campanulate, lilac–pink to purple, usually with greenish–yellow flecks, 35–50mm.",wfo_id_species_rank_accepted_name_exact,Rhododendron ponticum,Accepted,wild_or_flora_treatment,English,rhododendron_monograph,https://files.worldfloraonline.org/Files/Edinburgh/Rhododendron/Rhododendron.zip,CC BY-NC-SA,d90ad5bdb270d72ff841bd00725ce8c8ab2f7fe694e5f9d7213f1ae5591cf391,9bb7e11ad7c952a3bcff835449c9bca081b78d15b18cf8a16b18569a9f983f45,2026-08-07,rules_only_multilingual_v1,resolved_direct,medium,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-4f31e7cbb3391e85927d,Rhododendron simsii,flower_primary_color,flower_colour,red_pink;white,multicolored_variable,WFO:rhododendron_monograph:wfo-0000405453,https://list.worldfloraonline.org/wfo-0000405453,Rhododendron simsii species treatment (rhododendron monograph),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:rhododendron_monograph:wfo-0000405453,"Corolla broadly funne1–shaped, 25–60mm, white to dark red, upper lobes with darker flecks;",wfo_id_species_rank_accepted_name_exact,Rhododendron simsii,Accepted,wild_or_flora_treatment,English,rhododendron_monograph,https://files.worldfloraonline.org/Files/Edinburgh/Rhododendron/Rhododendron.zip,CC BY-NC-SA,baae10e699ca743efc02cc33ab09041bcd1fb69e0a1f13c1b3bcc4cd90b68572,cd0a8cbc6916abb10caee9bb38cfe3c7b95de2436f9e159ab5e678d373d3db9d,2026-08-07,rules_only_multilingual_v1,resolved_direct,medium,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-d104620f91d8c1fb0f31,Solanum anfractum,flower_primary_color,flower_colour,blue_purple;white,multicolored_variable,WFO:solanaceae_source:wfo-0001026205,https://list.worldfloraonline.org/wfo-0001026205,Solanum anfractum species treatment (solanaceae source),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:solanaceae_source:wfo-0001026205,"In Solanum anfractum, flower colour varies between white, cream, blue, violet, pale mauve, purple and magenta pink.",wfo_id_species_rank_accepted_name_exact,Solanum anfractum,Accepted,wild_or_flora_treatment,eng,solanaceae_source,https://files.worldfloraonline.org/Files/Solanaceae/WFO/Solanaceae.zip,,3462a44f1b18edef32fef635a3f3eeabb02cae3c7b8e2ef51c22a7d07fad72d0,042da4adb0b74d513d98442a04b500dd4b45d627bc539dba6472c9b22854e43f,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-f9e4d4e7218670912c8d,Solanum athenae,flower_primary_color,flower_colour,white,white,WFO:solanaceae_source:wfo-0001026377,https://list.worldfloraonline.org/wfo-0001026377,Solanum athenae species treatment (solanaceae source),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:solanaceae_source:wfo-0001026377,"felinum, deeply stellate purple corolla (stelliform, white in S.",wfo_id_species_rank_accepted_name_exact,Solanum athenae,Accepted,wild_or_flora_treatment,eng,solanaceae_source,https://files.worldfloraonline.org/Files/Solanaceae/WFO/Solanaceae.zip,,9a583f670a5acd7c1819eb5af1cd4b83a2895073839e04137c70a6e75f80c4bd,9417fd1308c5441d4dab7050737454c7bb579ad13ec28cb6bbaa2fcd0f4b9b70,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_floral_colour_state,False,reviewed_comparison_colour_belongs_to_other_species,False,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,False,reviewed_comparison_colour_belongs_to_other_species
