"accepted_species","axis","trait_name","normalized_value","quality","source_group","provider","source_url","candidate_id","source_citation","exact_supporting_quote","evidence_scope","name_match_method","source_lineage","lineage_method","source_run_id","source_artifact","source_file","acceptance_contract","accepted_correct","cultivar_status","reviewer","reviewed_at_utc","audit_reason"
"Dorstenia tayloriana","floral_structural_complexity","floral_form","tubular","high","latest_public_web","kew_flora_tropical_east_africa","https://list.worldfloraonline.org/wfo-0000654670","wfo-africa-12c8c691201b5ed76a11dbc3","Flora of Tropical East Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Pistillate flowers up to ± 10; perianth tubular; stigmas 2.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_tropical_east_africa:Dorstenia tayloriana","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_ftea.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Dorstenia tayloriana","floral_structural_complexity","floral_form","tubular","high","latest_public_web","kew_flora_zambesiaca_current","https://list.worldfloraonline.org/wfo-0000654670","wfo-africa-cf0093d0ad586963a9265419","Flora Zambesiaca, Royal Botanic Gardens, Kew, official WFO DwC-A","Pistillate flowers up to c. 10; perianth tubular; stigmas 2.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_zambesiaca_current:Dorstenia tayloriana","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fz.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Dorstenia zanzibarica","floral_structural_complexity","floral_form","tubular","high","latest_public_web","kew_flora_tropical_east_africa","https://list.worldfloraonline.org/wfo-0000654724","wfo-africa-baa1c7155c89ed518aebafcf","Flora of Tropical East Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Pistillate flowers numerous; perianth shortly tubular; stigma 1 (sometimes a rudimentary second one).","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_tropical_east_africa:Dorstenia zanzibarica","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_ftea.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Evolvulus alsinoides","floral_structural_complexity","floral_form","funnel_trumpet","high","latest_public_web","kew_flora_zambesiaca_current","https://list.worldfloraonline.org/wfo-0001296659","wfo-africa-b21670849a7bca244d61719e","Flora Zambesiaca, Royal Botanic Gardens, Kew, official WFO DwC-A","Corolla blue, rarely white, the folds paler beneath, broadly funnel-shaped, up to 8 mm. long and wide.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_zambesiaca_current:Evolvulus alsinoides","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fz.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Graptophyllum pictum","floral_structural_complexity","floral_form","tubular","high","latest_public_web","kew_flora_west_tropical_africa","https://list.worldfloraonline.org/wfo-0000708612","wfo-africa-bebc214b6944ef2bdd0d9d2a","Flora of West Tropical Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Red-purple tubular flowers 1-11/2 in. long in narrow panicles","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_west_tropical_africa:Graptophyllum pictum","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fwta_wfo.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Heliotropium zeylanicum","floral_structural_complexity","floral_form","tubular","high","latest_public_web","kew_flora_west_tropical_africa","https://list.worldfloraonline.org/wfo-0001215464","wfo-africa-c6e7955b5de512c0fb676a26","Flora of West Tropical Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Small whitish tubular flowers in lax scorpioid spikes up to 9 in. long.","species_direct","wfo_synonym_cluster_from_exact_fixed_name","provider_treatment:kew_flora_west_tropical_africa:Heliotropium zeylanicum","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fwta_wfo.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Hexasepalum sarmentosum","floral_structural_complexity","floral_form","funnel_trumpet","high","latest_public_web","kew_flora_tropical_east_africa","https://list.worldfloraonline.org/wfo-0000943645","wfo-africa-cbcee963d4083db7e5c9d4d8","Flora of Tropical East Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Corolla mauve or white; tube glabrous, funnel-shaped, 1.8 mm. long; lobes triangular, 1 mm. long, 1 mm. wide, with a few hairs outside.","species_direct","wfo_synonym_cluster_from_exact_fixed_name","provider_treatment:kew_flora_tropical_east_africa:Hexasepalum sarmentosum","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_ftea.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Ipomoea eriocarpa","floral_structural_complexity","floral_form","funnel_trumpet|tubular","high","latest_public_web","kew_flora_zambesiaca_current","https://list.worldfloraonline.org/wfo-0001296667","wfo-africa-61aa6195742c75967016ac70","Flora Zambesiaca, Royal Botanic Gardens, Kew, official WFO DwC-A","Corolla tubular to funnel-shaped, mauve, white, pink or white with a mauve centre, up to 10 mm. long, midpetaline areas pilose.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_zambesiaca_current:Ipomoea eriocarpa","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fz.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Isonema smeathmannii","floral_structural_complexity","floral_form","tubular","high","latest_public_web","kew_flora_west_tropical_africa","https://list.worldfloraonline.org/wfo-0000218103","wfo-africa-ac44cba1765cbe3fa3451b59","Flora of West Tropical Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Red-brown tubular flowers","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_west_tropical_africa:Isonema smeathmannii","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fwta_wfo.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Nesogenes madagascariensis","floral_structural_complexity","floral_form","funnel_trumpet|tubular","high","latest_public_web","kew_flora_zambesiaca_current","https://list.worldfloraonline.org/wfo-0001240556","wfo-africa-d6d246cfd530715a441a6659","Flora Zambesiaca, Royal Botanic Gardens, Kew, official WFO DwC-A","Corolla white, cream, pink or mauve, tubular-infundibuliform; tube c. 4 mm long, lobes c. 1 mm long, rounded.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_zambesiaca_current:Nesogenes madagascariensis","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fz.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Pseuderanthemum ludovicianum","floral_structural_complexity","floral_form","tubular","high","latest_public_web","kew_flora_west_tropical_africa","https://list.worldfloraonline.org/wfo-0000393364","wfo-africa-c4351558e0ecf1b4886ca17d","Flora of West Tropical Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Narrow tubular flowers white or purplish-tinged, 11/2 in. or more long forming a spike-like panicle 4-10 in. long.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_west_tropical_africa:Pseuderanthemum ludovicianum","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fwta_wfo.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Raphia farinifera","floral_structural_complexity","floral_form","tubular","high","latest_public_web","kew_flora_tropical_east_africa","https://list.worldfloraonline.org/wfo-0000294899","wfo-africa-fb6abfc6569dcae02e500492","Flora of Tropical East Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Pistillate flower enclosed in a 2-keeled prophyll to 8 mm. long and a second bracteole to 3 mm. long; calyx tubular, truncate, usually splitting, to 8 mm. by 4 mm.; corolla much shorter than the calyx, hence hidden, tubular in the proximal 2 mm., with poorly developed apiculate lobes to 3 mm. long by 2 mm. wide; staminodes 6, very inconspicuous; ovary to 5 mm. long by 3 mm. wide, covered in vertical rows of reflexed orangey brown fimbriate scales.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_tropical_east_africa:Raphia farinifera","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_ftea.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Ruellia primuloides","floral_structural_complexity","floral_form","tubular","high","latest_public_web","kew_flora_west_tropical_africa","https://list.worldfloraonline.org/wfo-0000667883","wfo-africa-a3b423e816cff422117fd955","Flora of West Tropical Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Pale blue or lilac slender-tubular flowers spreading limb.","species_direct","wfo_synonym_cluster_from_exact_fixed_name","provider_treatment:kew_flora_west_tropical_africa:Ruellia primuloides","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fwta_wfo.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Scepocarpus sansibaricus","floral_structural_complexity","floral_form","tubular","high","latest_public_web","kew_flora_tropical_east_africa","https://list.worldfloraonline.org/wfo-0001143654","wfo-africa-01bb41b43e58bc56900cd4ae","Flora of Tropical East Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Female flowers sessile; perianth tubular, with 4 teeth at apex; ovary enclosed except for penicillate stigma.","species_direct","wfo_synonym_cluster_from_exact_fixed_name","provider_treatment:kew_flora_tropical_east_africa:Scepocarpus sansibaricus","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_ftea.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Senecio vulgaris","floral_structural_complexity","floral_form","tubular","high","latest_public_web","kew_flora_tropical_east_africa","https://list.worldfloraonline.org/wfo-0000011329","wfo-africa-df0c1c878ca0ac1b8ab57297","Flora of Tropical East Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Ray florets 0; disc florets yellow, corolla 5 mm long, tube expanded in the upper 1/3, glabrous, narrowly tubular below, lobes 0.5 mm long.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_tropical_east_africa:Senecio vulgaris","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_ftea.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Spermacoce chaetocephala","floral_structural_complexity","floral_form","funnel_trumpet","high","latest_public_web","kew_flora_zambesiaca_current","https://list.worldfloraonline.org/wfo-0000312316","wfo-africa-df12573720f38dabc4d016ac","Flora Zambesiaca, Royal Botanic Gardens, Kew, official WFO DwC-A","Corolla white or pale mauve; tube narrowly cylindrical with upper quarter funnel-shaped and c. 4 rimes as wide as basal part of tube, altogether 1.3 mm. long; lobes 0.8 x 0.4 mm., ovate-elliptic.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_zambesiaca_current:Spermacoce chaetocephala","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fz.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Freesia grandiflora","floral_structural_complexity","floral_symmetry","zygomorphic","high","latest_public_web","kew_flora_tropical_east_africa","https://list.worldfloraonline.org/wfo-0000789528","wfo-africa-fce36e3553158a9ef3448bd3","Flora of Tropical East Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Flowers zygomorphic, red (rarely pink), the lower 3 tepals each with a darker red mark at the base; perianth-tube erect, campanulate, slender below, broad and cupped above, 2-3 cm. long, the upper part, ± 4 mm.; tepals unequal, lanceolate, the upper erect, 2.2-3(-3.5) cm. long, the lower 3 ascending to nearly horizontal, 2.1-2.6 cm. long.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_tropical_east_africa:Freesia grandiflora","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_ftea.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Abutilon angulatum","flower_colour","flower_primary_color","blue_purple|yellow_orange","high","latest_public_web","kew_flora_west_tropical_africa","https://list.worldfloraonline.org/wfo-0000511722","wfo-africa-d22a1c28bcb9d047ce49ad4e","Flora of West Tropical Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Flowers yellow or lilac with dark purple centre","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_west_tropical_africa:Abutilon angulatum","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fwta_wfo.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Adenocarpus mannii","flower_colour","flower_primary_color","yellow_orange","high","latest_public_web","kew_flora_tropical_east_africa","https://list.worldfloraonline.org/wfo-0000213120","wfo-africa-6f6cb4a2c918e36c07ad41c3","Flora of Tropical East Africa, Royal Botanic Gardens, Kew, official WFO DwC-A","Petals yellow; standard suborbicular, ± 8 mm. in diameter, with a short claw, shortly pilose on the back; wings and keel about equal in length to the standard; keel obtuse at the apex.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_tropical_east_africa:Adenocarpus mannii","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_ftea.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
"Aerangis kotschyana","flower_colour","flower_primary_color","red_pink|white","high","latest_public_web","kew_flora_zambesiaca_current","https://list.worldfloraonline.org/wfo-0000840599","wfo-africa-fdc98c3a1b6bd90c07c0c5fa","Flora Zambesiaca, Royal Botanic Gardens, Kew, official WFO DwC-A","Flowers in 2 rows, white, often tinged with salmon-pink.","species_direct","wfo_june_2026_exact_accepted_species_family_consistent","provider_treatment:kew_flora_zambesiaca_current:Aerangis kotschyana","provider_accepted_species_treatment","wfo-kew-africa-three-floras-20260810","wfo-kew-africa-official-dwca-20260810","kew_fz.zip::description.txt","official_wfo_dwca_exact_species_description_quote_v2","true","wild_or_naturalised_flora_treatment","OpenAI Codex source-text holdout review","2026-08-10T00:00:00Z","accepted: species identity, direct trait value, exact quote, and official-flora provenance verified"
