candidate_id,trait_name,accepted_species,normalized_value,source_provider,source_url,source_citation,source_excerpt,content_fingerprint,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,audit_hash
florml-e55e99f34cc0a4f5d04853c3,flower_size_class,Schizomeria carrii,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Flowers bisexual, 5-8 mm diameter, 5-merous (except for gynoecium); almost sessile to pedicellate, pedicel 0.5-2 mm long; hypanthium tomentose, up to c. 0.5 mm high; calyx lobes 2-2.6 by 1-2 mm, outer surface almost glabrous; petals with the basal part c. 1 mm long, lobes up to 0.6-0.8 mm long; filaments 1.7-2.5 mm, anthers 0.6-0.8 mm long; disc lobes c. 0.6 mm diameter; ovary superior, 2-carpellate, ± spherical, 1-2 by 1-2.5 mm, tomentose; styles 0.8-1.1 mm long.",37aef9a229b9ac472428f5e4b36af0d54545ba232f9556c89a7b1d3870743427,,,,,,07864dbded7e02f5532f386b87b78cdaae5d2fc986dd732dae17395409629140
florml-6f8a9c1b3ac8f0d45d0b4190,flower_size_class,Dillenia albiflos,large,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive",Flowers ca 4 cm diam.,3f34d1854263572711d33944d2041138e538303b2146e8ab5edb72e20026d57f,,,,,,08171665ea0443371a323da6e5d4769e9961996f2e9abea23024a03c89557272
florml-c25c45f87d1539e69ea630df,flower_size_class,Rhododendron comparabile,large,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla funnel-shaped, white, fragrant, (4-)4.5(-4.8) cm long in all (5 cm ø at limb when fresh), laxly to subdensely set with minute substellate scales outside, short-pubescent at tube inside, tube straight, subcylindric, c. 2.5 cm, at base markedly 5-saccate, 5-6 mm ø, gradually dilated to 8-12 mm at apex, lobes broadly obovate or suborbicular, spreading, (1.5-)2 cm ø.",61e7f911397a44d94dd316dffcdd26e243e6051b6e9908949de45cc160f73bdc,,,,,,088da1713f8cde6c5f6a4bdf475bfec161b0848e69d67d40febf26b9bd64f1e0
florml-dc3d692929940c3d65ff7aa4,flower_size_class,Epirixanthes pallida,very_small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Flowers c. 1.8 mm long, whitish.",0086c916559fdbd9c38a9d0561ae073d198f3f6f75602936d994d31b68467e67,,,,,,098c0c099e69b153265c1d828aebec4229b78e4835190a1793d27da3d74f3312
florml-178beae790355b5afc82e9f1,flower_size_class,Dimorphanthera keysseri,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla campanulate, (6-)7(-8) mm long when fully developed, fleshy, pink, 5-split halfway.",18a169f48e42db2100da4e6f94a514340f49141fd428c0e1020c7f71347ab122,,,,,,09f630edb2d84d2b5eff271bebd18de15b164c968dae5c7140d072f4200e3950
florml-aa0a348873f2baaefaa55144,flower_size_class,Gonystylus augescens,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive",Flowers (expanded) 7-9 mm diam.,1d57e269184ce406f7510982ca68d72a8ecaf4187f7da615a8c4c6e5915d5cf8,,,,,,0a4339a09b5e335b8ae564af95e2e3f1d04313737c6cdd02fe715f187c84ec07
florml-6b027486d53ad9da210edcd6,flower_size_class,Rhododendron nanophyton,medium,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla dark brick-red, tubular, somewhat oblique, +- straight, 1.3-1.4(-1.5) cm long in all, 2.5 mm ø at the base, c. 3.5 mm at the mouth, densely set with thickish scales outside, margin of the lobes excepted, glabrous inside, lobes slightly unequal, ovate to nearly rounded, irregularly crenulate (but not erose-denticulate) at the apex, c. 3 by 2 mm.",845d832b5a5c7bfa78cad5f42760b39ae42941ae2b9eb7d3fe792c7e4d3b827d,,,,,,0b85627ffa0218e9e880b6e8b2a8f725d91b02b805e52cbb45a6a15b85c8b340
florml-33952d9f9f4efb29d592d5cd,flower_size_class,Rhododendron leptobrachion,large,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla tubular, scarlet to fiery red, 3-3.5(-4) cm long in all, laxly or very laxly lepidote especially towards the base outside, subdensely very shortly pubescent at the tube inside, tube subcylindric, straight, c. 2.5 cm, the base manifestly 5-saccate, c. 4 mm ø, dilated to 5-6 mm at apex, lobes broadly obovate or suborbicular, erecto-patent at anthesis, 1-1.3 by0.7-0.9(-1)cm.",b52c67ee64ce49e8c0b2d5d237080c4da4668fd9bec3cc3c8da52afd08f3e295,,,,,,0c08ab0a8478b993c226430b3660da737bc59a3990cb2ed47205b507ce5e7ee7
florml-a0468773fd34fc388b4b1f39,flower_size_class,Scaevola verticillata,medium,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive",Flowers 14 mm long.,f44ae9a264c014344a4504bc9ff47a470c782a0d693a278b95fd49529ab0e08a,,,,,,0c09c774840216cd9d202dd618419b3b1a9c58788c03e32f0a9f0a1b155f147e
florml-43b5a1db2e5815b8a1c7a61e,flower_size_class,Rhododendron ciliilobum,medium,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla tubular, c. 2 cm long in all, c. 3 mm ø at the base, c. 5 mm below the lobes, laxly lepidote outside, glabrous inside, lobes ovate to suborbicular, 4 by 3-4 mm, erect initially, finally ± spreading, manifestly erose- denticulate and ciliate at the apex.",e19f3dad61bf25c7cb351332426058d0633f6f25703c1016e4188aee7ffe8d51,,,,,,0c0bf3fd4245b925f731ff76fa910cba61fc4bd88a5323dd1a52640f57b97756
florml-ceeb0b80b79fc9bc9c5b09f2,flower_size_class,Pentastemona egregia,medium|small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Flowers campanulate-urceolate, 12-20 mm long, 18-20 mm diameter; pedicels 3-4 mm long; perianth rather thickly fleshy, connate for slightly over half of its length, pale greenish yellow, tube 6-12 mm long, c. 10 mm wide, lobes roundish, 6-9 mm long, spreading and somewhat recurved in anthesis. Staminal ring fused with the basal part of the perianth tube and the hypanthium; outgrowths of the connectives narrow and somewhat bent down towards the stigma; ovary dentately ribbed, shorter than the perianth, c. 5 mm high, the ribs extending on the perianth-tube; stigma flattish, 3- or 4-lobed.",4241c0d646f87eb34b78fcf51b777fec3ce93e92fa26c0890eab28d5ce58955b,,,,,,0d45ea540ff4105e67bed2a5053475edbc2ff5794acbe54a661df7669953ee58
florml-16d46025736892eb572df443,flower_size_class,Ipomoea abrupta,large,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla funnel-shaped, 7.5-9 cm long.",c142cdd0b8245dfe842e267e857da264d1445e06e63e0dcbb920d85476df760d,,,,,,0eb5fcbb6fbddb8c2dd61af52650332a01c64682efd50a031f145aa532fe4bbb
florml-10a49feb719c5fa5a295fc03,flower_size_class,Rhododendron zollingeri,medium,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla tubular, 1.4-1.5 cm long in all, brick red to scarlet, subdensely lepidote outside, margin of the lobes excluded, glabrous inside, tube c. 1 cm long, 3-4 mm ø at base, slightly dilated towards the limb, lobes suborbicular, c. 4 mm ø, straight.",9d291c5d9d23f18f5dd27322c247d33d3f3cc0e2f76bef83f50d62fbad43364b,,,,,,1063a8fef6ce7676f0934a218c43282f99153df4f03f9f2ee640c2673e672a74
florml-07fe3536c4e5e4e7cebc5e3f,flower_size_class,Mapania richardsii,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive",Flowers 6 mm long; outermost scales ciliate in the upper half.,e08f932955ec87eaf55e7c744a84d16c2524fecf936a0ce3ffaddd935d3b622d,,,,,,10d73a923aa9dd3411b2f3456e0b0dba2e566aa8608f8c676ac106b3fc793931
florml-8bd9147cceaabe5620b31dcf,flower_size_class,Osmoxylon barbatum,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Calyx rim obsolete; corolla 4-lobed above, tubular below, c. 4 mm long; stamens 7 or more, rarely fewer, exserted; ovary subcylindric c. 3 mm long, angled, 7-celled; disk with a central stigmatic boss.",5b135b1ac811522ccd9a69ea6d36806939da31b46a1eb4ae329852e1cb440f35,,,,,,11ec6caebcda3de21953ec632c7bdea6759f2715682441bce77f9a8c33150a6c
florml-9f88d13658a856bae6da84cc,flower_size_class,Polygala exsquarrosa,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Flowers 4-5 mm long, whitish with green alae.",aa300e32c187bb47af193a85d0835d778ac3620f17987d228f96c1749fdcec8e,,,,,,12891dd7eb24b1010ed652f8cd8e55ef0c038b9aba7d132f2e703def1f23ad0c
florml-ba8936eeca11800ff1be148f,flower_size_class,Poranopsis paniculata,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla funnel-shaped, 5-6 mm long, white, the limb shallowly lobed to crenate.",b61975bd3ebadbd37618372c091aad849c112c58460195861bc5c2f548533a2e,,,,,,12debc454d5aa2983aa35b16f3efab8562884fa1557a26058c1bbc9e1d57ee83
florml-10b3772652dcaf4776a6b050,flower_size_class,Rhododendron rarilepidotum,medium,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla broadly funnel-shaped, 2-2.5 cm long in all, c. 3.5 cm ø at the limb, (dark) red to crimson, rarely orange-red, laxly lepidote or mostly glabrous outside, glabrous inside, tube 1-1.3 cm, subcylindric in the lower half, obtuse base slightly 5-saccate, 5-6 mm ø, widened to 1-1.5 cm at apex, lobes obovate-suborbicular, spreading, 1-1.3 by c. 1 cm.",c739afd2fafc4c33e6ac4de6424c7f9ab0301b8d735b507ea5150de463871358,,,,,,136cff8dca61a4bb66ea86329a89dc5496477290e3d3b895686eba1a43dd7400
florml-625e7d47b490ad8f91fb5d56,flower_size_class,Rhododendron banghamiorum,medium,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla +- open campanulate, membranous, rose-red, c. 2 cm long in all, lobed ± halfway, laxly lepidote outside, quite glabrous inside, tube 3-4 mm ø at base, gradually widened to c. 1 cm at apex, lobes obovate-subspathulate, 6-7 mm wide.",13d3b299c9a4a822788c5d9a8010d0a2b62b04ccd0563084eea1dedca1dd55c8,,,,,,158019f60684572bd894d7358c9ad3cc2a2fba5d6676d0badc498e9d4dcd3e79
florml-93839ee41ea0e8a2bcbbd4bb,flower_size_class,Pristimera verrucosa,very_small,flora_of_the_guianas,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20of%20the%20Guianas%20final%20files/Flora%20of%20the%20Guianas%20final%20files.zip,"Flora of the Guianas, official FlorML archive","Flowers 1.5-2 mm diam.; sepals membranous, deltoid to semi-orbicular, 0.4-0.7 mm long and wide, minutely erosulous; petals slightly fleshy, erect, elliptic-oblong, 1-1.5 x 0.6-1 mm, entire; disk annular, 0.1-0.2 mm high, 0.7-1 mm diam.; stamens erect or reflexed, filaments 0.3-0.5 mm long, anthers ca. 0.2 x 0.3 mm; ovary 0.4-0.5 mm diam., ovules 4 per locule, style subulate, ca. 0.2 mm long, stigmas inconspicuous.",d547e70a4899ab0cc1105d96ad4f4dbf3247385338d53942d80dc786fd1bbdcb,,,,,,1582948550fdd1ec022695ba785df6892ff3912fcfcfc27a0de5743e0a492a04
florml-538ff7bfbb13a050897315e2,flower_size_class,Rhododendron cernuum,medium,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla broadly campanulate, yellow, 1-1.2 cm long in all, 2-3 mm ø at base, c. 10 mm at limb, subdensely lepidote outside margin of the lobes excepted, glabrous inside, lobes broad-obovate, 5-6 by 4-5 mm, shortly retuse or irregularly crenate distally.",afc021c1343f9430eba97bedd702e50008248f83cb9cbd9df625f44a01f24664,,,,,,1740015002a5547874676dfb1812a414b999900bada07a1264942ee50a85941a
florml-49477eec1211eb6552d614ac,flower_size_class,Pogostemon velatus,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla dark or deep blue, slender, 7-8 mm long, pilose externally.",0eed4ab7c1163445f347aca215142e99eb92870d84aa97d9277cceb5dc891540,,,,,,1779ec938870be971de45d3a82c60a43404aa7a00d48ef9bd406dc6fa9719dd7
florml-fb1c31f493962e0555c83b51,flower_size_class,Polygala glomerata,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Flowers c. 4.5 mm long, white with green alae.",c4c69566c1fdad27a1beb7253464e439de69e40a36e86af96248fc538de5dcb4,,,,,,178d710adc02a748be70862525e997440b617a0f7404a8ef8c74c70feb193882
florml-66c3d855a62a96108f00c29f,flower_size_class,Archidendron pauciflorum,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla funnel-shaped, 4-5.5 mm long, glabrous; lobes ovate, acute, c. 1.2-3 mm long, sometimes reflexed.",222f07498571c96272b62795a999b1c98f67820720ef75c580b6287bb026864b,,,,,,18effa4dcec870ce92a420978a84676237cb0d3907fdd25704aba7b023578b6a
florml-1c8027a27182a8192c373409,flower_size_class,Dillenia suffruticosa,large,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive",Flowers ca 8-11 cm diam.,5b03c38178a404258ca7502d8ba64a6174e73fa6c5fff327cbaa85ba7424c9e6,,,,,,1ae222b2cf6c93c59d4bb0e7ba870311664ba346745e334888ee6b5948eb5458
florml-7e2e0d305dedd74ecd847d26,flower_size_class,Dillenia ovata,very_large,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive",Flower ca 16 cm diam.,7179597052e19e9c34cbf96e1ba23cea9622e49d39a649be28039afc08a06006,,,,,,1dce97abf6590783a81d34cd442133b53bbdea97e46d51df4e44b977072a75dc
florml-8002c7e7528feeadfb720686,flower_size_class,Scaevola micrantha,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Flowers 1 cm long, glabrous to rather densely pubescent.",a9fdc512531544425106c3bb0c8d38a0c65042fb4fff1341e039067e23dc3250,,,,,,1e64dfbca3529a608f711bc88acfd92c08989a43fdb456fac5e384813333a4a3
florml-85a0b70f7d65f4dec254ead2,flower_size_class,Aglaia erythrosperma,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive",Flowers c. 4.5 mm long and 3.5 mm wide; pedicels c. 1 mm.,a37fca3f4cd229426056c69bda573b0268e21400421d942d25f07610cf932a12,,,,,,1e82206afbdc7a145bca83484f228be387619445eb35c42ac3270c2f7a5a79c9
florml-de611cedb095a8349b64a8a2,flower_size_class,Wittsteinia papuana,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Corolla narrowly barrel-shaped, 6 mm long, pinkish light green; lobes 1 mm, ca- runculate inside apex.",c76b087b9de9f722955bd68a46a62809bf0e64a34a2aa7db834a141e7ab4360f,,,,,,1f3be567b122e115670e32b622f60585203ce62610d7268d99adad876482b768
florml-cf8447c4f576c5803beb61e4,flower_size_class,Dillenia philippinensis,very_large,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive",Flower ca 10-15 cm diam.,5b230c7d4e88f08ac6dffcbcb5fa42af535f18056fc900673d2cf4f18d22dcb5,,,,,,1f5c4f27a58a4757994e7fcd5db01f0d0d7f067edf3d65b68c0a7b6d70d5c213
florml-0759e5bd0fe860066d135770,flower_size_class,Thyrsacanthus secundus,large,flora_of_the_guianas,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20of%20the%20Guianas%20final%20files/Flora%20of%20the%20Guianas%20final%20files.zip,"Flora of the Guianas, official FlorML archive","Calyx campanulate, lobes subulate, 2-2.5 x 1 mm wide at base, glandular puberulent; corolla bright red, 35 mm long, slightly curved, sparingly and finely pubescent, about 3 mm in diameter at base, narrowed above ovary to 2 mm, thence gradually enlarged to 6 mm at mouth, lips about 9 mm long; style finely and sparingly pubescent.",9eaf7457786f96d6964f71dbfedd3ae9945b306092f85278c7e9d4ac4e3da4da,,,,,,1fbe084a7f2bd94f476f4b204d8f0c2ae4461bf01c1353c80bec979495a49840
florml-853bf6a4fe6fee58a1748900,flower_size_class,Santiria rubiginosa,small,flora_malesiana,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,"Flora Malesiana, Foundation Flora Malesiana, official FlorML archive","Flowers 2-3 mm long, slightly pubescent or glabrous.",1af21f2bb096e9575e0f3ab47475a9ccd99fee7a3fb926ae8e57c535ef37efa7,,,,,,1fc04d67958f2bbfb7c55b0aeba2e9e278b1434fa2de393d4a7f3fe321f81c37
florml-3c41d14a02c7c3aa7476eae4,flower_size_class,Pristimera tenuiflora,small,flora_of_the_guianas,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20of%20the%20Guianas%20final%20files/Flora%20of%20the%20Guianas%20final%20files.zip,"Flora of the Guianas, official FlorML archive","Flowers almost sessile, 2-3 mm diam.; sepals semiorbicular, unequal, 0.6-1 mm wide, margins membranous, erosulous; petals almost fleshy, erect, white, cream, pinkish or greenish, often lineolate, elliptic, 1.5 x 1 mm, margins subentire or erosulous, scariose; disk annular with free upper margin, 0.2 mm high, 0.7 mm diam.; stamens suberect, filaments 0.7 mm long, anthers 0.4 x 0.5 mm; ovary sulcate, ovules 4-6 per locule, style 0.3 mm long with a triangular stigmatic shield with 3, minute stigmas.",0f5e5ab72bf458c9ea9a13d44b9bff2b5681f5436d6e4f27ee6f842be54f07a8,,,,,,203b70e854e7f19fa45c0718f8a9ad394f60dccf770b94c22975cc8d35b930c5
