"Name_USGSO","Plate","USGS_ISID","NEAR_FID","NEAR_DIST","ALL_Uniq","Linework_S","Meaning_AL","ID_GID","NAME_wcmcI","NAME_LOCAL","OBJECTID","ChangeType","ChangeNote","ChangeRef","Shape_Leng","IslandArea","IslandCoas","Area_Geode","Coast_Geod","Shape_Length","Shape_Area","area_km2"
"Zacate","Panama",321229,-1,-1,87897,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",44348.8699289,21.1423876018,44.3488699289,21.0075393879,44.0190879106,0.399137923068215,0.00172677841471901,21.007539457461
"Sea","North America",321374,-1,-1,87902,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",42295.8607148,20.0289881761,42.2958607148,20.0484254742,40.0692796835,0.484325646520092,0.00247352363063181,20.048425507821
"Isla Cambacuá","South America",322174,-1,-1,87929,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",51908.8760141,36.5845549186,51.9088760141,36.4810584528,47.3917682442,0.445474077377983,0.00350321566753437,36.4810587691777
"Ilha Iguape","South America",322204,-1,-1,87938,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",54635.5083763,86.6638330603,54.6355083763,86.2847628893,55.3234151178,0.527021595729412,0.00769573092801106,86.2847627473633
"Ilha Grande Jutaí","South America",322291,-1,-1,87942,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",122683.724805,225.972257196,122.683724805,224.469144601,114.217563188,1.03175808772071,0.0182645891680995,224.469144608044
"Ilha Grande","South America",322293,-1,-1,87944,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",18003.2766626,20.1889668381,18.0032766626,20.0545241066,18.1041900768,0.163210859055765,0.00163134785158156,20.0545240934984
"Ilha Grande","South America",322296,-1,-1,87946,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",85881.0801305,83.3627515363,85.8810801305,82.807355255,82.7128664513,0.746363085515196,0.00673522768469612,82.8073552158771
"Ilha do Bacuri","South America",322297,-1,-1,87947,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",121240.386003,132.186621046,121.240386003,131.306135327,115.238753876,1.04034099858501,0.0106805074069796,131.306135336748
"Ilha Grande do Pacajaí","South America",322315,-1,-1,87948,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",112993.231916,374.492774971,112.993231916,371.991308994,112.12565613,1.0107198281805,0.0302372510929809,371.991308956966
"Ilha São Domingos","South America",322320,-1,-1,87949,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",116235.637185,198.919615701,116.235637185,197.590329312,112.394326835,1.01392997272704,0.0160593782066422,197.5903293735
"Ilha Mujirum","South America",322322,-1,-1,87951,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",54834.7761356,158.587615267,54.8347761356,157.527798054,52.0985154637,0.470226080861896,0.0128031507505573,157.527798151543
"Ilha Buiuçu","South America",322323,-1,-1,87952,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",121063.104793,148.985679889,121.063104793,147.990084349,120.364508063,1.08487581518231,0.0120280788727615,147.99008431802
"Ilha Jurupari","South America",322324,-1,-1,87953,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",48495.2697487,39.7861374922,48.4952697487,39.5202105917,51.4567568224,0.462989722831141,0.00321188795147577,39.5202105900751
"Ilha Santarém","South America",322325,-1,-1,87954,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",37954.6385802,43.0653553634,37.9546385802,42.7775218077,37.784933267,0.340564112920759,0.0034766488946922,42.7775218235168
"Ilha Sirituba","South America",322326,-1,-1,87955,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",177352.556027,217.025451953,177.352556027,215.57511044,174.368266366,1.572235510728,0.017520928371696,215.575110326421
"Ilha dos Macacos","South America",322328,-1,-1,87956,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",24984.8448736,26.4775816543,24.9848448736,26.3005996535,26.2988542934,0.23667001308194,0.00213747883223734,26.3005996694805
"Ilha de Palhêta","South America",322334,-1,-1,87957,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",86908.0399765,117.67902839,86.9080399765,116.892340263,86.8784981404,0.782935971249962,0.00949968837372378,116.892340332549
"Ilha Urucuricaia","South America",322335,-1,-1,87958,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",113758.604569,345.778012586,113.758604569,343.466501179,117.992113839,1.06221131246584,0.0279131496923514,343.466501100822
"Ilha das Velhas","South America",322336,-1,-1,87959,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",23499.922289,21.5299010433,23.499922289,21.3859454817,24.801962974,0.223153692215841,0.0017379265331683,21.3859454356185
"Ilha Aturiá","South America",322339,-1,-1,87960,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",87814.8320003,263.209076884,87.8148320003,261.449420211,85.6822607449,0.772659132740564,0.021247371325777,261.449420361466
"Ilha do Comandaí","South America",322340,-1,-1,87961,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",99559.4084157,256.640580258,99.5594084157,254.924740034,103.204433127,0.929143371232913,0.0207168405175227,254.924740094622
"Ilha Gurupaí","South America",322355,-1,-1,87962,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",57418.5306368,67.524079721,57.4185306368,67.072510262,59.5568703055,0.536160799712882,0.00545039673362621,67.0725101824122
"Ilha de Santana","South America",322358,-1,-1,87963,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",32898.323352,47.7322268776,32.898323352,47.4129836569,32.8305719134,0.295870771913464,0.00385274225987213,47.4129836871826
"Ilha Grande de Taiaçuí","South America",322361,-1,-1,87964,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",44365.9370707,58.1613350814,44.3659370707,57.7723235664,44.1713520495,0.39811346002223,0.00469448582551315,57.7723235054538
"Ilha dos Macacos","South America",322363,-1,-1,87965,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",373119.895387,886.213964026,373.119895387,880.287560466,366.217956468,3.3019253030898,0.0715337996614862,880.287560520722
"Ilha Mutunquara","South America",322364,-1,-1,87966,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",114847.885821,142.500967682,114.847885821,141.547760286,110.152548861,0.993825499376464,0.01150167984281,141.547760410042
"Ilha de Aruãs","South America",322366,-1,-1,87967,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",38719.9548622,56.2105640594,38.7199548622,55.8345386026,38.4246689815,0.346344090850262,0.0045368430178345,55.8345386141138
"Ilha Maritiapina","South America",322367,-1,-1,87968,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",61798.1072734,193.584292786,61.7981072734,192.28931967,63.7106687837,0.573577538150902,0.0156245721910395,192.289319777115
"Ilha Tapuia","South America",322369,-1,-1,87969,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",79439.9746311,155.5285613,79.4399746311,154.488051656,79.7589042876,0.718610801152622,0.01255268914433,154.488051756464
"Ilha Curumu","South America",322370,-1,-1,87970,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",164455.678675,412.070912985,164.455678675,409.314046255,164.643683159,1.48353233340384,0.0332580363582233,409.314046397888
"Ilha Ituquara","South America",322372,-1,-1,87971,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",83454.5282343,270.230772931,83.4545282343,268.422756017,84.2871906733,0.759290510726602,0.0218098908283768,268.422756013788
"Ilha Urutaí","South America",322373,-1,-1,87972,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",114733.657785,308.61288495,114.733657785,306.548388345,109.74854289,0.990350795255389,0.0249086217973438,306.548388313758
"Ilha Aranaí","South America",322376,-1,-1,87974,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",105993.893235,126.643185614,105.993893235,125.795771168,104.022558644,0.937882530347321,0.010220890789715,125.795771177329
"Ilha Japichaua","South America",322379,-1,-1,87975,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",222898.294633,629.71039367,222.898294633,625.49683859,215.509876544,1.94389233917988,0.0508217207509279,625.496838481585
"Ilha Santa Cruz","South America",322380,-1,-1,87976,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",43645.8999369,82.4424433605,43.6458999369,81.8907017773,43.1256968635,0.388723858126389,0.00665334489245861,81.8907018165827
"Ilha do Mututi","South America",322388,-1,-1,87979,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",185421.040444,501.339388585,185.421040444,497.984202749,180.059787231,1.62392604271817,0.040459531207962,497.984202643262
"Ilha Capinal","South America",322389,-1,-1,87980,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",76600.8641103,134.844046333,76.6008641103,133.941576355,75.6196787525,0.681633180899994,0.0108822048340101,133.941576340964
"Ilha Caldeirão","South America",322391,-1,-1,87981,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",38365.6682989,81.8951122322,38.3656682989,81.3469942461,37.8120849485,0.340853890958714,0.00660905530978272,81.3469942819784
"Ilha Grande de Gurupá","South America",322392,-1,-1,87982,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",686735.083935,3644.20345767,686.735083935,3619.82327677,680.286415463,6.13196208606539,0.29412347694115,3619.82327648185
"Ilha Acarapereira","South America",322393,-1,-1,87983,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",224161.961831,514.888231972,224.161961831,511.442118044,221.353866371,1.99524815434028,0.0415522101412783,511.442118089565
"Ilha Porquinhos","South America",322396,-1,-1,87984,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",43542.6428405,60.936592768,43.5426428405,60.5287143142,43.2439619261,0.389723096946427,0.00491756977334892,60.5287143816584
"Ilha Maracujá","South America",322401,-1,-1,87986,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",116803.506952,139.204107019,116.803506952,138.272341306,116.019703142,1.04559478676982,0.0112337230338218,138.272341232473
"Ilha Vieira","Nazca",322402,-1,-1,87987,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",130952.037089,178.564444523,130.952037089,177.369224562,131.317517171,1.18312365053797,0.0144101046233313,177.369224747304
"Ilha Rasa","South America",322405,-1,-1,87988,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",25986.9757704,33.5043693056,25.9869757704,33.2800908089,25.0752880999,0.226183147028904,0.00270374111229502,33.2800907979748
"Ilha Charapucu","South America",322409,-1,-1,87989,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",417713.797258,1232.52629975,417.713797258,1224.27607966,411.663258095,3.71083940768032,0.0994635855237267,1224.27607975893
"Howard Island","Australia",322612,-1,-1,88022,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",121610.151198,274.410845738,121.610151198,272.735539603,119.631294593,1.09262740065815,0.0226514483688619,272.73554028826
"Schiess Island","Sunda",323789,-1,-1,88053,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",66473.4814547,52.6239216201,66.4734814547,52.2750567795,66.4325466588,0.599363715506737,0.00425700392379339,52.2750569156518
"Ilha de Elia","Africa",323885,-1,-1,88057,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",71416.8710756,27.697567211,71.4168710756,27.5287222219,70.5572587973,0.643253747458038,0.00228713217808382,27.5287228020576
"Harrison Island","North America",324329,-1,-1,88098,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",61144.0065809,43.8437365209,61.1440065809,44.0601672189,46.8826092122,0.741341862152421,0.00969959282866629,44.0601673125119
"Williams Island","North America",324330,-1,-1,88099,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",48343.1053512,22.6675541163,48.3431053512,22.7797584382,34.5490633285,0.548962371885398,0.00503379600400949,22.7797584429116
"Vypīn Island","Burma",325399,-1,-1,88128,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",65587.0392227,62.2909824056,65.5870392227,61.899441554,60.4017791545,0.547363784208688,0.00510541224835566,61.8994323794676
"Samiruddin Char","India",325597,-1,-1,88142,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",42259.1890199,31.9785416945,42.2591890199,31.8264971602,37.6038236496,0.347559362184937,0.00279187423402271,31.8264971277044
"Isola di Polesine","Eurasia",325962,-1,-1,88146,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",52384.06674,27.852908413,52.38406674,27.8521242544,52.8009369941,0.551724200713484,0.0031746680110457,27.8521242308892
"Cù Lao Tân Lộc","Sunda",325999,-1,-1,88150,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",37544.8317605,22.5232808462,37.5448317605,22.3819800198,34.4349500707,0.312734873466877,0.00184701142323521,22.3819800332321
"Cù Lao Giêng","Sunda",326013,-1,-1,88156,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",36206.1524824,53.6978537973,36.2061524824,53.3620515916,33.8893848884,0.30781233362119,0.00440688411679518,53.362051580638
"Cù Lao Ong Go","Sunda",326018,-1,-1,88157,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",135833.804152,208.900091501,135.833804152,207.594522381,129.694872599,1.17805221092892,0.0171466374738651,207.594522654123
"Cù Lao Tây","Sunda",326019,-1,-1,88158,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",51453.4310615,81.369778801,51.4534310615,80.8618604455,46.9096470431,0.425497356430405,0.00668084506437477,80.8618603464595
"Cù Lao Long Khành","Sunda",326022,-1,-1,88160,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",18247.0797365,20.3249984044,18.2470797365,20.1984302064,18.4822770311,0.168374083567305,0.00166974493485739,20.1984301827203
"Da Sha","Yangtze",326151,-1,-1,88166,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",34174.4867305,35.6739552333,34.1744867305,35.5072276257,29.1449079517,0.26810628684614,0.00312562905953564,35.5072272978761
"Nantai Dao","Okinawa",326198,-1,-1,88170,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",76475.7462532,123.997474269,76.4757462532,123.485349725,68.3317243727,0.65371613918077,0.0111348403341132,123.485349754585
"Shiye Zhou","Amur",326403,-1,-1,88177,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",31319.2087984,29.9312996037,31.3192087984,29.8443957628,31.1622615784,0.321605841542248,0.00285495226685315,29.8443958162189
"Taiping Chow (historical)","Amur",326408,-1,-1,88178,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",110284.363706,224.991808733,110.284363706,224.337779087,92.5924802961,0.905728886076896,0.0214566486225382,224.337779015856
"Ostrov Taas-Aryy","Eurasia",327297,-1,-1,88192,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",130149.405835,111.820480807,130.149405835,112.426411137,72.9224275856,1.17284042301187,0.0289111249792631,112.426411072538
"Ostrov Tit-Ary","Eurasia",327300,-1,-1,88193,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",131743.053017,71.3700357462,131.743053017,71.7582612652,74.0717557646,1.21811549001158,0.0185993512170825,71.7582611437627
"Ostrov Pegas-Ary","Eurasia",327301,-1,-1,88194,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",145515.108505,113.482684233,145.515108505,114.108005143,94.8950263709,1.96731044001232,0.0304130582509904,114.10800526924
"Ostrov Nizkiy","Eurasia",327304,-1,-1,88195,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",64929.7070962,36.8518629686,64.9297070962,37.0553148816,41.3185080424,0.778839378005698,0.0099187146481885,37.055314869217
"UNNAMED","South America",327836,-1,-1,88229,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",37290.8287874,48.4284491281,37.2908287874,48.3054275807,37.7586482461,0.396366511032416,0.00470943956399271,48.3054275240675
"UNNAMED","South America",327838,-1,-1,88231,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",55376.0483257,129.610790031,55.3760483257,129.280118394,55.836969943,0.571618438559171,0.012596534011501,129.280118364525
"Bassi & Filomena","South America",327853,-1,-1,88245,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",36441.9792577,21.2865191126,36.4419792577,21.2281864664,35.7009914666,0.337635347004677,0.00204789056159482,21.2281865605107
"Dolores","South America",327857,-1,-1,88249,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",38999.7209958,28.4925650145,38.9997209958,28.4126248709,35.7296046128,0.331517761082003,0.0027317107874382,28.4126250028782
"UNNAMED","South America",328159,-1,-1,88295,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",26802.5374678,30.7370220558,26.8025374678,30.5323514499,25.3114759602,0.22854794229529,0.0024837407362215,30.532351472808
"UNNAMED","North Andes",328197,-1,-1,88314,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",39087.1005355,21.6603794566,39.0871005355,21.5160226608,36.5950376288,0.330508365673572,0.00174989238740311,21.5160226545467
"UNNAMED","South America",328222,-1,-1,88326,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",30632.1281583,28.2989364338,30.6321281583,28.1102096727,29.3102243229,0.264557291203363,0.00228581871551985,28.1102097083967
"UNNAMED","South America",328239,-1,-1,88329,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",60923.8451344,45.6353043421,60.9238451344,45.3308909431,58.4764555128,0.527749382170428,0.00368593482945777,45.3308908927844
"UNNAMED","South America",328240,-1,-1,88330,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",45642.6651252,22.0319524483,45.6426651252,21.8849803647,44.0429717394,0.397433431816067,0.00177948386331836,21.8849803847199
"UNNAMED","South America",328252,-1,-1,88340,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",67963.8207371,35.6186949201,67.9638207371,35.3810044951,64.8979878694,0.585781635032227,0.002876616925862,35.3810045586368
"UNNAMED","South America",328286,-1,-1,88373,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",40343.6413537,66.8523970112,40.3436413537,66.4059391851,39.4804399888,0.356054458485224,0.00539806152265013,66.4059391688294
"UNNAMED","South America",328326,-1,-1,88410,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",55616.2524638,71.8797133602,55.6162524638,71.3995272491,57.7804024806,0.52015988702431,0.00580352559890366,71.3995272967177
"UNNAMED","South America",328327,-1,-1,88411,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",34026.0463857,23.1158817443,34.0260463857,22.9614459014,36.272060575,0.326298204694523,0.00186632627090506,22.9614459215458
"UNNAMED","South America",328329,-1,-1,88413,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",53749.3049225,29.932120237,53.7493049225,29.7321643763,54.2242683756,0.488521010885264,0.00241671765466883,29.7321645329276
"UNNAMED","South America",328351,-1,-1,88433,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",131384.052364,161.946205199,131.384052364,160.864182355,137.055120685,1.23364937273798,0.0130749743510037,160.864182486852
"UNNAMED","South America",328352,-1,-1,88434,"USGS: Sayre et al. 2018","USGS poly had no WCMC poly within 300m",0," "," ",0," "," "," ",133856.166141,142.471530733,133.856166141,141.519654204,132.201574961,1.19189359097185,0.0115027437400277,141.519654258015
