candidate_id,accepted_species,trait_name,normalized_value,source_url,source_excerpt,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason
palmpedia-a1424feaa4355e4328e23aca,Roystonea oleracea,flower_primary_color,white,https://web.archive.org/web/20200119154842id_/http://www.palmpedia.net:80/wiki/Roystonea_oleracea,"Pistillate flowers white, 2.5-4.5 per cm;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-d75f747913aa22914c23e2f9,Coccothrinax barbadensis,flower_primary_color,yellow_orange,https://web.archive.org/web/20200119123253id_/http://www.palmpedia.net:80/wiki/Coccothrinax_barbadensis,"Monoecious, the yellow flowers have both male and female parts.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-49b595c8047a6b3ec692c412,Rhopalostylis sapida,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200119072942id_/http://www.palmpedia.net:80/wiki/Rhopalostylis_sapida,"Flowers pinkish, in multiple spikes at the top of trunk.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-07f5f14f453b1f7f5c5f3773,Rhopalostylis sapida,flower_primary_color,red_pink,https://web.archive.org/web/20200119072942id_/http://www.palmpedia.net:80/wiki/Rhopalostylis_sapida,"Flowers pinkish, in multiple spikes at the top of trunk.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-9f090e4bb4647b16b4912db3,Rhopalostylis sapida,flower_size_class,small,https://web.archive.org/web/20200119072942id_/http://www.palmpedia.net:80/wiki/Rhopalostylis_sapida,"flower-buds tightly packed, lilac Fragrance, about 10 × 7 mm., elliptic-oblong, brick-red.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-2ad87d42b17e2e618a8210bc,Salacca zalacca,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200119154427id_/http://www.palmpedia.net:80/wiki/Salacca_zalacca,"Inflorescence an axillary compound spadix, stalked, at first enclosed by spathes;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-1bc4670fa69730a5bfd07166,Salacca zalacca,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200119154427id_/http://www.palmpedia.net:80/wiki/Salacca_zalacca,"male inflorescence 50-100 cm long, consisting of 4-12 spadices, each 7-15 cm x 0.7-2 cm, female one 20-30 cm long, composed of 1-3 spadices, 7-10 cm long.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-ee7d114ad36508b824c14fb3,Salacca zalacca,floral_form,tubular,https://web.archive.org/web/20200119154427id_/http://www.palmpedia.net:80/wiki/Salacca_zalacca,"staminate flowers with reddish, tubular corolla and 6 stamens borne on the corolla throat and a minute pistillode;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-a74f68808d2d2081ab12bc70,Salacca zalacca,floral_form,tubular,https://web.archive.org/web/20200119154427id_/http://www.palmpedia.net:80/wiki/Salacca_zalacca,"pistillate ones with tubular corolla, yellow-green outside and dark red inside, a trilocular ovary with short trifid, red style and 6 staminodes borne on the corolla throat.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-3b81451da885d79e859b3f7e,Dypsis madagascariensis,flower_primary_color,green_brown_inconspicuous|yellow_orange,https://web.archive.org/web/20200119155722id_/http://www.palmpedia.net:80/wiki/Dypsis_madagascariensis,"Saminate flowers yellow-greeen with sepals 1.5-1.6 x 1.3-1.8 mm, keeled, basally gibbous, membranous apart from the keel, hooded distally;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-45c2e027f7494f9668dcc05d,Korthalsia laciniosa,flower_size_class,very_small,https://web.archive.org/web/20200119122553id_/http://www.palmpedia.net:80/wiki/Korthalsia_laciniosa,Flowers about 0.5 x 0.2 cm.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-c76b9e563202e521dead5eda,Oncosperma tigillarium,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200217165943id_/http://www.palmpedia.net:80/wiki/Oncosperma_tigillarium,"Inflorescence: Ramified and thorny, among the leaves, yellow with flowers of both sexes placed in the typical triad (a feminine flower amidst two masculine ones) The spadix is 30-40 cm wide and longer at crown apex.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-09843ce96b48d2882a0046c2,Dypsis decaryi,flower_primary_color,yellow_orange,https://web.archive.org/web/20200203115541id_/http://www.palmpedia.net:80/wiki/Dypsis_decaryi,"triads, distant, slightly sunken, with small yellowish flowers.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-644600633c6fe24109461336,Aiphanes minima,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200124083418id_/http://www.palmpedia.net:80/wiki/Aiphanes_minima,"Flowers monoecious , whitish yellow, grouped in panicles, axillary and interlayer compounds (length: 2 m).",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-26261e83274b12cec6dc3308,Aiphanes minima,flower_primary_color,yellow_orange,https://web.archive.org/web/20200124083418id_/http://www.palmpedia.net:80/wiki/Aiphanes_minima,Fragrant creamy to light yellow flowers.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-8054cef8223b6a57d7a8e138,Arenga ryukyuensis,flower_size_class,small|very_small,https://web.archive.org/web/20200124143433id_/http://www.palmpedia.net:80/wiki/Arenga_ryukyuensis,"staminate flowers 8-9.5 mm long, spirally and distantly arranged;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-1f2e2438d87a39deeabd95b3,Arenga ryukyuensis,flower_size_class,small|very_small,https://web.archive.org/web/20200124143433id_/http://www.palmpedia.net:80/wiki/Arenga_ryukyuensis,pistillate flowers 2.5 mm long;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-9486f363ad5e36587ee30eb3,Hyophorbe lagenicaulis,flower_primary_color,white,https://web.archive.org/web/20200111120652id_/http://www.palmpedia.net:80/wiki/Hyophorbe_lagenicaulis,They grow upward as they mature supporting numerous male and female small white flowers on the same stalk.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-b9c67c3d1e10cb59b2530776,Hyophorbe lagenicaulis,flower_primary_color,white,https://web.archive.org/web/20200111120652id_/http://www.palmpedia.net:80/wiki/Hyophorbe_lagenicaulis,Flowers/Fruits: The Bottle Palm produces beautiful white flowers that are held by 30 in.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-2919bfc1033028d02531f678,Sabal mexicana,flower_primary_color,white,https://web.archive.org/web/20200129185415id_/http://www.palmpedia.net:80/wiki/Sabal_mexicana,The Texas Sabal Palm Tree produces small white flowers in a branched inflorescence about as long as the leaves.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-637364f6fd8a96ef165058b1,Actinorhytis calapparia,flower_primary_color,white,https://web.archive.org/web/20200119122828id_/http://www.palmpedia.net:80/wiki/Actinorhytis_calapparia,"A monoceious palm, it forms cream flowers of both sexes, which produce large, 75 mm/3"" ovoid fruit that ripen to red or reddish purple.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-cd6dfb01be380985799393ec,Sabal causiarum,flower_primary_color,white,https://web.archive.org/web/20200120205543id_/http://www.palmpedia.net:80/wiki/Sabal_causiarum,"Flowers creamy white, bisexual.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-bb8277e9d49d36971cb23c90,Astrocaryum aculeatissimum,flower_primary_color,white|yellow_orange,https://web.archive.org/web/20200124085013id_/http://www.palmpedia.net:80/wiki/Astrocaryum_aculeatissimum,"It is a monoecious plant with inflorescence interfoliar, pendulum, 50 cm long and yellow-cream flowers, protected by a leathery spathe covered with thorns.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-f90b63e268cd489f4e37051c,Astrocaryum aculeatissimum,flower_primary_color,white|yellow_orange,https://web.archive.org/web/20200124085013id_/http://www.palmpedia.net:80/wiki/Astrocaryum_aculeatissimum,"It is a monoecious plant with inflorescence interfoliar, 50 cm long and yellow-cream flowers, protected by a leathery spathe covered with thorns.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-74cd7d3fa981e5e91888f7b8,Lodoicea maldivica,flower_size_class,large,https://web.archive.org/web/20200121193555id_/http://www.palmpedia.net:80/wiki/Lodoicea_maldivica,"The female inflorescence (flower stem) is up to 1 meter long, with multiple flowers 4–5 cm (2 inches) wide;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-17b377c46e4a44b940420bfc,Lodoicea maldivica,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200121193555id_/http://www.palmpedia.net:80/wiki/Lodoicea_maldivica,"male flowers are catkin-like, up to 1 m long.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-c9d2f612728b128ef5eb680f,Sabal bermudana,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200123050945id_/http://www.palmpedia.net:80/wiki/Sabal_bermudana,"The flowers are yellowish-white, 5 mm (0.20 in) across, produced in large panicles up to 2.5 m (8.2 ft) long, extending out beyond the leaves.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-54b3e6d1a5f58ae4daceba01,Sabal bermudana,flower_primary_color,white|yellow_orange,https://web.archive.org/web/20200123050945id_/http://www.palmpedia.net:80/wiki/Sabal_bermudana,"The flowers are yellowish-white, 5 mm (0.20 in) across, produced in large panicles up to 2.5 m (8.2 ft) long, extending out beyond the leaves.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-93995ed2e764291d1abbaeab,Sabal bermudana,flower_size_class,very_small,https://web.archive.org/web/20200123050945id_/http://www.palmpedia.net:80/wiki/Sabal_bermudana,"The flowers are yellowish-white, 5 mm (0.20 in) across, produced in large panicles up to 2.5 m (8.2 ft) long, extending out beyond the leaves.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-b2c1f95b3981ba7069b545e9,Sabal bermudana,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200123050945id_/http://www.palmpedia.net:80/wiki/Sabal_bermudana,Its yellow/ white flowers are up to 5 mm across and are arranged in panicles which are up to 2.5 m long.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-786c5bc115aa2bdeb2dbd972,Sabal bermudana,flower_primary_color,white|yellow_orange,https://web.archive.org/web/20200123050945id_/http://www.palmpedia.net:80/wiki/Sabal_bermudana,Its yellow/ white flowers are up to 5 mm across and are arranged in panicles which are up to 2.5 m long.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-00ddc0cef2c635269c24a7c0,Sabal bermudana,flower_size_class,very_small,https://web.archive.org/web/20200123050945id_/http://www.palmpedia.net:80/wiki/Sabal_bermudana,Its yellow/ white flowers are up to 5 mm across and are arranged in panicles which are up to 2.5 m long.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-c14adecb999d7eefbfa9ff17,Rhopaloblaste ceramica,flower_size_class,small|very_small,https://web.archive.org/web/20200131210629id_/http://www.palmpedia.net:80/wiki/Rhopaloblaste_ceramica,"Staminate flower symmetric, greenish, 6.5 - 7 mm long, 6.5 - 6.8 mm in diam.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-a7c06fe874b8ad0866a79653,Rhopaloblaste ceramica,flower_size_class,small|very_small,https://web.archive.org/web/20200131210629id_/http://www.palmpedia.net:80/wiki/Rhopaloblaste_ceramica,"Pistillate flower slightly asymmetric, 4.3 - 4.7 mm long, 7.6 - 7.9 mm in diam., borne throughout the rachillae;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-788b38a4e3da16930a7f348f,Acanthophoenix rubra,flower_primary_color,white,https://web.archive.org/web/20200119124039id_/http://www.palmpedia.net:80/wiki/Acanthophoenix_rubra,"These comprise a multitude of small, creamy-white flowers suspended from a central stem.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-ab1717191ba75635b3976b6c,Ravenea hildebrandtii,inflorescence_display,solitary,https://web.archive.org/web/20200129185850id_/http://www.palmpedia.net:80/wiki/Ravenea_hildebrandtii,"rachillae 2.4-10 cm long, 0.7-1.2 mm in diam., bearing spiral or subdistichous solitary flowers;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-ecc5b15c1fd13524affa05d8,Licuala pumila,inflorescence_display,solitary,https://web.archive.org/web/20200119160355id_/http://www.palmpedia.net:80/wiki/Licuala_pumila,"Flowers solitary, irregularly, sessile, bud size 6 x 2.5-3 mm;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-93712934d99a99d9c98cb08a,Licuala pumila,flower_size_class,very_small,https://web.archive.org/web/20200119160355id_/http://www.palmpedia.net:80/wiki/Licuala_pumila,"corolla coriaceus, triangular, tripartitus, about 5 x 3 mm, thick, glabrous, base thickened, apex acute, striate externally, deeply sculptured inside, whitish in colour;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-82b3a1c851dd2d06b72b099d,Jubaea chilensis,flower_primary_color,blue_purple,https://web.archive.org/web/20220906055507id_/https://palmpedia.net/wiki/Jubaea_chilensis,Flower: Large number of very small purple flowers.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-a6e09c5ed1579d0a00acfc41,Jubaea chilensis,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20220906055507id_/https://palmpedia.net/wiki/Jubaea_chilensis,"The species is monoecious, with male and female flowers in separate panicles but on the same tree.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-ac1c6604add76d2f9ec29901,Dypsis pinnatifrons,flower_size_class,very_small,https://web.archive.org/web/20200119122758id_/http://www.palmpedia.net:80/wiki/Dypsis_pinnatifrons,STAMINATE FLOWER about 2 x 1.2 mm;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-42960756e15b5dfe3c4c3fb4,Rhopaloblaste ledermanniana,flower_size_class,small|very_small,https://web.archive.org/web/20201124072756id_/http://palmpedia.net/wiki/Rhopaloblaste_ledermanniana,"Staminate flower 5 - 6 mm long, 3 - 4 mm diam.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-f694854deaf712b046c0e8bd,Rhopaloblaste ledermanniana,flower_size_class,small|very_small,https://web.archive.org/web/20201124072756id_/http://palmpedia.net/wiki/Rhopaloblaste_ledermanniana,"Pistillate flower 2 - 3 mm long, 3 - 3.5 mm diam., borne throughout the rachillae;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-e1eb180de8fbdd0b56cdb744,Drymophloeus litigiosus,flower_primary_color,white,https://web.archive.org/web/20200121193726id_/http://www.palmpedia.net:80/wiki/Drymophloeus_litigiosus,"tall, with broad, dark green, leaflets, with premorse leaf tips, and white flowers.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-81b3fdfab679247a90597ab1,Brahea armata,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200123051301id_/http://www.palmpedia.net:80/wiki/Brahea_armata,"Flower stalk coming from between the leaves, from the crown, very long spadix, and flower, (up to 15 feet - 4.5 m).",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-20d4de9f5dd3b710893a2394,Desmoncus orthacanthos,inflorescence_display,few_flowered|solitary,https://web.archive.org/web/20200124085038id_/http://www.palmpedia.net:80/wiki/Desmoncus_orthacanthos,flowers either in triads with 1 pistillate between 2 staminate or with staminate flowers solitary near end of rachilla;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-1e3e9603e26f2e7698f5f9b0,Desmoncus orthacanthos,flower_size_class,small,https://web.archive.org/web/20200124085038id_/http://www.palmpedia.net:80/wiki/Desmoncus_orthacanthos,"staminate flowers soon de­ciduous, about 8 mm long;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-afc4afdc2ccb11dfe046b68d,Desmoncus orthacanthos,floral_form,urn_urceolate,https://web.archive.org/web/20200124085038id_/http://www.palmpedia.net:80/wiki/Desmoncus_orthacanthos,"corollas much longer than calyx, urceolate, tridentate, with very small, adnate staminodia;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-309030ea7793742db8c077e3,Dypsis fibrosa,flower_primary_color,yellow_orange,https://web.archive.org/web/20200130232147id_/http://www.palmpedia.net:80/wiki/Dypsis_fibrosa,"FLOWERS orange in bud, yellow at anthesis.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-773a08e1b534b062de6ad931,Coccothrinax miraguama,flower_primary_color,white,https://web.archive.org/web/20200129185200id_/http://www.palmpedia.net:80/wiki/Coccothrinax_miraguama,Flower: Cream bisexual flowers.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-7ae96730874c6a573d1ce13c,Colpothrinax wrightii,flower_size_class,small,https://web.archive.org/web/20200129185720id_/http://www.palmpedia.net:80/wiki/Colpothrinax_wrightii,"1 corolla 5.3-6.2 mm long, yellow, the lobes valvate, with parallel sides and mucronulate apices, fleshy, adaxially furrowed with involute or thickened margins, forming a hood apically, deciduous, with a clear line of abscission;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
